keyword,region,match,bid,bid_lb,bid_ub,predicted_clicks,predicted_epc,is_new_keyword,conv_value,cost,profit,combo_key,obs_clicks,obs_cost,obs_conv_value,obs_cpc,obs_epc,replay_ratio,replay_clicks,replay_revenue,replay_cost,replay_profit
generative ai certificate course,USA,Broad match,0.0,0.69,23.82,0.0,0.0,False,0.0,0.0,0.0,generative ai certificate course||Broad match||USA,3.0,5.79,200.0,1.93,66.66666666666667,0.0,0.0,0.0,0.0,0.0
generative ai fundamentals course,USA,Broad match,0.0,0.5939498951717554,13.688260661035226,0.0,0.0,True,0.0,0.0,0.0,generative ai fundamentals course||Broad match||USA,3.0,3.84,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0
generative ai online course,USA,Broad match,0.0,0.43,34.1,0.0,0.0,False,0.0,0.0,0.0,generative ai online course||Broad match||USA,3.0,6.09,200.0,2.03,66.66666666666667,0.0,0.0,0.0,0.0,0.0
generative ai online program,USA,Broad match,0.0,0.35,17.35,0.0,1.0524914273446484e-11,False,0.0,0.0,0.0,generative ai online program||Broad match||USA,8.0,9.92,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0
generative ai certificate program,USA,Broad match,0.0,0.6235286754939438,21.525294275747452,0.0,0.0,True,0.0,0.0,0.0,generative ai certificate program||Broad match||USA,1.0,1.22,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0
generative ai foundations course,USA,Broad match,0.0,0.65,14.98,0.0,0.0,False,0.0,0.0,0.0,generative ai foundations course||Broad match||USA,21.0,25.62,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0
mit generative ai certificate,USA,Broad match,0.0,0.67,2.61,0.0,0.0,False,0.0,0.0,0.0,mit generative ai certificate||Broad match||USA,4.0,4.68,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0
generative ai certification online,USA,Broad match,0.0,0.24,4.63,0.0,-1.9330315126353526e-11,False,-0.0,0.0,-0.0,generative ai certification online||Broad match||USA,0.0,0.0,0.0,,,0.0,0.0,,0.0,
online course generative ai,USA,Broad match,0.0,0.62,3.61,0.0,0.0,False,0.0,0.0,0.0,online course generative ai||Broad match||USA,2.0,2.9,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0
professional ai certificate,USA,Phrase match,0.0,0.41,4.43,0.0,0.0,False,0.0,0.0,0.0,professional ai certificate||Phrase match||USA,0.0,0.0,0.0,,,0.0,0.0,,0.0,
mit professional development,A,Broad match,0.0,1.070815641887928,9.786065171698008,0.0,0.0,True,0.0,0.0,0.0,mit professional development||Broad match||A,3.0,3.57,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0
generative ai course,A,Broad match,0.4000000000001139,0.4,2.74,12.789020267406334,33.24034473216604,False,425.1114424752448,5.1156081069639905,419.99583436828084,generative ai course||Broad match||A,6.0,6.540000000000001,0.0,1.09,0.0,0.3669724770643246,2.201834862385948,0.0,0.8807339449546299,-0.8807339449546299
generative ai courses,A,Broad match,0.33000000000000007,0.33,4.33,13.625322062401445,49.515245026787,False,674.6611604886943,4.496356280592478,670.1648042081018,generative ai courses||Broad match||A,0.0,0.0,0.0,,,2.0,0.0,,0.0,
online ai and ml courses,A,Phrase match,0.0,0.39,17.29,0.0,0.0,False,0.0,0.0,0.0,online ai and ml courses||Phrase match||A,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
generative ai certificate course,A,Broad match,0.0,0.31,15.2,0.0,0.0,False,0.0,0.0,0.0,generative ai certificate course||Broad match||A,0.0,0.0,0.0,,,0.0,0.0,,0.0,
