keyword,region,match,bid,bid_lb,bid_ub,predicted_clicks,predicted_epc,is_new_keyword,conv_value,cost,profit,combo_key,obs_clicks,obs_cost,obs_conv_value,obs_cpc,obs_epc,replay_ratio,replay_clicks,replay_revenue,replay_cost,replay_profit
generative ai certificate course,USA,Broad match,0.0,0.69,23.82,0.0,-2.894751105486648e-11,False,-0.0,0.0,-0.0,generative ai certificate course||Broad match||USA,2.0,2.92,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0
generative ai fundamentals course,USA,Broad match,0.0,0.54,28.59,0.0,0.0,False,0.0,0.0,0.0,generative ai fundamentals course||Broad match||USA,1.0,1.06,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0
generative ai online course,USA,Broad match,0.0,0.5967857237932657,3.47483300466724,0.0,0.0,True,0.0,0.0,0.0,generative ai online course||Broad match||USA,6.0,9.12,0.0,1.5199999999999998,0.0,0.0,0.0,0.0,0.0,0.0
generative ai online program,USA,Broad match,0.0,0.35,17.35,0.0,0.0,False,0.0,0.0,0.0,generative ai online program||Broad match||USA,3.0,4.29,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0
generative ai certificate program,USA,Broad match,0.0,0.28,29.69,0.0,0.0,False,0.0,0.0,0.0,generative ai certificate program||Broad match||USA,2.0,3.04,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0
generative ai foundations course,USA,Broad match,0.0,0.479702900183235,4.204454831017766,0.0,0.0,True,0.0,0.0,0.0,generative ai foundations course||Broad match||USA,5.0,7.7,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0
mit generative ai certificate,USA,Broad match,0.0,0.67,2.61,0.0,0.0,False,0.0,0.0,0.0,mit generative ai certificate||Broad match||USA,11.0,16.39,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0
generative ai certification online,USA,Broad match,0.0,0.24,4.63,0.0,0.0,False,0.0,0.0,0.0,generative ai certification online||Broad match||USA,1.0,1.07,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0
online course generative ai,USA,Broad match,0.0,0.62,3.61,0.0,0.0,False,0.0,0.0,0.0,online course generative ai||Broad match||USA,1.0,2.47,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0
professional ai certificate,USA,Phrase match,0.0,0.41,4.43,0.0,0.0,False,0.0,0.0,0.0,professional ai certificate||Phrase match||USA,0.0,0.0,0.0,,,0.0,0.0,,0.0,
mit professional development,A,Broad match,0.0,0.34,4.86,0.0,-2.7498003873915877e-11,False,-0.0,0.0,-0.0,mit professional development||Broad match||A,5.0,6.15,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0
generative ai course,A,Broad match,0.3199999999999985,0.32,2.92,12.770871906399998,33.43758460824369,False,427.0271098912923,4.08667901004798,422.9404308812443,generative ai course||Broad match||A,7.0,7.21,0.0,1.03,0.0,0.31067961165048397,2.1747572815533878,0.0,0.6959223300970808,-0.6959223300970808
