keyword,region,match,bid,bid_lb,bid_ub,predicted_clicks,predicted_epc,is_new_keyword,conv_value,cost,profit,combo_key,obs_clicks,obs_cost,obs_conv_value,obs_cpc,obs_epc,replay_ratio,replay_clicks,replay_revenue,replay_cost,replay_profit
generative ai certificate course,USA,Broad match,14.110000508329405,0.25302612918594825,26.82980634118144,0.14540523015982532,108.14270091534476,True,15.724514316700857,2.051667871468889,13.672846445231968,generative ai certificate course||Broad match||USA,5.0,4.15,0.0,0.8300000000000001,0.0,2.0,10.0,0.0,141.10000508329404,-141.10000508329404
generative ai fundamentals course,USA,Broad match,1.1661996206152523e-11,0.54,28.59,0.0,4.822665527735576e-11,False,0.0,0.0,0.0,generative ai fundamentals course||Broad match||USA,7.0,13.44,400.0,1.92,57.142857142857146,6.073956357371106e-12,4.251769450159774e-11,2.4295825429484426e-09,4.958411919719848e-22,2.4295825429479467e-09
generative ai online course,USA,Broad match,5.241366608533371e-13,0.5967857237932656,3.4748330046672393,0.0,-1.8336897950646925e-11,True,-0.0,0.0,-0.0,generative ai online course||Broad match||USA,3.0,3.18,0.0,1.06,0.0,4.944685479748463e-13,1.4834056439245389e-12,0.0,7.775072808976022e-25,-7.775072808976022e-25
generative ai online program,USA,Broad match,-9.955621765771393e-13,0.35,17.35,0.0,0.0,False,0.0,-0.0,0.0,generative ai online program||Broad match||USA,3.0,3.54,0.0,1.18,0.0,0.0,0.0,0.0,-0.0,0.0
generative ai certificate program,USA,Broad match,0.0,0.28,29.69,0.0,7.009504088273388e-12,False,0.0,0.0,0.0,generative ai certificate program||Broad match||USA,3.0,8.459999999999999,200.0,2.82,66.66666666666667,0.0,0.0,0.0,0.0,0.0
generative ai foundations course,USA,Broad match,0.0,0.65,14.98,0.0,-2.8556712550198426e-11,False,-0.0,0.0,-0.0,generative ai foundations course||Broad match||USA,9.0,12.6,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0
mit generative ai certificate,USA,Broad match,2.141835258695948e-13,0.67,2.61,0.0,-2.9422702542582185e-11,False,-0.0,0.0,-0.0,mit generative ai certificate||Broad match||USA,7.0,7.77,0.0,1.1099999999999999,0.0,1.929581314140494e-13,1.3507069198983456e-12,0.0,2.8929917052028803e-25,-2.8929917052028803e-25
generative ai certification online,USA,Broad match,0.0,0.24,4.63,0.0,-2.2851054382044822e-11,False,-0.0,0.0,-0.0,generative ai certification online||Broad match||USA,0.0,0.0,0.0,,,0.0,0.0,,0.0,
online course generative ai,USA,Broad match,0.0,0.62,3.61,0.0,-1.6918022538447985e-11,False,-0.0,0.0,-0.0,online course generative ai||Broad match||USA,2.0,3.24,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0
professional ai certificate,USA,Phrase match,0.0,0.41,4.43,0.0,-2.0055068716828828e-11,False,-0.0,0.0,-0.0,professional ai certificate||Phrase match||USA,0.0,0.0,0.0,,,0.0,0.0,,0.0,
mit professional development,A,Broad match,0.3400000000001536,0.34,4.86,12.211392796880874,37.47519238826199,False,457.6242943917474,4.151873550941374,453.472420840806,mit professional development||Broad match||A,3.0,4.35,0.0,1.45,0.0,0.23448275862079562,0.7034482758623869,0.0,0.2391724137933196,-0.2391724137933196
generative ai course,A,Broad match,0.24143524023688637,0.24143524023688606,4.181658360902866,16.66966870548124,44.65302980376987,True,744.3512135248237,4.0246454685771695,740.3265680562465,generative ai course||Broad match||A,4.0,2.72,0.0,0.68,0.0,0.35505182387777406,1.4202072955110963,0.0,0.3428880895779002,-0.3428880895779002
generative ai courses,A,Broad match,0.25,0.25,4.33,16.66966870548,57.87256123744228,False,964.7164229657664,4.16741717637,960.5490057893963,generative ai courses||Broad match||A,1.0,0.34,0.0,0.34,0.0,0.7352941176470588,0.7352941176470588,0.0,0.1838235294117647,-0.1838235294117647
online ai and ml courses,A,Phrase match,0.0,0.39,17.29,0.0,-2.6833646415980184e-11,False,-0.0,0.0,-0.0,online ai and ml courses||Phrase match||A,5.0,6.550000000000001,200.0,1.31,40.0,0.0,0.0,0.0,0.0,0.0
generative ai certificate course,A,Broad match,0.3100000000000399,0.31,15.2,13.34806350548183,40.03441078988828,False,534.3818576279757,4.1378996866999005,530.2439579412758,generative ai certificate course||Broad match||A,1.0,0.64,0.0,0.64,0.0,0.48437500000006234,0.48437500000006234,0.0,0.15015625000003865,-0.15015625000003865
generative ai online course,A,Broad match,0.0,0.23,10.45,0.0,-9.496403663433739e-12,False,-0.0,0.0,-0.0,generative ai online course||Broad match||A,2.0,3.02,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0
generative ai online program,A,Broad match,0.0,0.42,7.63,0.0,-2.878763893932046e-11,False,-0.0,0.0,-0.0,generative ai online program||Broad match||A,13.0,14.95,200.0,1.15,15.384615384615385,0.0,0.0,0.0,0.0,0.0
generative ai foundations course,A,Broad match,0.23246562051634534,0.23246562051634534,4.026304547343101,18.99778047458023,29.302488498396304,True,556.6822438514452,4.416330826456603,552.2659130249885,generative ai foundations course||Broad match||A,4.0,5.16,0.0,1.29,0.0,0.1802059073770119,0.7208236295080476,0.0,0.1675667123164325,-0.1675667123164325
online course generative ai,A,Broad match,0.30000000000001953,0.3,2.9,14.564126393381041,31.709020148617398,False,461.8141772547299,4.369237918014597,457.44493933671527,online course generative ai||Broad match||A,1.0,0.59,0.0,0.59,0.0,0.5084745762712196,0.5084745762712196,0.0,0.15254237288137582,-0.15254237288137582
mit professional development,B,Broad match,0.07,0.07,0.85,20.5209441734807,35.0065828439263,False,718.3681322445389,1.4364660921436492,716.9316661523952,mit professional development||Broad match||B,5.0,2.05,0.0,0.41,0.0,0.17073170731707318,0.853658536585366,0.0,0.05975609756097562,-0.05975609756097562
generative ai course,B,Broad match,0.14000000000000415,0.14,2.85,20.164170916480966,43.22382964827552,False,871.5726886926849,2.8229839283074187,868.7497047643775,generative ai course||Broad match||B,2.0,0.58,0.0,0.29,0.0,0.4827586206896695,0.965517241379339,0.0,0.13517241379311146,-0.13517241379311146
generative ai courses,B,Broad match,0.12999999999999998,0.13,0.69,20.1641709164806,56.32888646919098,False,1135.8252942997983,2.621342219142478,1133.2039520806559,generative ai courses||Broad match||B,0.0,0.0,0.0,,,2.0,0.0,,0.0,
online ai and ml courses,B,Phrase match,0.10000000000000736,0.1,8.29,20.164170916481606,12.875126596206936,False,259.6162532572547,2.016417091648309,257.5998361656064,online ai and ml courses||Phrase match||B,2.0,0.82,0.0,0.41,0.0,0.24390243902440822,0.48780487804881645,0.0,0.04878048780488523,-0.04878048780488523
generative ai online course,B,Broad match,0.14000000000000576,0.14,4.8,20.1641709164812,18.453374167906418,False,372.0969907074441,2.822983928307484,369.2740067791366,generative ai online course||Broad match||B,0.0,0.0,0.0,,,2.0,0.0,,0.0,
generative ai online program,B,Broad match,0.08000000000000394,0.08,2.52,25.977779493981277,15.657397805543063,False,406.744427641944,2.0782223595186045,404.66620528242544,generative ai online program||Broad match||B,9.0,5.040000000000001,400.0,0.56,44.44444444444444,0.14285714285714987,1.2857142857143489,57.142857142859945,0.10285714285715297,57.04000000000279
generative ai certificate program,B,Broad match,0.14999999999999997,0.15,4.94,23.336708100980033,16.471209745590045,False,384.38381390285247,3.5005062151470043,380.88330768770544,generative ai certificate program||Broad match||B,0.0,0.0,0.0,,,2.0,0.0,,0.0,
