keyword,region,match,bid,bid_lb,bid_ub,predicted_clicks,predicted_epc,is_new_keyword,conv_value,cost,profit,combo_key,obs_clicks,obs_cost,obs_conv_value,obs_cpc,obs_epc,replay_ratio,replay_clicks,replay_revenue,replay_cost,replay_profit
generative ai certificate course,USA,Broad match,17.969994521991126,0.25302612918594825,26.82980634118144,0.14540523015981643,131.94431890636477,True,19.18539405886019,2.61293118944076,16.57246286941943,generative ai certificate course||Broad match||USA,5.0,4.15,0.0,0.8300000000000001,0.0,2.0,10.0,0.0,179.69994521991126,-179.69994521991126
generative ai fundamentals course,USA,Broad match,0.0,0.54,28.59,0.0,0.0,False,0.0,0.0,0.0,generative ai fundamentals course||Broad match||USA,7.0,13.44,400.0,1.92,57.142857142857146,0.0,0.0,0.0,0.0,0.0
generative ai online course,USA,Broad match,2.5199999412131144,0.5967857237932656,3.4748330046672393,1.7214090105603783,16.947020125802165,True,29.172753146703922,4.3379506054158785,24.83480254128804,generative ai online course||Broad match||USA,3.0,3.18,0.0,1.06,0.0,2.0,6.0,0.0,15.119999647278686,-15.119999647278686
generative ai online program,USA,Broad match,0.0,0.35,17.35,0.0,0.0,False,0.0,0.0,0.0,generative ai online program||Broad match||USA,3.0,3.54,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0
generative ai certificate program,USA,Broad match,0.0,0.28,29.69,0.0,0.0,False,0.0,0.0,0.0,generative ai certificate program||Broad match||USA,3.0,8.459999999999999,200.0,2.82,66.66666666666667,0.0,0.0,0.0,0.0,0.0
generative ai foundations course,USA,Broad match,0.0,0.65,14.98,0.0,0.0,False,0.0,0.0,0.0,generative ai foundations course||Broad match||USA,9.0,12.6,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0
mit generative ai certificate,USA,Broad match,0.0,0.67,2.61,0.0,0.0,False,0.0,0.0,0.0,mit generative ai certificate||Broad match||USA,7.0,7.77,0.0,1.1099999999999999,0.0,0.0,0.0,0.0,0.0,0.0
generative ai certification online,USA,Broad match,0.2400000000000002,0.24,4.63,16.66966870548124,21.504153605643477,False,358.4671163978566,4.000720489315501,354.46639590854113,generative ai certification online||Broad match||USA,0.0,0.0,0.0,,,2.0,0.0,,0.0,
online course generative ai,USA,Broad match,0.0,0.62,3.61,0.0,0.0,False,0.0,0.0,0.0,online course generative ai||Broad match||USA,2.0,3.24,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0
professional ai certificate,USA,Phrase match,0.0,0.41,4.43,0.0,0.0,False,0.0,0.0,0.0,professional ai certificate||Phrase match||USA,0.0,0.0,0.0,,,0.0,0.0,,0.0,
