Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.18386433477633485,0.07599771253453762,60.188835,24.8782,123.4200011002369,79.72
B,0.15650523372994773,0.045083938756321405,201.62273,58.080784,108.31999881842518,32.46
C,0.0,0.0,0.0,0.0,0.0,0.0
USA,0.05841781070937147,0.10223490927355182,16.770668,29.349743,125.35999652458224,207.57
