Budget,Spend New,Clicks New,Purch New,Spend Existing,Clicks Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
353,0.11599547731071021,0.1101178377693951,0.11403165159060098,0.11438233886632292,0.1158052810800693,0.11807527145407774,0.7696221838229668,0.7740768815084843,0.7678930777128378
