Day,k_policy,Hist_MSE,Hist_R2,Hist_Bias,CV_Score,best_params
2025-12-02,full,1.4550682306289673,0.9024231433868408,-3.274473758404269e-05,1.7042511224746704,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-01,full,1.4351500272750854,0.9033908843994141,1.8749506150312377e-05,1.6706175327301025,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-03,full,1.4394288063049316,0.9038286209106445,-0.00010163373674357612,1.705657148361206,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-04,full,1.4468461275100708,0.90380859375,-3.0211838834930766e-06,1.7106534481048583,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-05,full,1.4429161548614502,0.9044703841209412,-5.314058513667421e-06,1.7058926343917846,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-06,full,1.4831230640411377,0.902096152305603,3.603317576646234e-05,1.6438006639480591,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-07,full,1.442507266998291,0.9052157998085022,-7.061178109469431e-05,1.667624020576477,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-08,full,1.4361103773117065,0.9060320854187012,-0.00012412220977055995,1.656354546546936,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-10,full,1.470586895942688,0.9046992659568787,-0.0001031764183684572,1.6941303968429566,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-09,full,1.4580093622207642,0.9050230383872986,6.956019810144184e-06,1.6654003381729126,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-11,full,1.4430707693099976,0.9067796468734741,-3.88882974287893e-05,1.6610119342803955,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-12,full,1.43888521194458,0.907406210899353,-9.65575576907832e-06,1.7334936380386352,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-13,full,1.4448754787445068,0.9076152443885803,-5.28541310681985e-05,1.688562560081482,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-14,full,1.4659298658370972,0.9066256284713745,-7.883480914703735e-05,1.6648869037628173,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-15,full,1.479215145111084,0.9060846567153931,-2.101598300408048e-05,1.6769673109054566,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-16,full,1.4779438972473145,0.9065135717391968,-0.00010654443134753077,1.6373619079589843,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-17,full,1.4572731256484985,0.9081496000289917,-7.08576688911709e-05,1.6454652309417725,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-18,full,1.4659383296966553,0.9078963398933411,1.1115910258609701e-05,1.6821614265441895,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-19,full,1.456436038017273,0.9087600708007812,-2.3531019017303203e-05,1.6836623668670654,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-20,full,1.4625169038772583,0.9087138175964355,4.020027567402376e-05,1.6825918436050415,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
