Budget,Spend USA,Clicks USA,Purch USA,Spend A,Clicks A,Purch A,Spend B,Clicks B,Purch B
Actual,0.6565582424505209,0.2921124673209376,0.48584680864757324,0.24263815192093435,0.23142897641799876,0.3375620628881376,0.10080360562854483,0.4764585842248455,0.17659112846428862
357,0.3850952535559185,0.0501367313871926,0.12345504783749381,0.3719542529621061,0.2206100451955056,0.4763923300531004,0.24295049348197523,0.7292532320648669,0.40015262210940544
