Budget,Spend New,Clicks New,Purch New,Spend Existing,Clicks Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,1.0,1.0,0.9999999999999998,0.0,0.0,0.0
357,0.0036353400722504993,0.0005056142885984517,0.0012450080977212676,0.3172119975261778,0.5147580431315671,0.4492385993407121,0.6791526624015716,0.484736343824106,0.5495163866219744
