Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches,Opt_Cost_Match_Exact match,Act_Cost_Match_Exact match,Opt_Clicks_Match_Exact match,Act_Clicks_Match_Exact match,Opt_Purch_Match_Exact match,Act_Purch_Match_Exact match,Opt_Cost_Match_Phrase match,Act_Cost_Match_Phrase match,Opt_Clicks_Match_Phrase match,Act_Clicks_Match_Phrase match,Opt_Purch_Match_Phrase match,Act_Purch_Match_Phrase match,Opt_Cost_Match_Broad match,Act_Cost_Match_Broad match,Opt_Clicks_Match_Broad match,Act_Clicks_Match_Broad match,Opt_Purch_Match_Broad match,Act_Purch_Match_Broad match
2025-12-01,357,242.46994,120.95368,384.4503760003872,177,357.1399999999452,339.51,0.3240489731404827,0.25678278053693526,51,30,,,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.488994836807251,0.8997662663459778,-9.917821041557907e-06,97.2101021866805,34.620000000000005,185.73697,56.438164,0.14417424994611505,0.0438088878622456,120.12989698012976,79.17999999999999,41.408318,27.430548,0.1264937715648457,0.08379459488233368,139.800000833135,225.70999999999998,15.324678,37.08498,0.05338095162952194,0.129179297792356,0.0,0.0,0.0,0.0,0.0,0.0,135.8101028630762,339.51,170.1041,120.95368,0.1709340388894077,0.25678278053693526,221.32989713686914,0.0,72.36586,0.0,0.15311493407063037,0.0,46.95000120231296,37.26,53.96672,2.4892075,0.05565873349884799,0.008642445398487094,111.98989514027981,32.980000000000004,98.10813,4.7021823,0.11823536363602041,0.013262235495822287,198.2001036573525,269.27,90.39511,113.7623,0.1501548799009922,0.23487810536584167
2025-12-02,357,100.84877,122.33064,272.382822811741,170,357.1400000000018,333.08,0.21945112630511715,0.2531073600401658,211,36,0.49136332861695514,0.9620853080568721,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.5090065002441406,0.8988060355186462,-4.908635916489144e-05,19.0699996579873,32.49,40.028873,59.028996,0.03107153794038495,0.04581996733626639,168.76000320016294,85.97999999999999,54.781998,30.833172,0.16734758595270283,0.09418890174514162,169.30999714185162,214.60999999999999,6.037897,32.468475,0.021032002412029373,0.1130984909587578,0.0,0.0,0.0,0.0,0.0,0.0,38.329999782262995,333.08,44.090454,122.33064,0.043635240840582935,0.2531073600401658,318.81000021773883,0.0,56.758316,0.0,0.1758158854645342,0.0,26.630000577507253,60.849999999999994,4.1619787,4.160643,0.012635610054872454,0.014077681999354606,34.36999734768871,14.99,1.3038373,1.4913356,0.004485194669447085,0.004165180667195301,296.1400020748059,257.24,95.38295,116.678665,0.20233032017852415,0.23486450262241088
2025-12-03,357,212.88599,138.57133,380.456798805277,204,357.14000000000954,349.52000000000004,0.3114493579204813,0.2848189832364535,100,37,0.7863924787013068,0.63,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.5165082216262815,0.8986787796020508,7.364833965912591e-08,75.56999817591901,42.29,151.2613,67.81774,0.11741327081055494,0.052642039195158634,135.33978763536007,85.84,48.12416,33.32549,0.14700925983129867,0.10180241666983596,146.23021418873046,221.39,13.500528,37.428104,0.04702682727862766,0.13037452737145888,0.0,0.0,0.0,0.0,0.0,0.0,159.8097866770909,349.52000000000004,178.78015,138.57133,0.20321035680422664,0.2848189832364535,197.33021332291867,0.0,34.105843,0.0,0.10823900694280678,0.0,59.739572547810866,54.01,60.802025,4.775774,0.07115421778315142,0.01573763178001189,74.72999990669271,31.819999999999997,65.41506,5.590218,0.08516543065180951,0.016073144974082694,222.67042754550596,263.68999999999994,86.6689,128.20534,0.15512972185709156,0.25300820081658093
2025-12-04,357,268.07825,125.45102,404.01034308974346,174,357.1399999999651,321.47999999999996,0.3288523459839208,0.25638996531840186,164,38,0.1808362680963476,0.9024390243902439,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.516337752342224,0.8991885185241699,-0.000131321720685,113.19000160642638,35.419999999999995,215.9639,63.41482,0.1676372544121408,0.04922436897636969,117.61000184575462,58.85000000000001,47.408585,20.831392,0.14482333556275365,0.06363555759751759,126.33999654778407,227.20999999999998,4.7057686,41.20481,0.016391756009026356,0.14353003874451462,0.0,0.0,0.0,0.0,0.0,0.0,104.95999972952809,321.47999999999996,161.69893,125.45102,0.15722897226120597,0.25638996531840186,252.180000270437,0.0,106.37931,0.0,0.17162335813464616,0.0,63.789997987166174,24.28,50.12609,1.8198006,0.042967971629190284,0.0060179511805573144,181.3900018454365,22.91,150.81517,2.7490325,0.19533041200417312,0.008250888962454055,111.96000016736247,274.28999999999996,67.13699,120.88219,0.0905539560609604,0.242121129002729
2025-12-05,357,74.5844,113.72007,223.1745067579023,170,357.1200066385591,295.81000000000006,0.23447080113177482,0.22713371434452684,48,35,3.9710756240969123,0.8333333333333334,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.4711387157440186,0.9026018381118774,5.7465995026512695e-05,0.0,37.559999999999995,0.0,59.01183,0.0,0.04580664249714892,178.06000016866227,55.59999999999999,59.110863,21.561361,0.18057135394383658,0.06586545485523194,179.06000646989682,202.65000000000003,15.47353,33.146885,0.053899447187938244,0.11546161699214595,0.0,0.0,0.0,0.0,0.0,0.0,71.32000054283344,295.81000000000006,17.435822,113.72007,0.0544414730131709,0.2271337143445268,285.8000060957257,0.0,57.14857,0.0,0.18002933311466493,0.0,87.70999985681715,28.76,24.050468,2.1163793,0.0740729810677476,0.007076481428274287,76.90000003754348,19.919999999999998,20.863602,3.291933,0.06427172666818776,0.009396639399337435,192.51000674419845,247.12999999999997,29.67032,108.31175,0.09612609381108503,0.21066059078428895
2025-12-06,357,243.27441,122.18811,419.52404677047315,194,356.9399995148415,374.28999999999996,0.3185527876347316,0.27178049800974685,93,40,0.8204997922188138,0.956989247311828,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.5220571756362915,0.899526059627533,-1.687325713528725e-05,118.3800018949057,34.74000000000001,188.47012,51.066185,0.1462958130639472,0.03963900974774769,118.18999943857321,110.83999999999999,43.507324,36.40215,0.13290579899469138,0.11120099490085691,120.36999818136263,228.70999999999998,11.296991,34.719772,0.03935117557609301,0.12094049336114225,21.599999861694855,0.0,2.6101403,0.0,0.0090919862631846,0.0,35.47999961116875,374.28999999999996,41.323437,122.18811,0.035559799481349186,0.27178049800974685,299.86000004197786,0.0,199.34087,0.0,0.2739010145814078,0.0,30.53999964608853,23.740000000000002,7.4458346,1.6589175,0.023037710520464584,0.005675937437891074,113.85000041630943,28.730000000000004,90.62876,3.3113766,0.11807731982963408,0.008965074986621125,212.54999945244353,321.82,145.19984,117.21782,0.17743776248831672,0.25713948772026096
2025-12-07,357,241.63467,137.44832,353.0833176031144,188,357.14000000000067,394.08000000000004,0.30447728770296234,0.2901064383129157,121,41,1.6660016502877908,0.9586776859504132,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.500883936882019,0.9013800024986268,-5.520980637918149e-05,109.02043181268974,35.36000000000001,191.43665,63.614227,0.14859851108366698,0.04937915030755828,124.05978409365638,116.77000000000001,44.2844,38.412735,0.1352796062642639,0.11734289171935111,124.0597840936546,241.95,5.913639,35.42137,0.020599170355031445,0.12338439628600631,0.0,0.0,0.0,0.0,0.0,0.0,155.7110767736226,394.08000000000004,159.84944,137.44832,0.18613061548155785,0.2901064383129157,201.42892322637803,0.0,81.78524,0.0,0.11834665964221049,0.0,89.01957058287479,50.349999999999994,71.209984,3.3403337,0.07353445578428923,0.011467685550863027,86.87945924294183,26.36,72.25037,4.32102,0.07532571242731517,0.013199815035194282,181.24097017418407,317.37000000000006,98.17433,129.78697,0.1556171092025716,0.2654389396177197
2025-12-08,357,251.33368,116.85583,379.6174443947305,173,357.08967428421766,340.53,0.3047165360444577,0.2466277886209104,157,32,0.31360571029302586,0.9044585987261147,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.5065865516662598,0.9014207124710084,-0.0001047275567334,112.37988926851096,31.610000000000003,204.58919,54.982536,0.15880787252816034,0.04267898888228949,114.5800002689996,73.75000000000001,39.47792,27.01367,0.12059679969304858,0.08252112033551902,130.12978474670717,235.17,7.266566,34.85963,0.02531186382324882,0.12142767940310188,0.0,0.0,0.0,0.0,0.0,0.0,130.02999728481495,340.53,152.9697,116.85583,0.1644359932784684,0.2466277886209104,227.0596769994027,0.0,98.36396,0.0,0.1402805495186312,0.0,93.09999919008527,31.619999999999997,77.78677,2.0491564,0.08313409605081275,0.00705301766524701,103.6098922086953,21.75,80.63532,3.8459184,0.09290672974574198,0.011872510288881102,160.37978288543712,287.15999999999997,92.91157,110.960754,0.1286757184571829,0.22770226012710004
2025-12-09,357,229.96992,128.43353,412.7101206698012,192,356.4698893087468,329.9,0.28085878033966194,0.2627413381689661,155,32,0.5685358642937771,0.7677419354838709,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.4779270887374878,0.903725564479828,2.601532509960216e-06,115.57000095490241,34.12,185.9397,63.498474,0.1443316251793185,0.04928930535900219,119.48999836017882,89.53999999999999,39.30742,29.7249,0.12007597584835929,0.09080337195809639,121.40988999366554,206.23999999999998,4.722828,35.210155,0.016451179311984122,0.12264866085186756,0.0,0.0,0.0,0.0,0.0,0.0,137.85999965128923,329.9,121.92995,128.43353,0.15266240478282408,0.26274133816896617,218.60988965745764,0.0,108.03999,0.0,0.1281963696346871,0.0,56.8399996712955,43.660000000000004,57.886623,4.054016,0.06284944178914414,0.01308336262356712,110.32989137619617,28.439999999999998,76.55151,5.3219366,0.08049639163843872,0.016434131358811555,189.2999982612551,257.8,95.53179,119.05757,0.1375129384918978,0.23322385272823437
2025-12-10,357,209.78024,92.15973,413.54247349840773,147,356.8499961931451,252.56,0.2735475374952897,0.1836830931608156,96,33,0.48702290532055253,0.65625,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.503741979598999,0.9025506973266602,4.218823529648837e-05,118.51999713470488,27.93,162.34283,48.46169,0.12601507628671038,0.03761732666286475,119.21000092612853,53.67999999999999,41.32113,14.348797,0.12622741655929545,0.0438325780020674,119.11999813231171,170.95,6.1162815,29.34925,0.021305044649283823,0.10223318849588343,0.0,0.0,0.0,0.0,0.0,0.0,82.52000009302809,252.56,47.717075,92.15973,0.08706020777269247,0.18368309316081557,274.329996100117,0.0,162.06314,0.0,0.186487334371833,0.0,50.39999996631609,38.12,26.820711,4.8538065,0.038626599074142814,0.015495412281388381,106.95999828269568,16.889999999999997,83.35926,1.7156669,0.08975600234422582,0.005393001464023365,199.4899979441333,197.55000000000004,99.60027,85.59026,0.14516493443655984,0.162794682424295
