Budget,Spend USA,Conv USA,Clicks USA,Spend A,Conv A,Clicks A,Spend B,Conv B,Clicks B
Actual,0.846740219546355,0.8824109836198327,0.8480791730860819,0.10205299848636662,0.04889288755293894,0.07275432874138393,0.05120678196727846,0.06869612882722795,0.07916651270398134
300,0.35536589163652815,0.2645150454604587,0.21901465411942325,0.3238257182107328,0.17565315984721983,0.22517823996665606,0.32080839015273865,0.5598317946923217,0.555807132465822
350,0.3539761532266273,0.2697260741737355,0.2233651679673424,0.3247652338953341,0.17806873421712055,0.2283115229075948,0.3212586128780386,0.5522051916091439,0.5483233600021713
400,0.3480436517715467,0.27251029576772395,0.22584321855814385,0.3278402705728024,0.17701618951896533,0.22713537980717438,0.32411607765565087,0.5504735147133106,0.5470214259657147
450,0.34231551538218086,0.26907259181020915,0.22279259324067244,0.33066870053340824,0.17818355611299336,0.2284265422542285,0.32701578408441095,0.5527438520767974,0.548780852893939
500,0.34190772638978534,0.26698475753513157,0.22089074280835158,0.3305793024802989,0.17970386315242975,0.23019511972896853,0.3275129711299158,0.5533113793124388,0.5489141125848436
550,0.3387943988987384,0.2704835900990216,0.22401125671612726,0.3316796623242415,0.17821034682426998,0.22851225645346884,0.3295259387770199,0.5513060630767083,0.5474764502599665
