Budget,Spend New,Clicks New,Conv New,Spend Existing,Clicks Existing,Conv Existing,Spend Existing searches,Clicks Existing searches,Conv Existing searches
Actual,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
300,0.4604650523153243,0.5238699717595469,0.5184700544891198,0.24987079969562392,0.2708049448700931,0.27585245235963407,0.2896641479890516,0.2053251101061531,0.20567749096802745
350,0.47261102674431277,0.53879202048936,0.5353783345893879,0.2438222597814753,0.2588333843571005,0.2634811050999136,0.283566713474212,0.20237464023773608,0.20114056205141645
400,0.46420362963896644,0.5309737917930317,0.5255725765730224,0.22492214697657312,0.2396590113502566,0.24449097339057793,0.31087422338446036,0.2293672177594087,0.2299364505753842
450,0.4742785717267547,0.5428004523871098,0.5372151830809917,0.22955470406236853,0.2358318763809708,0.2394397450124938,0.2961667242108769,0.22136767249808872,0.22334506935485327
500,0.49139634362737333,0.5613973384561972,0.5565135522008654,0.21769079628977261,0.2215551001657312,0.2253779811271488,0.2909128600828541,0.21704755632391018,0.2181084711159809
550,0.4846646882314528,0.5540546798047958,0.5490177575068089,0.22840105535393107,0.22849083702528863,0.2325010167475711,0.28693425641461595,0.21745447254547667,0.21848123919668214
