Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff
ai class,USA,Broad match,new,2.339999967112496,3.6054319705600015,1.436942991220402,3.6054318,1.754397622732995e-07
ai diploma,USA,Broad match,existing,2.339999967112496,3.5242039503899996,1.4369429888574068,3.5242038,1.73076767140401e-07
ai for business,USA,Broad match,existing,2.339999967112496,3.0763733960800015,1.4369427539520108,3.0763733,5.7380660667405436e-08
ai for engineers,USA,Broad match,existing,2.339999967112496,2.584484403350003,1.4369429995795562,2.584484,3.0300820608175627e-07
ai for executives course,USA,Broad match,existing,2.8799998966653133,2.6493436365900007,1.8455496698198286,2.6493437,-9.242916432228299e-08
ai for product managers,USA,Broad match,existing,2.339999967112496,3.0900845805500023,1.436942962775039,3.0900843,2.662036888700925e-07
ai graphic design course,USA,Broad match,existing,2.339999967112496,3.158802264689999,1.4369428095813563,3.158802,2.322192957926461e-07
ai prompt engineering course,USA,Broad match,existing,2.339999967112496,3.099831793360003,1.4369429088156305,3.0998316,2.122442803731417e-07
ai upskilling programs,USA,Broad match,existing,2.339999967112496,3.3172941258899997,1.4369428208820652,3.317294,2.435200046058128e-07
applied gen ai for digital transformation mit,USA,Exact match,existing,9.860000249270398,10.338948712500002,9.326634750517275,10.338948,4.6268310782693334e-07
applied gen ai for digital transformation mit,USA,Phrase match,existing,9.860000249270398,10.5743584785,9.59744049639856,10.574358,4.920498053451183e-07
artificial intelligence course,USA,Broad match,existing,2.339999967112496,3.605431970560001,1.4369429912204015,3.6054318,1.7543976182921028e-07
artificial intelligence for engineering,USA,Broad match,existing,2.339999967112496,2.5844844033500016,1.4369429995795548,2.584484,3.0300820474948864e-07
artificial intelligence master online,USA,Broad match,existing,2.339999967112496,2.5076686642499997,1.4369429848524167,2.5076685,1.6907177702307763e-07
artificial intelligence short course online,USA,Exact match,existing,9.860000249270398,11.180534430800002,9.326634832678359,11.180533,1.021681349300252e-06
artificial intelligence short course online,USA,Phrase match,existing,9.860000249270398,11.415944196800002,9.597440459350356,11.415943,1.0510480485947937e-06
