Drop %,avg clicks,se clicks,avg conv,se conv,avg purch,se purch,avg cost,se cost,clicks/$,avg kws,se kws,imp clicks,imp conv,imp purch,imp clicks/$
Actual,122.27798303225806,2.7533507291456325,3.4418262690573846,0.07766601559164982,0.036920154401201666,0.001346322268545055,331.8109677419355,10.232678848688424,0.3685170019074211,35.225806451612904,0.7865942340710879,0.0,0.0,0.0,0.0
0,37.041093580184445,2.0505293968723644,1.0166712518860146,0.05628112342005058,0.03351993823353514,0.0018556045302297733,357.09016069495,0.01681424910681002,0.10373036744584904,159.7741935483871,19.709050902524996,-0.6970747091043148,-0.7046128501528199,-0.09209647746098958,-0.7185194525382896
25,40.85206354664218,1.8527290829730227,1.1212713643523304,0.050852071750639105,0.036968633475568814,0.0016766071637873252,357.09016069495,0.016814249106808135,0.11440265804898699,120.90322580645162,14.800708704239904,-0.6659082646475692,-0.674221974992534,0.0013130788631146827,-0.6895593488038654
50,43.831058529884594,1.5102515963723924,1.2030361770237838,0.041452052237065364,0.03966444243578026,0.0013666858663133376,357.09016069495004,0.01681424910680517,0.12274507492612761,80.54838709677419,9.85909750822689,-0.641545784098176,-0.6504657460955285,0.07433035097191452,-0.6669215415006452
75,40.39469811070351,1.5632160757118192,1.1087180147383635,0.04290577467444085,0.03655474599433677,0.0014146155055346043,357.09016069495,0.016814249106809533,0.11312184584444859,41.16129032258065,4.942920814767459,-0.6696486390354752,-0.6778692682120737,-0.009897261070311244,-0.6930349339136676
