Budget,Spend USA,Clicks USA,Conv USA,Purch USA,Spend A,Clicks A,Conv A,Purch A,Spend B,Clicks B,Conv B,Purch B
Actual,0.6565582424505209,0.2921124673209376,0.2848433935854998,0.87549617693943,0.24263815192093435,0.23142897641799876,0.22422262867969825,0.11180072516720094,0.10080360562854483,0.4764585842248455,0.49093397773480163,0.012703097893366766
357,0.9998098426819015,1.0,1.0000000000000002,1.0,0.00013550386553382867,0.0,0.0,0.0,5.4653452564894075e-05,0.0,0.0,0.0
