Budget,Spend Exact match,Clicks Exact match,Conv Exact match,Purch Exact match,Spend Phrase match,Clicks Phrase match,Conv Phrase match,Purch Phrase match,Spend Broad match,Clicks Broad match,Conv Broad match,Purch Broad match
Actual,0.11509759734944305,0.02349810177654449,0.022880301977631173,0.05500766696098656,0.07901409080568611,0.03545637166553092,0.03445644221839233,0.02726174099240543,0.8058883118448709,0.9410455347887736,0.9426632542570582,0.9177305868308456
357,0.10664605923657985,0.0638532704990565,0.06385326925370617,0.06385326925370517,0.16733416428392434,0.11934214446978574,0.11934214202060477,0.11934214202060357,0.7260197764794959,0.8168046015272221,0.8168045870127238,0.8168045870127235
