Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,t_Clicks_OptCost,Bid
academy for systems change,USA,Broad match,existing searches,0.7599999756108389,0.9063256297429996,0.1209284577688175,0.90632564,-8.551220287422723e-09,0.0,8.170119643656411
ai project management certification free,USA,Exact match,existing searches,0.6599999892824959,0.6670328595530001,0.0329917886148897,0.66703296,-9.7524026299034e-08,0.0,26.006470764062062
best problem solving courses,USA,Broad match,existing searches,0.7599999756108687,0.9499896944329996,0.1559340537355202,0.94998956,1.371667641691943e-07,0.0,6.3360115678764855
capm,USA,Broad match,existing searches,0.7599999756108389,0.8760751084430001,0.1559339360339424,0.8760751,1.9465186351652626e-08,0.0,6.336016350405155
cmu software architecture,USA,Broad match,existing,0.6599999892824959,1.3018977547930004,0.0329919959352733,1.3018976,1.0979635733932017e-07,0.0,26.006307340439395
complex problem solving,USA,Broad match,existing searches,0.7599999756108353,1.072935734353,0.1559340101098358,1.0729356,1.531457245462775e-07,0.0,6.336013340503235
course on systems thinking,USA,Phrase match,existing searches,0.5100000103315523,1.0248533103030002,0.2549316498797214,1.0248535,-1.5763828398185353e-07,0.0,2.6006971427197296
course on systems thinking,USA,Broad match,existing searches,0.5100000103315523,1.2117022248030005,0.2549319239378269,1.2117021,1.1641982156085365e-07,0.0,2.600694346906162
cpim certification,USA,Broad match,existing searches,0.7599999756108687,1.95102243628,0.155933549065339,1.9510229,-4.271080618067913e-07,0.0,6.336032074022374
create design system,A,Phrase match,existing searches,1.950000015606524,1.246143618513,0.2998904976137995,1.2461435,1.5823925725300114e-07,0.26883268,8.45308551107567
design patterns certification,A,Broad match,existing searches,0.7599999756108687,1.146705099043,0.0747839888898016,1.146705,6.764804139081093e-08,0.049319744,13.211383652589095
design patterns certification,B,Phrase match,existing searches,11.729999913715773,23.114372777703,22.16226934170981,23.114378,-5.197760867048373e-06,24.094212,0.688061301517151
design patterns certification,B,Broad match,existing searches,15.929999424005954,37.417944426203,36.17584168400787,37.417942,2.3790838596937647e-06,35.95099,0.5724538334753521
design thinking for software development,USA,Broad match,existing searches,1.8999999796514409,1.1463312373829997,0.3245785699559365,1.1463312,4.63200722222723e-08,0.16605842,7.609867693613262
devops course,USA,Broad match,existing searches,0.7599999756108687,1.0670380100629997,0.1559339270017814,1.067038,-4.917161944284487e-08,0.0,6.336016717406485
e learning lms,USA,Exact match,existing searches,0.6599999892824959,0.8337257901200004,0.0329918066033072,0.83372587,-7.953560876572396e-08,0.0,26.00645658432164
e learning lms learnership,USA,Phrase match,existing searches,1.2999999815159802,0.7639072318930001,0.1758294483084054,0.7639072,3.7755426895991206e-08,-0.029488623,9.611586638243379
