Day,Search keyword,Search keyword match type,Campaign,Clicks,Conv. value,Currency code,Cost
2025-06-20,online software architecture training,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,3.04
2025-06-20,software architecture online course,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,3.04
2025-06-20,software development course,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,2.66
2025-06-20,online courses for software engineering,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,2,0.00,USD,5.72
2025-06-21,software architecture certification,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,5.23
2025-06-21,online software architecture training,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,4.48
2025-06-21,software architecture course,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,2,0.00,USD,9.65
2025-06-21,mit software engineering course,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,2,0.00,USD,9.57
2025-06-21,software architecture courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,2,0.00,USD,8.95
2025-06-21,courses for software development,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,5.26
2025-06-21,online courses for software engineering,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,12,0.00,USD,57.41
2025-06-21,courses of software engineering,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,4,0.00,USD,17.82
2025-06-21,software development courses with certificates,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,3,0.00,USD,13.30
2025-06-21,software architecture certificate courses,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,4.93
2025-06-22,software architecture certification,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,5.58
2025-06-22,software architecture certification,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,3,0.00,USD,16.06
2025-06-22,become a software architect,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,3,0.00,USD,15.36
2025-06-22,mit software engineering course,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,5.57
2025-06-22,software architecture course,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,5.68
2025-06-22,software architecture courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,4,0.00,USD,19.80
2025-06-22,software engineer courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,4.94
2025-06-22,software engineer course,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,3,0.00,USD,15.78
2025-06-22,software engineering course,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,4.70
2025-06-22,software development courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,5,0.00,USD,23.64
2025-06-22,software engineering courses,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,4.51
2025-06-22,software developer courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,5,0.00,USD,25.79
2025-06-22,courses for software development,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,5.25
2025-06-22,online courses for software engineering,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,19,0.00,USD,94.54
2025-06-22,course for software developer,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,2,0.00,USD,10.34
2025-06-22,software developers courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,4,0.00,USD,21.86
2025-06-22,engineering software courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,5.71
2025-06-22,courses for software developers,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,6,0.00,USD,32.60
2025-06-22,courses of software engineering,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,5,0.00,USD,25.96
2025-06-22,what certifications should i get for software engineering,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,4.74
2025-06-22,software development courses with certificates,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,9,0.00,USD,45.31
2025-06-22,software development training courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,2,0.00,USD,11.42
2025-06-22,programming and software development courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,17,0.00,USD,90.90
2025-06-22,best software architecture courses,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,4.64
2025-06-23,software architecture certification,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,4.22
2025-06-23,software architecture certification,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,3,0.00,USD,19.74
2025-06-23,become a software architect,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,2,0.00,USD,11.71
2025-06-23,become a software architect,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,2,0.00,USD,13.17
2025-06-23,software architecture course,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,2,0.00,USD,10.66
2025-06-23,mit software engineering course,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,3,0.00,USD,19.32
2025-06-23,software architecture course,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,6.97
2025-06-23,software architecture courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,2,0.00,USD,14.47
2025-06-23,software engineer courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,4,0.00,USD,23.50
2025-06-23,software engineer course,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,2,0.00,USD,14.14
2025-06-23,software engineering course,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,5.51
2025-06-23,software development courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,5.64
2025-06-23,software engineering courses,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,5.54
2025-06-23,software developer courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,19,0.00,USD,114.37
2025-06-23,courses for software development,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,16,0.00,USD,103.65
2025-06-23,courses for software engineer,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,4.50
2025-06-23,online courses software development,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,2,0.00,USD,8.07
2025-06-23,online courses for software engineering,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,3,0.00,USD,22.52
2025-06-23,software engineer certificates,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,3,0.00,USD,16.96
2025-06-23,software engineer certificate programs,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,7.63
2025-06-23,course for software developer,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,8,0.00,USD,43.37
2025-06-23,course for software engineer,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,4.66
2025-06-23,software developers course,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,4,0.00,USD,23.75
2025-06-23,software developers courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,5.49
2025-06-23,engineering software courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,3,0.00,USD,18.04
2025-06-23,courses for software developers,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,8,0.00,USD,48.39
2025-06-23,courses of software engineering,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,3,0.00,USD,15.08
2025-06-23,software development courses with certificates,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,14,0.00,USD,98.50
2025-06-23,software developer training courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,2,0.00,USD,8.83
2025-06-23,software development training courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,7,0.00,USD,42.77
2025-06-23,engineering software development course,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,4.61
2025-06-23,software architecture course mit,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,2,0.00,USD,5.74
2025-06-23,programming and software development courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,32,0.00,USD,186.95
2025-06-23,architecture software courses online,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,2,0.00,USD,13.81
2025-06-24,software architecture certification,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,5.41
2025-06-24,software architecture certification,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,3,0.00,USD,15.10
2025-06-24,become a software architect,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,5.50
2025-06-24,software architecture course,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,2,0.00,USD,9.45
2025-06-24,mit software engineering course,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,7.32
2025-06-24,software quality engineer certification,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,4.78
2025-06-24,software architecture courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,2,0.00,USD,10.11
2025-06-24,software engineering courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,2,0.00,USD,10.50
2025-06-24,software engineer course,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,7.57
2025-06-24,software development courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,19,0.00,USD,101.24
2025-06-24,software development course,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,5.25
2025-06-24,software developer courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,5,0.00,USD,27.42
2025-06-24,courses for software development,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,4.58
2025-06-24,courses for software engineer,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,4.44
2025-06-24,online courses software development,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,21,0.00,USD,126.37
2025-06-24,online software development courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,3.80
2025-06-24,online courses for software engineering,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,7,0.00,USD,36.22
2025-06-24,course for software developer,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,5,0.00,USD,27.55
2025-06-24,best software engineering certifications,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,7.43
2025-06-24,software developers courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,2,0.00,USD,11.68
2025-06-24,engineering software courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,13,1500.00,USD,74.40
2025-06-24,courses for software developers,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,5.75
2025-06-24,what certifications should i get for software engineering,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,3,0.00,USD,17.49
2025-06-24,software development courses with certificates,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,3,0.00,USD,17.88
2025-06-24,software developer training courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,4,0.00,USD,23.73
2025-06-24,software development training courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,18,0.00,USD,104.25
2025-06-24,programming and software development courses,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,29,0.00,USD,169.68
2025-06-24,best software architecture courses,Exact,Market Test - Software Architecture - Search - Lead Gen - USA #2,1,0.00,USD,4.78
2025-06-24,best software development courses online,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,7,0.00,USD,40.34
2025-06-24,architecture software courses online,Phrase,Market Test - Software Architecture - Search - Lead Gen - USA #2,7,0.00,USD,42.33
