Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,Bid,t_Clicks_OptCost
360 learning,USA,Broad match,existing searches,0.9599999986015544,0.8913232247999996,0.5535512130431026,0.8913232,1.5991100665857516e-08,2.254533941532243,0.06460464
4 week certificate programs online,USA,Broad match,existing searches,0.9599999986015544,1.0343153072,0.5535511267781708,1.0343153,-4.0471508810924206e-08,2.2545342928768752,0.0
alison courses,USA,Broad match,existing searches,0.9599999986015542,1.0693981759915177,0.5535513275036636,1.069398,1.3045166169511901e-07,2.254533475351047,0.06460482
asana workflow specialist certification,A,Broad match,existing searches,8.910000143987265,8.494596860093004,7.536246857327349,8.4945965,3.787697622215092e-07,1.5369719711239973,2.7620034
becoming an entrepreneur mit,USA,Broad match,existing searches,0.9599999986015544,1.162569459673,0.3526951038800008,1.1625698,-3.016032450453565e-07,3.5384670341401563,0.011857629
business courses online free,USA,Exact match,existing searches,0.9599999986015544,0.8540300255700002,0.3325539356156239,0.8540302,-1.663283457631337e-07,3.752774706670432,0.0
business courses online free,USA,Phrase match,existing searches,0.9599999986015544,0.8909191017700001,0.3325539355827137,0.8909193,-2.25965900768621e-07,3.752774707041814,0.0
business development courses,USA,Exact match,existing searches,0.9599999986015544,1.0383313152400009,0.3325537893382064,1.0383316,-3.126057632751867e-07,3.7527763573693873,0.06460482
business development courses,USA,Phrase match,existing searches,0.9599999986015542,1.0352448372000005,0.3325538186186101,1.0352451,-2.237207148425569e-07,3.752776026948261,0.06460482
business development courses,USA,Broad match,existing searches,0.9599999986015544,1.2499631250200005,0.352695187359783,1.2499632,-3.9309528521158654e-08,3.5384661966167994,0.06460464
business management short course,USA,Exact match,existing,0.959999998601554,0.8945788939000009,0.3325538237095712,0.8945791,-2.1862975374542525e-07,3.752775969498202,0.06460482
business management short course,USA,Phrase match,existing,0.9599999986015542,0.9482934570200008,0.3325538134462399,0.94829375,-2.8849772981676125e-07,3.752776085317001,0.06460482
business management short course,USA,Broad match,existing,0.9599999986015544,1.2234907259200007,0.352695177957812,1.2234907,1.0893145274692984e-08,3.5384662909434543,0.06460482
business systems analyst courses,USA,Exact match,existing searches,0.9599999986015544,0.9580314278500004,0.3325539350407047,0.9580316,-1.6690326498647328e-07,3.752774713158229,0.011857629
business systems analyst courses,USA,Phrase match,existing searches,0.9599999986015544,1.0117459909700004,0.3325539247773734,1.0117463,-2.963758858332e-07,3.752774828976949,0.011857629
business systems analyst courses,USA,Broad match,existing searches,0.9599999986015542,1.3111006093900002,0.3526951147000587,1.3111007,-1.1196925275847037e-07,3.538466925586289,0.011857629
business systems course,USA,Exact match,existing,0.9599999986015544,1.0021642414530008,0.3325539199312417,1.0021644,-1.224080832251673e-07,3.752774883664144,0.011857629
business systems course,USA,Phrase match,existing,0.9599999986015544,1.0558788045730003,0.3325539096679102,1.055879,-1.92276059518548e-07,3.752774999482877,0.011857629
business systems course,USA,Broad match,existing,0.9599999986015542,1.394602702563,0.3526951536585812,1.3946028,-7.301073035037575e-08,3.538466534729081,0.01185751
certificate course on business management,USA,Broad match,existing,0.9599999986014718,0.9497153363530004,0.5163099966351353,0.9497154,-3.954726823796052e-08,2.417152498141242,0.06460482
certificate for project,USA,Broad match,existing searches,0.9599999986015544,0.7929512719700004,0.4924293021747733,0.7929512,4.5735564335736e-08,2.5343739551450977,0.06460482
certificate program in construction management,USA,Broad match,existing searches,0.9599999986015544,0.8696690089099999,0.517698336302578,0.8696691,-7.08705787388908e-08,2.4106702893721588,0.06460482
certificate programs online,USA,Broad match,existing searches,0.9599999986015544,0.98919931337,0.5535512892878163,0.98919934,-2.697347523117344e-08,2.254533630998607,0.011857629
class central certificate,USA,Broad match,existing searches,0.9599999986015544,0.7688842929700004,0.553551308045684,0.76888424,5.1389037247773224e-08,2.254533554600551,0.01185751
class central certificates,USA,Broad match,existing searches,0.9599999986015542,0.7077622871700003,0.4924293022456839,0.70776224,4.5806474946452624e-08,2.5343739547801434,0.01185751
class central certificates,A,Broad match,existing searches,8.910000143987261,8.043317648270001,7.699722143509259,8.043317,8.071445130042321e-07,1.504340023093914,2.6092138
coding certificate free,USA,Broad match,existing searches,0.9599999986014718,0.971376594943,0.5535512537183296,0.9713767,-1.221476066959326e-07,2.2545337758677517,0.064605
coding certificate free,A,Broad match,existing searches,8.910000143987258,8.388578484343,7.842490563677259,8.388577,1.0231003244598469e-06,1.476954303372766,1.6553867
coding course,USA,Broad match,existing searches,0.9599999986015532,1.12826459392,0.5535510657637195,1.1282648,-1.908929272431692e-07,2.254534541380003,0.06460476
coding courses,USA,Broad match,existing searches,0.9599999986015544,1.1858400057199998,0.5535512517336412,1.18584,-4.923005558765681e-09,2.254533783951293,0.06460476
cognitive class ibm,USA,Broad match,existing searches,0.9599999986015542,0.96350199652,0.5535511739282185,0.96350217,-1.7213539538207814e-07,2.254534100841514,0.01185751
company secretary training,USA,Broad match,existing searches,0.9599999986015542,0.998212217073,0.5535511362357501,0.99821246,-2.396301861384842e-07,2.254534254357512,0.06460482
complex problem solving,USA,Broad match,existing searches,0.9599999986015544,0.9900149863080004,0.5535512726620653,0.9900151,-1.0320387100470897e-07,2.254533698712867,0.06460476
construction management certificate,USA,Broad match,existing searches,0.9599999986015542,0.8104918244400005,0.5176984313049297,0.81049174,8.373641768866238e-08,2.410669846992324,0.06460482
courses in riyadh,USA,Broad match,existing searches,0.9599999986014752,1.1173576944730002,0.553551041450234,1.117358,-2.748110574657403e-07,2.2545346404051827,0.06460482
courses on program management,USA,Broad match,existing searches,0.9599999986015544,1.27879373692,0.5535510625692615,1.2787939,-1.9408738527459946e-07,2.254534554390578,0.01185751
cpim certification,A,Broad match,existing searches,8.910000143987261,8.554951460173001,7.703229338934292,8.554952,-2.076126435213155e-07,1.50365511365989,3.0485947
data architecture training,USA,Broad match,existing searches,0.9599999986015544,0.9657105273,0.5535512036076783,0.9657106,-5.3048968440272404e-08,2.2545339799613613,0.0
define system,USA,Broad match,existing searches,0.9599999986015544,1.1013555829730002,0.553551048537728,1.1013558,-2.0811891876526545e-07,2.2545346115390146,0.01185751
define training,USA,Broad match,existing searches,0.9599999986015544,0.98630318534,0.5176982630453834,0.9863034,-2.0373241815807575e-07,2.4106706304954635,0.06460482
design patterns certification,A,Broad match,existing searches,8.91000014398726,8.670470561493001,7.5903502364045,8.67047,3.237610677331304e-07,1.526016563982722,3.0418735
digitaldefynd,USA,Broad match,existing searches,0.9599999986015544,0.8165868688000003,0.553551154173688,0.8165869,-4.287831389948593e-08,2.2545341812988706,0.0646047
dit course,USA,Broad match,existing searches,0.9599999986014752,1.0137922296930004,0.5535511503625561,1.0137924,-1.65898735415837e-07,2.254534196820877,0.0
document control training,USA,Broad match,existing searches,0.9599999986015544,0.92368727444,0.5176982831794715,0.92368734,-6.43890404328218e-08,2.410670536740749,0.0
edx certificate,USA,Broad match,existing searches,0.9599999986015544,0.7925788975100002,0.4924292183260402,0.79257894,-3.811316873214565e-08,2.5343743866874138,0.0
embedded systems certificate,USA,Broad match,existing searches,0.9599999986014718,0.8740487600529999,0.4924292470181793,0.8740487,5.0183615152299417e-08,2.534374239018017,0.06460476
embedded systems certificate,A,Broad match,existing searches,8.91000014398725,8.495914373253001,7.986032340381755,8.4959135,8.676988016986797e-07,1.45040737295959,2.585875
formation gestion de projet gratuite,USA,Broad match,existing searches,0.9599999986015542,0.9185768300730002,0.5535511309343588,0.918577,-1.853269326890228e-07,2.254534275949317,0.01185751
free business courses with certificate,USA,Exact match,existing searches,0.9599999986015542,1.014767907570001,0.3638614043694697,1.0147678,1.415711603502956e-07,3.429877374174,0.011857629
free business courses with certificate,USA,Phrase match,existing searches,0.9599999986015542,1.0516569837700005,0.3638613447319143,1.051657,2.232896023635078e-08,3.4298779363373204,0.011857629
free business courses with certificate,USA,Broad match,existing searches,0.9599999986015544,1.08885386667,0.7342192240689869,1.0888538,3.061042974650263e-08,1.6997648076628942,0.011857629
free online course on supply chain management,USA,Broad match,existing searches,0.9599999986015544,1.0542947471730002,0.3526952088467368,1.0542948,-7.742721952475051e-08,3.538465981045797,0.0
freecodecamp full stack certification,B,Broad match,existing searches,25.189999031339205,67.78975779763002,65.99083394757051,67.78975,8.65212220446665e-06,0.4962355645748976,16.340977
gestion de proyectos,USA,Broad match,existing searches,0.9599999986015544,6.01592110618,0.4924282930696488,6.0159216,-4.865324019220907e-07,2.5343791486926284,0.064605
google career certificate program,USA,Broad match,existing searches,0.9599999986015542,1.1299183093000005,0.5535511098790715,1.1299185,-1.467775752050926e-07,2.2545343617044824,0.011857629
google career certificate program,A,Broad match,existing searches,0.7499999942740648,1.2155176399000005,0.5108879206426455,1.2155179,-2.3863240938837293e-07,1.9084420538458464,0.01185751
google certificate courses,USA,Broad match,existing searches,0.9599999986015542,0.85407327777,0.5535513079747729,0.8540732,5.131812619296738e-08,2.254533554889361,0.01185751
google coursera free courses,USA,Broad match,existing searches,0.9599999986015544,0.79736721732,0.5535511098084797,0.7973673,-5.7441199907692926e-08,2.2545343619919938,0.011857629
google management certificate,USA,Broad match,existing searches,0.9599999986015542,0.9099247512900004,0.5163099227034219,0.9099249,-1.7308362643131408e-07,2.4171528442595807,0.06460482
google management project certificate,USA,Broad match,existing searches,0.9599999986015544,0.934135323733,0.5163099825083295,0.93413544,-1.132787188495854e-07,2.417152564277385,0.06460482
google product manager certificate,USA,Broad match,existing searches,0.9599999986015542,0.9201721156900003,0.5163099373643474,0.9201722,-9.881805618228157e-08,2.417152775623099,0.06460482
google project certificate,USA,Broad match,existing searches,0.9599999986015542,0.9713765949430008,0.5535512537183302,0.9713767,-1.221476060297988e-07,2.2545337758679422,0.06460482
google project management certificate,USA,Broad match,existing searches,0.9599999986015542,0.82003778076,0.5163099751455286,0.8200378,-1.432230223308295e-09,2.417152598747013,0.06460482
google project management certificate coursera,USA,Broad match,existing searches,0.9599999986015542,0.8349029677800005,0.5163100021771257,0.834903,-3.4005277815829515e-08,2.417152472196114,0.06460482
google project manager certificate,USA,Broad match,existing searches,0.9599999986015542,0.8180774808600001,0.5163100124075465,0.8180775,-2.3774857083047607e-08,2.417152424301465,0.06460482
government training portal,USA,Broad match,existing searches,0.9599999986015516,0.994000039793,0.5535511595973823,0.99400014,-9.705926440339853e-08,2.254534159208938,0.011857629
grow google certificate,USA,Broad match,existing searches,0.9599999986015542,0.8040646363000009,0.5535513210991952,0.8040646,6.444254851967203e-08,2.254533501435509,0.011857629
grow google certificate,A,Broad match,existing searches,8.910000143987261,8.278066118200002,7.899290223558125,8.278065,1.3904167985856477e-06,1.4663342983195318,2.5331283
grow with google courses,USA,Exact match,existing searches,0.9599999986015544,0.9356531217430004,0.3638611748550305,0.9356533,-2.0715256832115614e-07,3.42987953765402,0.011857629
grow with google courses,USA,Phrase match,existing searches,0.9599999986015544,0.9325666437030004,0.3638612041354345,0.9325668,-1.778721643308501e-07,3.429879261646968,0.011857629
grow with google courses,USA,Broad match,existing searches,0.9599999986015544,1.1866542110930005,0.7342190454493085,1.1866542,1.002363303470588e-09,1.699765221179058,0.011857748
harvard short courses,USA,Broad match,existing searches,0.9599999986015544,0.8781363894630002,0.5163097908187436,0.8781365,-1.261543703945378e-07,2.417153461690106,0.06460482
how to learn deductive reasoning,USA,Broad match,existing searches,0.9599999986015544,0.8770303988430003,0.4924294018718699,0.8770303,8.582801613865598e-08,2.534373442036571,0.06460476
how to solve algorithm problems,USA,Broad match,existing,0.9599999986015544,0.9161357992780004,0.5535512679707798,0.91613585,-4.829051170052168e-08,2.2545337178197893,0.06460476
how to solve any programming problem,USA,Broad match,existing searches,0.9599999986015544,1.001324784078,0.5535512678998689,1.0013249,-1.0796606741969585e-07,2.2545337181086,0.064605
infosys springboard courses,USA,Broad match,existing searches,0.9599999986015516,1.0584388142930004,0.553551054607484,1.058439,-2.0204916273414145e-07,2.254534586817756,0.0
invensis learning,USA,Broad match,existing searches,0.9599999986015544,0.7990139361000003,0.5535511906719149,0.799014,-3.61824094019525e-08,2.2545340326468555,0.0
it free courses with certificate,A,Broad match,existing searches,8.910000143987261,8.496719737263001,7.540133376331605,8.496718,1.3305857553547185e-06,1.5361797476344847,2.8561683
