Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,Bid,t_Clicks_OptCost
business process simulation,A,Broad match,existing searches,0.7600000062181287,0.9914790875700004,0.208368886211205,0.99147916,-7.083148900743907e-08,4.741590868236055,0.01185751
certificate courses,USA,Phrase match,existing searches,0.430000012412565,0.6922085398400002,0.0335080736839943,0.6922086,-4.828332134110269e-08,16.682547060392505,0.0
certificate in design thinking,USA,Phrase match,existing searches,0.760000006218128,0.5696578002199999,0.163098869346129,0.5696577,1.1684750234053356e-07,6.05767539679769,0.06460482
certificate in design thinking,USA,Broad match,existing searches,0.989999982506974,0.7653198230199998,0.2553890335493272,0.7653198,-1.198750210207322e-09,5.0393705609543655,0.06460512
company secretary training,USA,Broad match,existing searches,0.430000012412565,0.7223959974299999,0.0335082224856945,0.7223959,1.0051837884272885e-07,16.682472977341178,0.0
create design system,USA,Exact match,existing searches,0.989999982506974,0.8453789423499997,0.2553889821563656,0.845379,-5.259171176330568e-08,5.03937157504736,0.011857629
create design system,USA,Phrase match,existing searches,0.9899999825069724,0.8990841177600001,0.2553890017169092,0.89908415,-3.30311681340234e-08,5.039371189075964,0.011857629
create design system,A,Exact match,existing searches,0.7600000062181287,1.4564044216499998,0.2083688715325071,1.4564046,-1.4511483170664976e-07,4.741591202260899,0.01185751
create design system,A,Broad match,existing searches,0.7600000062181287,1.61348148686,0.2083689819008936,1.6134815,-3.4746445276567783e-08,4.741588690746156,0.01185751
create project plan,USA,Phrase match,existing searches,0.989999982506968,0.6142437539500003,0.2553888640803103,0.61424375,8.146167296274598e-09,5.039373904941857,0.06460482
creative problem solving examples,USA,Exact match,existing searches,0.989999982506974,0.6515022855399996,0.255388919651404,0.65150225,3.391493852422656e-08,5.039372808404419,0.06460476
creative problem solving examples,USA,Phrase match,existing searches,0.989999982506974,0.7052074609499999,0.2553889392119475,0.7052074,5.347548204248653e-08,5.039372422432844,0.06460476
creative problem solving examples,USA,Broad match,existing searches,0.9899999825069744,0.8842121222500001,0.2553890207294618,0.8842122,-7.36232603770759e-08,5.039370813917679,0.06460476
design management courses,USA,Exact match,existing searches,0.989999982506974,0.57593130482,0.2553889097051013,0.57593125,5.3770958241550224e-08,5.039373004666376,0.06460479
design patterns certification,USA,Exact match,existing searches,0.989999982506974,0.4145028033399992,0.2553889342689924,0.41450274,6.343368819106132e-08,5.039372519967968,0.06460482
design patterns certification,USA,Broad match,existing searches,0.989999982506974,0.6401021039499999,0.2553890502466918,0.6401021,1.5498614391873392e-08,5.039370231479756,0.06460476
design patterns certification,B,Phrase match,existing searches,25.459998939218,73.579298337612,71.74566288820252,73.57929,6.040248720751151e-06,0.4613240339357971,34.139233
design patterns certification,B,Broad match,existing searches,20.660000597343952,57.808866827250014,55.79622658944179,57.808865,2.2337441549780124e-06,0.4813587301193845,11.776468
design thinking coach certification,USA,Phrase match,existing searches,0.989999982506974,0.6722361203000004,0.2553888912960941,0.6722361,3.5361951034040835e-08,5.039373367915746,0.011857629
design thinking course,USA,Exact match,existing,0.989999982506974,0.7750643003199998,0.2553889858935777,0.77506423,7.035478988282051e-08,5.039371501304162,0.011857629
design thinking course,USA,Broad match,existing,0.989999982506974,0.9826575834300004,0.255389006807991,0.98265755,3.1664558419741695e-08,5.039371088618043,0.01185751
design thinking course,A,Broad match,existing,20.66000059734396,15.05795033893,13.598228654474129,15.057951,-6.345807417318383e-07,1.9751102484741827,4.8151283
dit course,USA,Exact match,existing searches,0.430000012412565,0.6833420359699999,0.0335081779568467,0.683342,5.5989531122513376e-08,16.68249514659494,0.0
e learning lms,A,Exact match,existing searches,0.6599999887014102,0.5619993117100005,0.0787781980282072,0.56199944,-1.2848317576530377e-07,10.891338045135525,0.06460476
e learning lms,A,Phrase match,existing searches,0.989999982506974,0.8387058188200001,0.1973359991788867,0.83870596,-1.3811588250867146e-07,6.521871237960948,0.06460464
energy systems modeling principles and applications,USA,Exact match,existing searches,0.989999982506974,1.01173667661,0.2553889011507104,1.0117369,-1.9320201172234882e-07,5.039373173462931,0.06460482
energy systems modeling principles and applications,A,Phrase match,existing searches,0.7600000062181287,0.99910356961,0.2083690401147608,0.99910367,-9.574186754512937e-08,4.74158736604737,0.06460476
energy systems modeling principles and applications,A,Broad match,existing searches,0.7600000062181287,1.28345682541,0.2083689204798853,1.2834569,-9.616745355600645e-08,4.741590088426565,0.06460482
free product design courses with certificates,USA,Exact match,existing searches,0.760000006218128,0.38537423069,0.1630987798643087,0.38537425,-1.7337801527794742e-08,6.057678720254932,0.06460482
free product design courses with certificates,USA,Broad match,existing searches,0.760000006218128,0.6180840673999998,0.1630988362388822,0.61808395,1.135425778953092e-07,6.057676626438312,0.06460482
free ux design course with certificate,USA,Exact match,existing searches,0.9899999825069724,0.4125697213699996,0.2553889203360259,0.41256973,-1.0103923142601444e-08,5.039372794895348,0.06460479
freecodecamp courses with certificate,USA,Exact match,existing searches,0.989999982506974,0.4253056518999996,0.2553889028994502,0.4253057,-4.2441659964254086e-08,5.039373138956528,0.011857629
freecodecamp courses with certificate,A,Phrase match,existing searches,0.7600000062181287,1.2474254895100003,0.2083690691837674,1.2474254,5.2536428540861386e-08,4.741586704561311,0.01185751
freecodecamp courses with certificate,A,Broad match,existing searches,0.7600000062181287,1.6796434709100003,0.2083690949944729,1.6796434,7.834713411369877e-08,4.741586117220381,0.01185751
freecodecamp full stack certification,A,Broad match,existing searches,0.7600000062181287,1.4610410674000005,0.2083691103840093,1.461041,9.373667042567037e-08,4.741585767020622,0.01185751
freecodecamp full stack certification,B,Exact match,existing searches,0.7600000062181287,1.4945903932799995,0.2578343069305122,1.4945904,-8.369475557046258e-09,3.831918334862393,0.06237054
futures thinking certification,USA,Phrase match,existing searches,0.7600000062181285,0.7482973236500002,0.1630988020359255,0.7482973,4.953729881851388e-08,6.057677896775367,0.011857629
government training portal,USA,Exact match,existing searches,0.430000012412565,0.6946464370899998,0.0335081409626805,0.6946464,1.8995364836627004e-08,16.68251356465635,0.0
how to learn dsge models,USA,Exact match,existing searches,0.989999982506974,0.5140959736900002,0.2553888973788887,0.51409596,1.1642423247693046e-08,5.039373247889099,0.011857629
