Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,Bid,t_Clicks_OptCost
ace mit sloan,USA,Broad match,existing searches,1.1000000059769948,1.0540790596300007,0.343972627192104,1.0540792,-1.1536542166012965e-07,4.15730757253384,0.064605
advanced modeling,USA,Broad match,existing searches,1.1000000059766648,1.2560926791400004,0.34397281372252,1.2560925,1.307696391172897e-07,4.157305318097707,0.06460476
agile project,USA,Broad match,existing searches,1.1000000059769948,1.2261967847900008,0.3439725826339339,1.2261968,1.8890342623478773e-08,4.157308111071001,0.0
apics certification,USA,Broad match,existing searches,1.1000000059769948,1.058072896350001,0.3439725354796397,1.0580729,-2.826395162358608e-08,4.157308680985484,0.0
application for leadership development program,USA,Broad match,existing searches,1.1000000059769948,1.2369581823300002,0.3439726595829604,1.2369581,3.623472433211816e-08,4.157307181052863,0.011857629
automation course,USA,Broad match,existing searches,1.1000000059769948,1.1915844982200006,0.3439724748664239,1.1915846,-8.887716740346718e-08,4.157309413566915,0.06460464
best certifications for it directors,USA,Broad match,existing searches,1.1000000059769948,1.0100406229200007,0.3439726054372432,1.0100408,-1.3712028246182228e-07,4.157307835466544,0.0
best critical thinking courses,USA,Broad match,existing,1.100000005976995,1.1183970843600006,0.3439725910471649,1.118397,8.690821839962838e-08,4.157308009387338,0.011857629
bms system training,USA,Broad match,existing searches,1.1000000059769943,1.3437273087000003,0.3439727010225406,1.3437274,-4.15349850069191e-08,4.157306680207697,0.01185751
certification mit,USA,Broad match,existing searches,1.100000005976995,1.0208373749620008,0.3439725721246289,1.0208375,-1.7043289668450257e-07,4.15730823808816,0.06460476
chicago booth leadership program,USA,Broad match,existing,1.1000000059769948,1.2964211775500007,0.3439727498728462,1.2964212,7.315320571521511e-09,4.157306089795515,0.06460512
class central,USA,Broad match,existing searches,1.1000000059769948,1.0465114627200007,0.3439725551920771,1.0465115,-6.815615893884798e-08,4.157308442737734,0.01185751
cm punjab it certification program 2025,USA,Broad match,existing searches,1.1000000059769952,1.1157223439700006,0.3439725494868157,1.1157224,-7.386142031329258e-08,4.157308511692457,0.1852178
computer science certificate programs,USA,Broad match,existing searches,1.1000000059769948,1.0703304186820004,0.3926986828803036,1.0703305,-8.192072176171905e-08,3.641468815941927,0.011857629
computer technology course,USA,Broad match,existing searches,1.100000005976995,1.3212855763200009,0.3439727134469232,1.3212856,-2.9110602373094707e-08,4.157306530044716,0.06460482
course on systems thinking,USA,Broad match,existing searches,0.5099999953994042,1.222010834160001,0.2061059307481356,1.2220106,2.216722079229072e-07,3.216792411613914,0.0
create design system,USA,Broad match,existing searches,1.1000000059769948,1.2392736737700003,0.3439726297827263,1.2392737,6.4344902739321705e-09,4.157307541223169,0.01185751
critical thinking 101,USA,Broad match,existing searches,1.1000000059769948,1.1183970843600006,0.3439725910471649,1.118397,8.690821839962838e-08,4.157308009387336,0.011857629
critical thinking and problem solving course,USA,Broad match,existing searches,1.1000000059767097,1.3338476143400009,0.3439728341619308,1.3338475,9.160440517241852e-08,4.157305071064208,0.06460464
critical thinking certificate,USA,Broad match,existing searches,1.1000000059768231,1.1983772704400009,0.3439725229538863,1.1983773,1.881493982835991e-08,4.1573088323731575,0.06460482
critical thinking certification,USA,Broad match,existing,1.1000000059769948,1.096567362740001,0.3439725341343491,1.0965674,-2.9609242169215122e-08,4.157308697244887,0.011857629
critical thinking class,USA,Broad match,existing,1.1000000059769948,1.1546096134400008,0.3439725566124556,1.1546096,5.24735090934314e-08,4.157308425570808,0.011857629
critical thinking course,USA,Broad match,existing searches,1.1000000059769948,1.2157795534600002,0.3439725146759731,1.2157795,1.0537026584600541e-08,4.157308932422037,0.011857629
critical thinking course free,USA,Broad match,existing searches,1.1000000059769948,1.2401613679600003,0.343972751207376,1.2401613,6.82544951668973e-08,4.157306073666189,0.011857629
critical thinking courses,USA,Broad match,existing searches,1.1000000059769948,1.1383514602600002,0.343972583573904,1.1383514,1.9830312725233057e-08,4.15730809971037,0.011857629
critical thinking courses free,USA,Broad match,existing searches,1.1000000059769948,1.1383514602600002,0.343972583573904,1.1383514,1.9830312725233057e-08,4.15730809971037,0.011857629
critical thinking exercises with answers pdf,USA,Broad match,existing searches,1.1000000059769948,1.2167314038300006,0.3439726576828448,1.2167313,9.393925348710752e-08,4.157307204017957,0.01185751
critical thinking short course,USA,Broad match,existing,1.1000000059769948,1.1425661028100007,0.3439725816918366,1.1425661,1.7948245334409307e-08,4.15730812245734,0.011857629
critical thinking training,USA,Broad match,existing searches,1.1000000059769948,1.1183970843600006,0.3439725910471649,1.118397,8.690821839962838e-08,4.157308009387336,0.011857629
critical thinking vs systems thinking,USA,Broad match,existing searches,1.1000000059769948,1.4344965854700005,0.3439728656824028,1.4344965,6.35202324072992e-08,4.157304690104368,0.01185751
cs50,USA,Broad match,existing searches,1.1000000059769948,1.083542628230001,0.3439725469960226,1.0835428,-1.955615029913816e-07,4.1573085417965885,0.0
cs50 edx,USA,Broad match,existing searches,1.1000000059769948,1.0299577992300006,0.3439725320676776,1.029958,-2.104898479959872e-07,4.15730872222302,0.0
curso arquitectura de software,USA,Broad match,existing searches,1.1000000059769948,1.0789257094100004,0.3439726039603239,1.0789257,-1.9387912164603452e-08,4.157307853316826,0.038168788
design patterns certification,USA,Broad match,existing searches,1.1000000059769948,1.2023355035200003,0.3439725307836418,1.2023356,-9.256459421180808e-08,4.157308737742087,0.18521774
design patterns certification,A,Phrase match,existing searches,20.68000048932285,17.10549637789,16.223176331465133,17.1055,-2.889688126117562e-06,1.657135451580941,6.7484417
design patterns certification,A,Broad match,existing searches,20.680000489322868,17.25166299024,16.190191051153086,17.251665,-2.1251164454838545e-06,1.6605116364087018,6.6936846
design patterns certification,B,Phrase match,existing searches,25.48999911114045,66.91898501449,65.94311774306667,66.91898,1.555017348664478e-06,0.502508828496612,34.139233
design patterns certification,B,Broad match,existing searches,25.48999911114049,67.06515162684,65.91013234354533,67.06515,4.226937662110686e-06,0.5027603141769111,33.89155
design system,USA,Broad match,existing searches,1.1000000059769948,1.1680438117700005,0.3439727024751089,1.1680437,7.912687283173625e-08,4.157306662651735,0.064605
design thinking coach certification,USA,Broad match,existing searches,1.1000000059769948,1.1104320238700005,0.343972558843145,1.110432,-4.900446270994507e-09,4.157308398610332,0.011857629
design thinking course,USA,Broad match,existing,1.1000000059769948,1.1067895524700004,0.3439726464946586,1.1067895,8.275106733179882e-08,4.157307339240125,0.01185751
e learning lms,USA,Phrase match,existing searches,0.5099999953994039,0.9952232830840008,0.2361634962874309,0.99522316,1.1852559012037744e-07,2.807377111373292,0.0
e learning lms,USA,Broad match,existing searches,0.6399999997915674,1.2263335301720009,0.3548009707771644,1.2263334,1.504265174645525e-07,2.344976672151165,0.0
e learning lms learnership,USA,Phrase match,existing searches,0.5099999953994039,1.1212092450320006,0.2361634782015562,1.1212091,1.0043971543360897e-07,2.8073773263678845,0.0
e learning lms learnership,USA,Broad match,existing searches,0.6399999997916495,1.3523194921200006,0.3548010122959344,1.3523192,2.5154993221754296e-07,2.344976397742589,0.0
e learning lms learnerships,USA,Phrase match,existing searches,0.5099999953994019,1.0253943548620017,0.2361634121358662,1.0253943,3.437402540384937e-08,2.807378111719502,0.0
e learning lms learnerships,USA,Broad match,existing searches,0.6399999997915815,1.2565046019500017,0.3548008270209548,1.2565044,1.8548424218778337e-07,2.3449776222757155,0.0
e lms,USA,Phrase match,existing searches,0.5099999953994029,0.9107206439820006,0.2361633157578184,0.91072065,-2.3993775855046806e-09,2.807379257408121,0.0
e lms,USA,Broad match,existing searches,0.6399999997916477,1.1418308910700006,0.3107460436197442,1.1418308,8.91061944230387e-08,2.677427490427679,0.0
edx,USA,Broad match,existing searches,1.1000000059769948,0.973143397030001,0.3439726812211325,0.97314346,-6.133639307570604e-08,4.157306919530559,0.0
edx cs50 introduction to computer science,USA,Broad match,existing searches,1.1000000059769948,1.1775456411700005,0.3439725978235954,1.1775457,-2.5524640623331152e-08,4.157307927486309,0.01185751
edx cs50x,USA,Broad match,existing searches,1.1000000059769948,0.9151011463300008,0.3439725991383808,0.9151013,-1.434191447824418e-07,4.157307911595603,0.0
edx mitx,USA,Broad match,existing searches,1.100000005976995,0.973143397030001,0.3439726812211325,0.97314346,-6.133639307570604e-08,4.157306919530559,0.0
energy systems modeling principles and applications,USA,Broad match,existing searches,1.1000000059769952,1.35013767347,0.3439726458515919,1.3501377,-3.710128892997489e-08,4.157307347012332,0.06460482
executive coaching certification,USA,Broad match,existing,1.100000005976994,1.0784443373000008,0.3439724797522407,1.0784445,-1.435959953166588e-07,4.157309354516107,0.06460482
formation gestion de projet gratuite,USA,Exact match,existing searches,1.1000000059769934,1.0919965245800003,0.3638291099147783,1.0919966,-2.5979997042568925e-08,3.930416695093607,0.011857629
free it fundamentals course,USA,Broad match,existing searches,1.1000000059769943,1.1382885438600003,0.3439725500741422,1.1382885,4.59351956472176e-08,4.15730850459393,0.050026536
freecodecamp full stack certification,A,Broad match,existing searches,0.5099999953993126,1.0197026509100005,0.0822867530637785,1.0197024,2.163702055302253e-07,8.057189879703127,0.0
how to become technical program manager,USA,Broad match,existing searches,1.1000000059769948,1.1796564365000008,0.3439726734728097,1.1796564,5.0124573602872153e-08,4.157307013177986,0.011857629
how to design a system software,USA,Broad match,existing searches,1.1000000059769952,1.3187641589600003,0.3439726917702117,1.3187641,6.842197564083109e-08,4.157306792032764,0.01185751
how to improve critical thinking,USA,Broad match,existing searches,1.1000000059769948,1.2174859451000002,0.343972604149988,1.2174859,4.04063966730206e-08,4.157307851024517,0.01185751
how to increase critical thinking,USA,Broad match,existing searches,1.1000000059769948,1.2541355424700005,0.3439726763544302,1.2541355,5.300619410064655e-08,4.157306978350275,0.01185751
industrial engineering crash course,USA,Broad match,existing searches,1.1000000059769923,1.1747664408000007,0.343972523620893,1.1747664,1.9481946500476965e-08,4.157308824312244,0.06460482
it classes,USA,Broad match,existing searches,1.100000005977,1.3043002195200009,0.3926986760934872,1.3043003,-8.870753820389154e-08,3.641468878875644,0.06460476
it courses,USA,Broad match,existing searches,1.1000000059769948,1.2899846946620008,0.343972614946272,1.2899848,-1.2761125356419714e-07,4.157307720538907,0.102773786
it courses in karachi,USA,Broad match,existing searches,1.1000000059769948,1.5234721315900004,0.3439725054303324,1.5234722,-5.8313258888276216e-08,4.157309044166389,0.10277367
learning product design,B,Phrase match,existing searches,25.48999911114049,64.260046821352,63.31589363169289,64.26004,6.53814888096349e-06,0.5233598855484818,12.7034445
learning product design,B,Broad match,existing searches,25.489999111140506,64.33953424034,63.23785801467777,64.33952,1.0924910313292456e-05,0.5240057124767165,12.238262
learning sysml,USA,Broad match,existing searches,1.1000000059769932,1.1725817279600006,0.3439726190351349,1.1725817,5.5291543565871855e-08,4.157307671120255,0.13247049
lj lms,USA,Phrase match,existing searches,0.5099999953994017,0.9500681939820008,0.2361633363465028,0.9500682,1.818930683850084e-08,2.807379012661209,0.0
lj lms,USA,Broad match,existing searches,0.6399999997916197,1.0812260944200007,0.3107459384751765,1.0812261,-1.603837329611224e-08,2.677428396366856,0.0
lms,USA,Phrase match,existing searches,0.5099999953993972,1.0239999623840008,0.2361632915084515,1.024,-8.625338931977924e-08,2.80737954567122,0.0
lms,USA,Broad match,existing searches,0.6399999997916503,1.1551578628220005,0.3107460128464145,1.1551579,-6.0876424790024e-08,2.6774277555746453,0.0
lms learning program,USA,Broad match,existing,1.100000005976995,0.9123661603900002,0.3926986541720436,0.91236615,8.580307797600994e-09,3.641469082151736,0.18521774
lms learning program,A,Phrase match,existing,0.5099999953992977,0.9124511231220004,0.13101277244451,0.9124509,2.135074372855428e-07,5.060575252690712,0.0
lms learning program,A,Broad match,existing,20.68000048932285,16.018661788310002,15.353927424754094,16.018661,2.892865644810172e-07,1.7509526971435634,11.25276
lms programme,USA,Phrase match,existing searches,0.5099999953992622,1.1373771391320004,0.2828252873825803,1.1373769,2.346443905842932e-07,2.344203377833733,0.0
lms programme,USA,Broad match,existing searches,0.6399999997916411,1.1871288700500005,0.3493286652961247,1.1871287,2.069869511345246e-07,2.3817112146346475,0.0
manager 101 training,USA,Broad match,existing searches,1.1000000059769948,1.1564906526200005,0.3439726520172783,1.1564907,-3.0935602524095884e-08,4.157307272492878,0.06460482
mbse training,USA,Broad match,existing searches,1.1000000059769948,1.183620657060001,0.3439725891087986,1.1836207,-3.4239437507466164e-08,4.157308032814743,0.01185739
meta ios developer professional certificate,USA,Broad match,existing searches,1.1000000059769943,1.0682139457200006,0.3439725101921991,1.068214,-1.1315603698491829e-07,4.157308986613674,0.0
mit edx courses,USA,Broad match,existing searches,1.1000000059769948,1.1418903108600007,0.3439725872043,1.1418904,-9.574858084171468e-08,4.157308055832819,0.06460476
mit fundamentals of systems engineering,USA,Broad match,existing searches,1.100000005976992,1.3773800916700008,0.3439726419477107,1.3773803,-1.6021445969904846e-07,4.15730739419524,0.06460476
mit idss,USA,Broad match,existing searches,1.1000000059769948,1.0208373749620008,0.3439725721246289,1.0208375,-1.7043289668450257e-07,4.157308238088159,0.0
mitx,USA,Broad match,existing searches,1.1000000059769948,1.0105921327320009,0.3439726530757814,1.0105922,-8.948174423650813e-08,4.157307259699644,0.0
mobile system design book,USA,Broad match,existing searches,1.1000000059769943,1.1722548859600006,0.3439726489070831,1.1722548,8.51634918141997e-08,4.157307310083183,0.06460476
model based system engineering,USA,Broad match,existing searches,1.100000005976995,1.6905823876820003,0.3439727952442564,1.6905824,-6.917914019410887e-09,4.157305541429941,0.01185751
moodle training courses,USA,Broad match,existing searches,1.1000000059769948,1.1418903108600007,0.3439725872043,1.1418904,-9.574858084171468e-08,4.157308055832819,0.011857629
online critical thinking course,USA,Broad match,existing searches,1.1000000059769943,1.1383514602600002,0.343972583573904,1.1383514,1.9830312725233057e-08,4.157308099710368,0.011857629
pmp training online,USA,Broad match,existing searches,1.1000000059769948,1.1607351574620006,0.3439727697094676,1.1607351,2.7151942028069698e-08,4.157305850047157,0.011857629
practice test for pmp certification,USA,Broad match,existing searches,1.100000005977,1.1246469558500007,0.3439725579045967,1.124647,-6.544363939653408e-08,4.157308409953799,0.06460482
process design courses,A,Phrase match,existing searches,0.5099999953993049,0.9034996386820006,0.0301528331094907,0.9034994,2.142244505121127e-07,21.98798340479704,0.0
process improvement courses,USA,Broad match,existing searches,1.1000000059769948,1.3973097548200006,0.3439726576520319,1.3973098,-2.5300848971454574e-08,4.157307204390366,0.06460482
process improvement masters degree,USA,Broad match,existing searches,1.1000000059769992,1.1281624351200006,0.3439726744350335,1.1281625,-6.812249209176002e-08,4.157307001548418,0.06460476
