Budget,Spend USA,Conv USA,Clicks USA,Purch USA,Spend A,Conv A,Clicks A,Purch A,Spend B,Conv B,Clicks B,Purch B
Actual,0.846740219546355,0.8824109836198327,0.8480791730860819,0.9229197472584828,0.10205299848636662,0.04889288755293894,0.07275432874138393,0.04227513229735293,0.05120678196727846,0.06869612882722795,0.07916651270398134,0.034805120444163555
362,0.9874250244022188,0.9955318806510878,0.9938702144737706,0.9970641176450089,0.00965663293591456,0.002240685788571269,0.003463403366435529,0.0018552187706622199,0.002918342661866643,0.0022274335603407838,0.002666385992936217,0.0010806635843285842
