Budget,Spend New,Clicks New,Conv New,Purch New,Spend Existing,Clicks Existing,Conv Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Conv Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
362,0.34271020356695464,0.3770624741326051,0.377692898567855,0.3782742109725849,0.24427683685111706,0.293397509077113,0.29361889239816324,0.2934324712866623,0.4130129595819282,0.32954001810168987,0.328688213869939,0.328293322605235
