Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,t_Clicks_OptCost,Bid
6 s191,USA,Broad match,existing searches,1.349999975257163,1.2672490724000005,0.8501841374310519,1.2672489,2.0345773954488777e-07,0.32014883,2.0642586594679186
a1wizard,USA,Broad match,existing searches,1.349999975257163,2.582658911400001,0.9091676718522717,2.5826583,6.205369640355229e-07,0.62232757,1.9303369688220473
ai and machine learning for coders,USA,Broad match,existing searches,1.349999975257163,2.9027990903900007,0.9778161850021224,2.9027984,6.761596540449943e-07,0.7451315,1.794815830165976
ai transformation playbook pdf,USA,Broad match,existing searches,1.3499999752571634,1.267249072400001,1.0256763645085367,1.2672489,2.034577402110216e-07,0.46619648,1.7110660131816906
amazon machine learning certification,USA,Broad match,existing searches,1.349999975257163,1.123921822310015,0.8687055814271414,1.1239216,1.8954329128462177e-07,0.19515109,2.020247141673861
analyticsvidhya review,USA,Broad match,existing searches,1.349999975257163,2.533837073010001,0.8098459173856112,2.5338364,7.082639070787877e-07,0.7451315,2.1670788605070683
andrej karpathy machine learning course,USA,Phrase match,new,1.100000037032432,0.9902320136600152,0.6572165121608391,0.9902319,1.4205509568654406e-07,0.39475703,2.175843153180243
andrew ng coursera machine learning course,USA,Phrase match,new,1.100000037032432,0.9829856711900152,0.6572166639840522,0.9829856,5.545972969756009e-08,0.5502344,2.1758426505400688
andrew ng machine learning course free,USA,Phrase match,new,1.100000037032432,1.014383369560015,0.657216542835009,1.0143832,1.727292655573365e-07,0.47562647,2.1758430516274396
andrew ng machine learning course github,USA,Phrase match,new,1.100000037032432,1.011397403190015,0.6572165307496769,1.0113972,1.606439334889132e-07,0.50203836,2.17584309163828
andrew ng machine learning course github,USA,Broad match,new,1.100000037032432,1.178781607720001,0.6572166472402647,1.1787814,2.1752987655609962e-07,0.50203836,2.175842705973611
andrew ng machine learning course notes,USA,Phrase match,new,1.1000000370324248,1.2561117382300002,1.0014790864241223,1.2561115,2.355826003164197e-07,0.38309133,1.4278880782704162
andrew ng machine learning course notes,USA,Broad match,new,1.1000000370324314,1.122125813760001,1.0014791582004612,1.1221257,6.894035986526603e-08,0.38309145,1.4278879759332195
andrew ng machine learning course notes,A,Phrase match,new,1.100000037032432,1.9183540277500144,1.2631814413089746,1.9183539,1.125354760489472e-07,0.45428038,1.1320622686320667
andrew ng machine learning course notes,A,Broad match,new,1.100000037032432,1.8555118270800004,1.263181371299971,1.8555117,1.617357621164217e-07,0.4542799,1.1320623313740872
andrew ng machine learning course reddit,USA,Phrase match,new,1.100000037032432,1.0113974031900146,0.6572165307496765,1.0113972,1.6064393304482397e-07,0.5502344,2.175843091638282
andrew ng machine learning course reddit,USA,Broad match,new,1.100000037032432,1.1787816077200008,0.6572166472402645,1.1787814,2.17529876334055e-07,0.55023444,2.175842705973612
andrew ng machine learning course slides,USA,Phrase match,new,1.0399999550496266,1.2254970511600145,0.7683378299876817,1.2254969,1.6299930893914905e-07,0.38309133,1.7596425540913303
andrew ng machine learning course slides,USA,Broad match,new,1.0399999550496266,1.3886208795900008,0.76833805078217,1.3886206,2.6458450763655605e-07,0.38309157,1.7596420484293018
andrew ng stanford university,USA,Broad match,existing searches,1.1000000370324248,0.8595135003300003,0.657216602561026,0.8595135,-2.086445771709577e-08,0.3947569,2.1758428538928603
apple ai,USA,Broad match,existing searches,1.349999975257163,2.575219945040001,0.9016456166174548,2.5752192,7.906820909120427e-07,0.89678895,1.9464409691451023
applied machine learning online course download,USA,Exact match,new,1.100000037032432,0.7411631786200004,0.657216592964788,0.74116313,4.404511022571001e-08,0.39475697,2.1758428856630796
applied machine learning online course download,USA,Broad match,new,1.100000037032432,1.0746440889200153,0.6572165490945758,1.0746441,1.7489809600590434e-10,0.39475703,2.1758430309039274
aprendizaje no supervisado,USA,Broad match,existing searches,1.349999975257163,1.947618694300016,0.8501838159507114,1.9476187,-2.8615633862472123e-08,0.39158833,2.064259440026857
aprendizaje profundo,USA,Broad match,existing searches,1.349999975257163,1.1514126607000004,0.9263545968352924,1.1514125,1.736699710708223e-07,0.39158857,1.8945228682730382
artificial intelligence in medical devices,USA,Broad match,existing searches,1.349999975257163,2.761747245910001,0.9016455460808994,2.7617464,8.393548251994787e-07,0.74513125,1.9464411214169588
artificial intelligence ppt,USA,Broad match,existing searches,1.349999975257163,2.7338317410100004,0.9778159634221096,2.7338312,5.737889310353239e-07,0.4988699,1.7948162368839367
automatic machine learning,USA,Broad match,existing searches,1.349999975257163,1.1514126607000148,0.8501841672479427,1.1514125,1.736699855037216e-07,0.573478,2.0642585870721044
aws academy machine learning foundations course,USA,Broad match,new,1.349999975257163,1.1493475879400146,0.8687055553167236,1.1493474,1.634328734567703e-07,0.271953,2.020247202395813
aws machine learning speciality course,USA,Broad match,new,1.349999975257163,1.1523335543100146,0.8687055674020556,1.1523334,1.755182055251936e-07,0.30243242,2.020247174290366
best artificial intelligence machine learning course,USA,Broad match,new,1.1000000370324232,0.9278147531900012,0.6572166396531663,0.92781484,-8.80804457148443e-08,0.5502344,2.175842731092149
best book for mathematics for machine learning,USA,Exact match,existing searches,1.1200000289809569,1.3662857495999996,0.812527724430627,1.3662856,1.8708474081030602e-07,0.27204716,1.7919389011562965
best book for mathematics for machine learning,USA,Phrase match,existing searches,1.1200000289810457,1.3955675005999997,0.8125277400104001,1.3955673,2.026645138375472e-07,0.27204716,1.7919388667969947
best book for mathematics for machine learning,USA,Broad match,existing searches,1.1200000289810457,1.4391518030000006,0.8125276956391607,1.4391516,1.5829327448813046e-07,0.27204716,1.7919389646527955
best books machine learning python,USA,Exact match,existing searches,1.0399999550496266,1.17552272985,0.6518289298774658,1.1755228,-7.44102539584901e-08,0.22679877,2.074163756154043
best books machine learning python,USA,Broad match,existing searches,1.0399999550496266,1.2441284071500005,0.6518289457852542,1.2441282,1.7991611356293904e-07,0.22679877,2.074163705534385
best books on machine learning with python,USA,Exact match,existing searches,1.0399999550496266,1.69403654205,0.6518291817823607,1.6940364,1.7749464098493206e-07,0.22679877,2.0741629545759337
