Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,t_Clicks_OptCost,Bid
a first course in machine learning 2nd edition pdf,USA,Broad match,new,1.0,1.1168135611,0.5804718343200621,1.1168138,-2.17777258448848e-07,0.39475703,2.2395574137076952
a first course in machine learning 2nd edition pdf,A,Broad match,new,1.0200000348642593,1.6339827613899995,0.8480428891251375,1.6339831,-3.738333891334378e-07,0.46594596,1.5636002168374672
ai machine learning,USA,Broad match,existing,1.0,1.2791367127,0.5804717494546081,1.2791369,-1.834334228956181e-07,0.5502345,2.2395577411328573
ai machine learning training,USA,Broad match,existing,1.0,1.2492918027000002,0.5804717195586733,1.249292,-2.133293577344375e-07,0.47562653,2.2395578564764134
ai machine learning training,A,Broad match,existing,4.6100001747977934,4.930287542660001,4.01186931403375,4.930288,-2.953221764911973e-07,2.5871935,1.4938174098227157
amazon course machine learning,USA,Phrase match,new,1.0,1.1709054050299998,0.4756413636062022,1.1709055,-6.581808364991559e-08,0.15012348,2.733151696782009
amazon course machine learning,USA,Broad match,new,1.0,1.3255418408999995,0.580471800674017,1.325542,-1.3221401395924204e-07,0.15012348,2.2395575435197714
amazon courses machine learning,USA,Broad match,new,1.0,1.2837727424,0.5804717894886231,1.2837728,-8.37947631282532e-08,0.15012336,2.239557586674898
amazon machine learning free course,USA,Broad match,new,1.0,1.1158280988999998,0.5804718157121336,1.1158282,-5.757125265404285e-08,0.07551551,2.239557485500198
artificial intelligence ai,USA,Broad match,existing,1.0,1.0318050036599995,0.5804718384912373,1.031805,-3.4792148939644114e-08,0.57067573,2.239557397614604
artificial intelligence ai and machine learning,USA,Broad match,existing searches,1.0,1.1504146198599998,0.5804719070761863,1.1504147,-8.541648943705128e-08,0.35379702,2.2395571330024353
artificial intelligence and machine learning,USA,Broad match,existing searches,1.0,1.36447913636,0.5804718254926904,1.3644793,-1.6699998539593253e-07,0.35379702,2.239557447765172
artificial intelligence computer science,USA,Broad match,existing searches,1.0,1.0435509874599995,0.5804718329685752,1.0435511,-9.991945582044084e-08,0.305601,2.2395574189219576
artificial intelligence for beginners,USA,Broad match,existing searches,1.0,0.97358435276,0.5804718721195885,0.97358435,-1.1637977248568632e-09,0.19831961,2.2395572678708104
artificial intelligence learning,USA,Broad match,existing searches,1.0,1.4232913369599998,0.5804717654649436,1.4232916,-2.270277321692049e-07,0.1983198,2.239557679362289
artificial neural network,USA,Broad match,existing searches,1.0,1.1502103699599997,0.5804718030845419,1.1502104,-1.0594199517655056e-08,0.5502346,2.2395575342195624
auto machine learning,USA,Broad match,existing searches,1.0,1.1802133451999997,0.5804717074932431,1.1802136,-2.253947879449214e-07,0.39475703,2.23955790302688
automatic machine learning,USA,Broad match,existing searches,1.0,1.1802133451999997,0.5804717074932431,1.1802136,-2.253947879449214e-07,0.5020385,2.23955790302688
bayesian machine learning,USA,Broad match,existing searches,1.0,1.3431965578999998,0.580471741100836,1.3431966,-7.257790546333355e-08,0.19831955,2.239557773363117
best linear algebra course for machine learning,USA,Broad match,new,1.0,1.1008836870999996,0.5804718976827328,1.1008838,-1.5441458778298056e-07,0.302222,2.239557169243942
best linear algebra course for machine learning,A,Broad match,new,1.0200000348642595,1.61805288739,0.8480430120924536,1.6180532,-3.1047071780143654e-07,0.37341058,1.5635999901134459
best machine learning training,USA,Broad match,existing,1.0,1.1242448948,0.5804717205141112,1.124245,-1.5276927500806894e-07,0.47562665,2.2395578527901727
best machine learning training,A,Broad match,existing,1.0200000348642595,1.64141409509,0.8480428945284766,1.6414144,-3.088254052485695e-07,0.5468155,1.5636002068749264
best math for machine learning course,USA,Exact match,new,1.0,0.9030481365300008,0.4756414082623311,0.90304804,9.80473348066724e-08,0.23631376,2.7331514401769863
best math for machine learning course,USA,Phrase match,new,1.0,0.9331104545299996,0.4756414084141244,0.93311036,9.819912805131281e-08,0.2363137,2.733151439304745
bootcamp machine learning,USA,Broad match,existing searches,1.0,1.1971733918599998,0.580471729319564,1.1971737,-3.227777565228962e-07,0.32014906,2.23955781881725
