day,lambda,budget,n_candidates,n_new_candidates,n_masked,n_real_new,actual_cost,actual_revenue,actual_clicks,actual_profit,profit_old,profit_new,profit_new_raw,profit_total,observed_clicks_total,replay_clicks_total,replay_revenue_total,replay_cost_total,n_old,n_new,profit_improvement,profit_improvement_pct,cost_change,cost_change_pct
2025-11-01,0.0,257.26000000000005,633,6,6,4,257.26000000000005,2000.0,279.0,1742.74,-2.9500949089203616,-0.1501131400163482,-0.1501131400163482,-3.1002080489367096,279.0,9.405997929859883,0.0,3.10020804893671,32.0,4.0,-1745.8402080489368,-1.0017789274641868,-254.15979195106334,-0.9879491252082069
2025-11-01,10.0,257.26000000000005,633,6,6,4,257.26000000000005,2000.0,279.0,1742.74,-0.8873394735186486,-229.16969185368538,-229.16969185368538,-230.05703132720402,279.0,15.01472438867628,2.612899011872939e-08,230.057031353333,32.0,4.0,-1972.797031327204,-1.132008808730622,-27.202968646667046,-0.10574115154577875
2025-11-01,100.0,257.26000000000005,633,6,6,4,257.26000000000005,2000.0,279.0,1742.74,-0.8873394996476394,54.34479060591707,54.34479060591707,53.45745110626943,279.0,73.01472438718991,800.0,746.5425488937306,32.0,4.0,-1689.2825488937306,-0.9693256302682732,489.2825488937305,1.9018990472429853
2025-11-02,0.0,415.71000000000004,633,7,7,5,415.71000000000004,5800.0,345.0,5384.29,128.50009056057428,-0.14356234434748066,-0.14356234434748066,128.3565282162268,345.0,11.820729182248028,133.33333684067358,4.976808624446757,33.0,5.0,-5255.933471783773,-0.9761609184839176,-410.7331913755533,-0.9880281719842036
2025-11-02,10.0,415.71000000000004,633,7,7,5,415.71000000000004,5800.0,345.0,5384.29,128.50009056056436,-0.14356234434561246,-0.14356234434561246,128.35652821621875,345.0,11.820729182247234,133.33333684067344,4.976808624454658,33.0,5.0,-5255.933471783781,-0.9761609184839192,-410.7331913755454,-0.9880281719841846
2025-11-02,100.0,415.71000000000004,633,7,7,5,415.71000000000004,5800.0,345.0,5384.29,129.9041931259062,3260.1940406881536,3260.1940406881536,3390.0982338140598,345.0,87.3685143059563,3733.333336841902,343.23510302784194,33.0,5.0,-1994.1917661859402,-0.3703722805023392,-72.47489697215809,-0.1743400374591857
2025-11-03,0.0,381.58000000000004,633,7,7,5,381.58000000000004,4600.0,343.0,4218.42,224.7029116681693,362.1005351139778,362.1005351139778,586.8034467821471,343.0,27.604779900764104,594.3549849181613,7.551538136014179,35.0,5.0,-3631.616553217853,-0.8608949685469567,-374.02846186398585,-0.9802098167199167
2025-11-03,10.0,381.58000000000004,633,7,7,5,381.58000000000004,4600.0,343.0,4218.42,224.7029116681689,622.2087077574217,622.2087077574217,846.9116194255906,343.0,37.604779901315645,994.3549849181618,147.44336549257122,35.0,5.0,-3371.5083805744093,-0.7992348748048818,-234.13663450742882,-0.6135977632670182
2025-11-03,100.0,381.58000000000004,633,7,7,5,381.58000000000004,4600.0,343.0,4218.42,224.702911668169,1632.745768475739,1632.745768475739,1857.448680143908,343.0,141.9437072885783,2630.143993937096,772.6953137931883,35.0,5.0,-2360.971319856092,-0.5596814257129665,391.1153137931883,1.0249890292813781
