day,actual_cost,actual_revenue,actual_clicks,actual_profit
2025-11-01,257.26000000000005,2000.0,279.0,1742.74
2025-11-02,415.71000000000004,5800.0,345.0,5384.29
2025-11-03,381.58000000000004,4600.0,343.0,4218.42
