Budget,Spend USA,Conv USA,Clicks USA,Purch USA,Spend A,Conv A,Clicks A,Purch A,Spend B,Conv B,Clicks B,Purch B
Actual,0.846740219546355,0.8824109836198327,0.8480791730860819,0.9229197472584828,0.10205299848636662,0.04889288755293894,0.07275432874138393,0.04227513229735293,0.05120678196727846,0.06869612882722795,0.07916651270398134,0.034805120444163555
362,0.3485153122072854,0.35184276972538175,0.2919705127745171,0.4752398332911587,0.3274648744394858,0.21773822263107248,0.27975167237038834,0.24313368520869413,0.324019813353229,0.43041900764354557,0.428277798459647,0.28162648150014635
