Location,Region,Opt_Conversions,Act_Conversions,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
"Alberta, Canada",USA,0.0,0.0,0.0,0.010305253147392944,0.012654456994314445,0.02025974919186593
Australia,A,0.0,0.009680481936227163,0.0,0.3319022378135027,4.800459217920287,0.9057345712725285
Austria,B,0.0,0.0,0.26979359062954805,0.011543776054431673,0.17740509824541845,0.017852522639068565
Belgium,A,0.0,0.019360963872454322,0.0,0.41902657523954717,6.0605797626243625,1.1434898962315674
Brazil,C,0.0,0.0,0.0,0.0,0.0,0.0
"British Columbia, Canada",USA,0.0,0.0,0.0,0.048091181354500405,0.05905413264013408,0.09454549622870767
Canada,A,0.0,0.02074388986334392,0.0,0.4964704307293645,7.18068691347243,1.354827962861824
Chile,B,0.16187615437772881,0.006926265632659004,3.741137790063066,0.16007369462145254,2.460017362336469,0.24755498059508407
China,B,0.21583487250363845,0.00923502084354534,9.154995842029331,0.39171880078038146,6.0199463337945325,0.6057956015523933
Colombia,B,0.359724787506064,0.015391701405908897,8.831243533273872,0.3778662695150634,5.807060215900029,0.5843725743855109
Denmark,A,0.0,0.0013829259908895945,0.0,0.3028607920048212,4.3804190363522615,0.8264827962861823
Egypt,B,8.335722638484269,0.35666420082842387,179.3048203323976,7.671993565775289,117.90342829390508,11.864786545924966
France,A,0.0,0.04148777972668784,0.0,1.3884576948531528,20.0819210616332,3.7889896231567444
Germany,A,0.0,0.048402409681135815,0.0,1.4368601045342888,20.781988030913244,3.9210759148006553
Hong Kong,B,0.0719449575012128,0.00307834028118178,2.8418258212979057,0.1215944411066803,1.868667034851741,0.18804657179818887
Hungary,B,0.0,0.0,2.194321203786991,0.09388937857604428,1.4428947990627365,0.1452005174644243
India,C,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,A,0.0,0.0,0.0,0.06499752157181095,0.9400899301760564,0.17737302020753687
Israel,A,0.0,0.0760609294989277,0.0,1.5474941838054563,22.382141103553337,4.222987438558165
Italy,A,0.0,0.009680481936227161,0.0,0.21850230656055594,3.160302318464189,0.5962752594210813
Japan,A,0.0,0.016595111890675134,0.0,0.4245582792031055,6.140587416256367,1.1585854724194429
"Manitoba, Canada",USA,0.0,0.0,0.0,0.006870168764928629,0.008436304662876298,0.013506499461243954
Mexico,A,0.0,0.08989018940782365,0.0,4.0644194872245185,58.78562350611552,11.091474604041508
Netherlands,A,0.0,0.008297555945337567,0.0,0.12446333918006351,1.8001722067201076,0.33965046422719825
Norway,A,0.0,0.0,0.0,0.04148777972668784,0.6000574022400359,0.11321682140906607
"Ontario, Canada",USA,0.0,0.013740337529857259,0.0,0.20610506294785888,0.2530891398862889,0.4051949838373186
Poland,B,0.017986239375303203,0.0007695850702954449,1.2050780381453146,0.05156219970979481,0.7924094388295357,0.07974126778783959
Portugal,B,0.0179862393753032,0.0007695850702954447,0.9532706868910696,0.040788008725658575,0.6268313471338117,0.06307891332470891
"Quebec, Canada",USA,0.0,0.0,0.0,0.07557185641421492,0.09279935129163927,0.1485714940736835
Romania,B,0.14388991500242562,0.006156680562363559,3.9569726625667045,0.16930871546499787,2.6019414409328037,0.2618369987063389
Saudi Arabia,B,0.089931196876516,0.0038479253514772244,5.953445233225359,0.25473265826779223,3.9147391679489,0.39394566623544625
Singapore,B,0.23382111187894164,0.010004605913840784,2.787867103171996,0.11928568589579396,1.8331860152026571,0.18447606727037516
South Africa,B,0.719449575012128,0.030783402811817795,19.42513852532746,0.8311518759190805,12.773167073670127,1.2853816300129366
Spain,A,0.0,0.047019483690246215,0.0,1.5322819979056708,22.162120056065326,4.181474604041507
Sweden,A,0.0,0.0,0.0,0.04287070571757744,0.6200593156480372,0.11699071545603495
Switzerland,A,0.0,0.002765851981779189,0.0,0.09265604138960283,1.3401281983360802,0.2528509011469142
Taiwan,B,0.017986239375303203,0.0007695850702954449,2.4461285550412355,0.1046635695601805,1.6084728907584604,0.16186287192755497
Turkiye,B,0.5868909908161435,0.025111560843740364,30.73848309239317,1.3152208851349152,20.212354193428006,2.0339974126778784
United Arab Emirates,B,0.12590367562712243,0.005387095492068114,4.262738731946859,0.18239166166002044,2.803000552277611,0.2820698576972833
United Kingdom,A,0.0,0.0,0.0,0.1313779691345115,1.9001817737601137,0.35851993446204256
United States,USA,0.0,7.157410520990295,0.0,149.48800215608205,183.56555315952534,293.88792177720717
