Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.024852936839576383,0.06635722168428752,8.135723,21.722342,89.28499999999976,55.239999999999995
B,0.0,0.04675397045366811,0.0,60.232254,0.0,31.46
C,0.0,0.0,0.0,0.0,0.0,0.0
USA,0.009264289093125768,0.06096532571044599,2.6596053,17.502012,89.28499999999967,131.37
