Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Conv,Act_Conv,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Conv_Region_USA,Act_Conv_Region_USA,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Conv_Region_B,Act_Conv_Region_B,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Conv_Region_A,Act_Conv_Region_A,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Conv_Origin_new,Act_Conv_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Conv_Origin_existing,Act_Conv_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Conv_Origin_existing searches,Act_Conv_Origin_existing searches
2025-12-01,300,274.79974,221.91217,444.9635603694245,322,299.9999999997914,355.41,10.808515504365442,10.05185752151154,230,31,,,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",3.9287314414978023,0.9282628893852234,-0.0002160526256905,100.14287424282857,300.35,29.182713,169.43639,1.3966943396709515,8.109282385373684,99.82282575829724,19.52,202.08623,35.594322,8.066194036130916,1.4207337869345602,100.03429999866565,35.54,43.5308,16.881475,1.345627128563573,0.5218413492032963,172.19430890137045,0.0,132.60687,0.0,5.29530972711162,0.0,46.222860737268434,355.41,54.28132,221.91217,2.018729484406226,10.05185752151154,81.58283036115253,0.0,87.911545,0.0,3.494476351807691,0.0
2025-12-01,350,334.73126,221.91217,511.2001602573143,322,349.9999999998942,355.41,13.428965696266172,10.05185752151154,243,31,,,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",3.9287314414978023,0.9282628893852234,-0.0002160526256905,127.63715990883561,300.35,59.996754,169.43639,2.8714646135895725,8.109282385373684,111.17714259098804,19.52,229.36719,35.594322,9.155103755659765,1.4207337869345602,111.18569750007055,35.54,45.367306,16.881475,1.4023973270168337,0.5218413492032963,192.3828481833179,0.0,161.38577,0.0,6.43091085203462,0.0,60.85714656472096,355.41,70.76677,221.91217,2.8056533560337473,10.05185752151154,96.76000525185532,0.0,102.57873,0.0,4.19240097043541,0.0
2025-12-01,400,401.32153,221.91217,576.8281752385637,322,399.89717480078514,355.41,15.963110571248505,10.05185752151154,239,31,,,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",3.9287314414978023,0.9282628893852234,-0.0002160526256905,141.83430271444567,300.35,72.51041,169.43639,3.4703724249821835,8.109282385373684,128.76000043276554,19.52,258.64966,35.594322,10.323902398705329,1.4207337869345602,129.30287165357396,35.54,70.16145,16.881475,2.1688357475609936,0.5218413492032963,202.06288051974866,0.0,189.44388,0.0,7.5639383041539485,0.0,60.1200035611407,355.41,70.64433,221.91217,2.801868707582247,10.05185752151154,137.71429071989579,0.0,141.2333,0.0,5.597303511022931,0.0
2025-12-01,450,458.86234,221.91217,649.5441085093023,322,449.940034649021,355.41,18.128854958341286,10.05185752151154,259,31,,,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",3.9287314414978023,0.9282628893852234,-0.0002160526256905,150.38001877567947,300.35,74.13992,169.43639,3.5483616372005717,8.109282385373684,149.72571436366704,19.52,298.57422,35.594322,11.917475996523285,1.4207337869345602,149.83430150967445,35.54,86.14815,16.881475,2.663017324617429,0.5218413492032963,227.8885954939808,0.0,229.95193,0.0,9.177235148154802,0.0,63.068575575463726,355.41,71.13406,221.91217,2.8232324590870044,10.05185752151154,158.98286357957642,0.0,157.77634,0.0,6.1283882473241835,0.0
2025-12-01,500,516.86084,221.91217,710.0131977618166,322,499.83289218008116,355.41,20.630680913255148,10.05185752151154,265,31,,,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",3.9287314414978023,0.9282628893852234,-0.0002160526256905,174.05144638367844,300.35,101.15277,169.43639,4.841205616517233,8.109282385373684,162.88571418395966,19.52,326.47195,35.594322,13.031003466212578,1.4207337869345602,162.89573161244306,35.54,89.236084,16.881475,2.7584718305253384,0.5218413492032963,237.20431054615472,0.0,231.75484,0.0,9.225807770223714,0.0,61.59428956830239,355.41,70.889206,221.91217,2.809438063445342,10.05185752151154,201.0342920656241,0.0,214.21677,0.0,8.595435143408139,0.0
2025-12-01,550,570.15234,221.91217,756.873347063205,322,549.9999999997596,355.41,22.696241649038207,10.05185752151154,282,31,,,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",3.9287314414978023,0.9282628893852234,-0.0002160526256905,184.4385519492898,300.35,115.047874,169.43639,5.506229572742599,8.109282385373684,181.86857397252066,19.52,346.76752,35.594322,13.84109310774908,1.4207337869345602,183.69287407794906,35.54,108.33695,16.881475,3.3489189685465273,0.5218413492032963,262.14856174325524,0.0,261.68347,0.0,10.378669333938094,0.0,61.594289568301576,355.41,71.04036,221.91217,2.8165735999817127,10.05185752151154,226.25714868820273,0.0,237.42848,0.0,9.5009990632702,0.0
2025-12-02,300,301.22546,200.57773,388.4052367087319,292,300.00000000000216,350.34000000000003,11.950354313734216,9.166778511639807,112,32,0.051809356904504056,0.9285714285714286,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.101401329040527,0.9259041547775269,-0.0005341420579876,101.6452689393226,297.8,68.45647,162.68533,3.276348772440967,7.786174726688883,98.46659547055229,14.93,164.2461,23.24583,6.55582075984111,0.9278484545333883,99.88813559012725,37.61,68.52291,14.646555,2.1181847814521393,0.45275533041753513,33.56853335208774,0.0,62.59002,0.0,2.4982567311789055,0.0,82.42553410134315,350.34000000000003,95.26126,200.57773,3.771865921093965,9.166778511639807,184.00593254657124,0.0,143.37416,0.0,5.680231086754599,0.0
2025-12-02,350,351.39642,200.57773,451.149412296112,292,349.980000087589,350.34000000000003,13.931849253605579,9.166778511639807,117,32,0.06140356037108349,0.9230769230769231,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.101401329040527,0.9259041547775269,-0.0005341420579876,116.68526864585165,297.8,82.11255,162.68533,3.9299334539997957,7.786174726688883,116.60946279588593,14.93,186.36871,23.24583,7.438836070624545,0.9278484545333883,116.68526864585147,37.61,82.91519,14.646555,2.563079728981239,0.45275533041753513,51.3199337050796,0.0,84.71263,0.0,3.381272346486712,0.0,82.42553410134308,350.34000000000003,95.26126,200.57773,3.771865921093965,9.166778511639807,216.23453228116634,0.0,171.42252,0.0,6.778710898415222,0.0
2025-12-02,400,415.7832,200.57773,509.6209927475115,292,399.9999999999993,350.34000000000003,16.509916063673373,9.166778511639807,121,32,0.08555041416159768,0.9008264462809917,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.101401329040527,0.9259041547775269,-0.0005341420579876,134.9292632442224,297.8,99.704384,162.68533,4.771885320918427,7.786174726688883,131.95406779117948,14.93,218.53581,23.24583,8.722773551240156,0.9278484545333883,133.11666896459735,37.61,97.543045,14.646555,3.0152571915147863,0.45275533041753513,47.46566702907063,0.0,82.11604,0.0,3.277630826547876,0.0,99.06239542691952,350.34000000000003,128.47438,200.57773,5.125067484682345,9.166778511639807,253.47193754400905,0.0,205.1928,0.0,8.107217329998589,0.0
2025-12-02,450,466.43707,200.57773,563.2576427668616,292,449.99999999999903,350.34000000000003,18.54815576412158,9.166778511639807,129,32,0.30326313975884117,0.8914728682170543,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.101401329040527,0.9259041547775269,-0.0005341420579876,151.16247034239112,297.8,117.77066,162.68533,5.636543023402344,7.786174726688883,149.29826783322102,14.93,237.00092,23.24583,9.459801096611468,0.9278484545333883,149.53926182438693,37.61,111.665504,14.646555,3.451811644107771,0.45275533041753513,47.465667029070595,0.0,90.57187,0.0,3.615141582059675,0.0,141.51246198369208,350.34000000000003,165.11505,200.57773,6.856639645034234,9.166778511639807,261.02187098723635,0.0,210.75017,0.0,8.076374837520554,0.0
