Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.1485603695886499,0.07858418895803641,48.63192,25.724895,139.32999689657314,66.41
B,0.0915822766131338,0.04131355116286682,117.98371,53.223465,63.08999891579122,30.699999999999996
C,0.0,0.0,0.0,0.0,0.0,0.0
USA,0.025569860882781008,0.0929716308881589,7.340632,26.690428,154.72000418846943,190.67
