Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.11668331436146732,0.09904026969864192,38.19682,32.421288,119.43499807065128,93.5
B,0.1696482746646544,0.05070015413013721,218.55466,65.31605,118.27000385870063,38.72
C,0.0,0.0,0.0,0.0,0.0,0.0
USA,0.03375305728739251,0.11283257433559349,9.689876,32.392136,119.43499807065123,220.43
