Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.12091047795526154,0.0807317686868009,39.5806,26.427916,119.79999791753228,83.52000000000001
B,0.09886396362824278,0.04339852427248241,127.36457,55.909496,117.28999969134432,32.93
C,0.0,0.0,0.0,0.0,0.0,0.0
USA,0.025641082143053984,0.09910454893758544,7.3610783,28.451075,119.9800013468294,210.10999999999999
