Day,Keyword,Match type,Region,Cost,Clicks,day_of_week,is_weekend,month,is_public_holiday,days_to_next_course_start,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),last_month_searches,three_month_avg,six_month_avg,mom_change,search_trend,bert_0,bert_1,bert_2,bert_3,bert_4,bert_5,bert_6,bert_7,bert_8,bert_9,bert_10,bert_11,bert_12,bert_13,bert_14,bert_15,bert_16,bert_17,bert_18,bert_19,bert_20,bert_21,bert_22,bert_23,bert_24,bert_25,bert_26,bert_27,bert_28,bert_29,bert_30,bert_31,bert_32,bert_33,bert_34,bert_35,bert_36,bert_37,bert_38,bert_39,bert_40,bert_41,bert_42,bert_43,bert_44,bert_45,bert_46,bert_47,bert_48,bert_49
2022-03-28,''learn machine learning'',Broad match,B,4.5,8,Monday,0,Mar,0,15,High,75.0,3.2,9.62,5.351858133476067,6.3818160174060985,6.3818160174060985,0.0,-2.6645352591003757e-15,-0.81846637,0.25482485,0.08815009,0.016966099,0.1401781,-0.20642044,0.085667096,0.058462128,0.10495256,-0.025163118,0.110525966,0.15941575,0.011414527,-0.19118623,-0.012330012,-0.0035751204,0.04625975,0.035734106,0.036257338,-0.15506193,-0.051703826,0.05320316,-0.0041194214,0.044855956,0.111884594,-0.0060047223,-0.04748785,0.003228328,0.06560494,0.077208795,-0.02161032,-0.025513766,-0.056805983,0.0060926145,-0.040476806,-0.09298503,0.089818545,0.029696032,-0.006543908,0.013895506,-0.042199764,0.06899097,-0.0037829326,-0.057920385,-0.0019300567,-0.019446943,-0.015293431,-0.036348976,-0.028266897,0.009322196
2022-03-28,''study ai'',Broad match,B,1.95,3,Monday,0,Mar,0,15,Medium,40.0,0.7,2.8,10.407318772389159,5.150309011927117,5.150309011927117,-0.4030982430978982,-0.40309824309789866,-0.6353735,-0.42372826,-0.31223622,0.036928464,0.05114275,-0.20724343,0.0063899355,0.07740506,0.25720587,0.038494606,0.07647757,0.009621052,-0.00018476105,-0.16651075,0.009015747,0.04827676,0.21828255,-0.09216837,0.076196834,-0.063597895,-0.004367761,-0.20243631,0.06628327,-0.09114267,-0.0718346,-0.13430023,-0.045744248,-0.08090736,0.0099797025,-0.00053655455,0.017754385,-0.022533616,0.03168832,-0.038258106,0.03053686,0.01414703,0.03109802,-0.020895584,-0.007626229,0.019987084,-0.011534905,-0.017406968,-0.028315281,-0.013864549,0.026737595,0.012077315,0.03882466,-0.0043959664,0.02480054,-0.015512808
2022-03-28,''machine learning models'',Broad match,B,0.6,2,Monday,0,Mar,0,15,Low,8.0,1.99,7.36,7.972810784121404,7.878225690171329,7.878225690171329,0.18917018790015128,0.1891701879001495,-0.7351334,0.3384197,0.002271594,-0.06391376,-0.06935688,-0.1063979,0.051056724,0.16604097,-0.008164014,-0.041868135,0.026482014,0.055646263,-0.019019134,-0.16927184,-0.1368488,-0.17998992,0.0890652,-0.124453194,0.15808417,-0.25926134,-0.004002086,0.17977096,-0.017960735,0.02389153,0.08256737,0.015358794,-0.026617032,-0.017569087,-0.034579836,0.03005004,0.122488864,-0.05382077,-0.059530444,-0.011962449,0.03184588,0.02481272,0.06293831,0.014813326,-0.025862928,-0.0047091446,-0.047119327,-0.0054072714,-0.053353045,-0.11232576,-0.023140958,-0.010781432,0.009541653,-0.029787026,-0.046830665,0.015749302
2022-03-28,''what is boosting machine learning'',Broad match,B,0.58,1,Monday,0,Mar,0,15,Low,0.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-2.220446049250313e-16,-0.51798266,0.34155276,0.043039944,-0.12240909,0.07683634,-0.143227,0.061198004,0.0076033697,0.2238997,-0.06129249,0.022804972,0.1738624,0.09362697,-0.041390378,-0.076130636,-0.07032817,0.09639398,-0.15686677,-0.19355245,-0.020376012,0.045157667,0.18494442,0.12063518,0.33394155,-0.06726885,-0.23216061,0.04019852,-0.18164454,0.14400925,-0.08840523,-0.013854249,0.0029862402,-0.17389382,0.049772225,-0.030819474,0.091351956,-0.1355546,0.054255717,0.12937307,0.0659171,0.04758417,0.00515933,-0.026311623,0.0068708323,-0.008258444,0.060736187,-0.040536236,-0.029496683,-0.022379141,-0.109671
2022-03-29,mit machine learning,Broad match,B,0.72,2,Tuesday,0,Mar,0,14,Low,12.0,3.38,7.59,3.044522437723423,2.9159412386417585,2.9159412386417585,-1.0360919316867756,-1.0360919316867756,-0.7634539,0.20176126,0.03101115,-0.09018777,-0.23263806,0.0337362,-0.2513075,-0.28433496,-0.10424403,-0.10452508,0.2915183,-0.020046428,-0.055687927,-0.020691253,0.0043821284,0.07539849,0.0520947,-0.068525456,-0.0065786582,-0.01937466,0.040037006,-0.017462818,0.0070947506,0.010916209,0.09111482,0.053504918,0.03706051,0.06385051,-0.011671342,-0.07452771,-0.003337839,0.10390931,-0.018196773,-0.0023679154,-0.024055397,0.059220206,-0.013208968,0.023111537,-0.019712606,0.0068167974,-0.023914127,0.016057018,-0.02064832,0.034082644,0.024670178,0.0022427358,0.00435589,-0.0021723441,0.004083791,-0.0025916132
2022-03-29,learn machine learning,Broad match,B,0.44,3,Tuesday,0,Mar,0,14,High,75.0,3.2,9.62,5.351858133476067,6.3818160174060985,6.3818160174060985,0.0,-2.6645352591003757e-15,-0.84664536,0.38947567,-0.06138207,0.04860934,0.09794304,-0.040423423,-0.01009727,0.030531041,-0.027217783,-0.023822283,0.07660075,-0.02601879,-0.04895302,-0.019443734,-0.017847966,0.10640552,-0.0031631174,0.10731456,-0.0006484283,-0.051040832,-0.04610958,-0.021314016,-0.14554578,-0.037930775,0.11784518,-0.009048849,0.025107525,-0.0069359397,0.031143386,0.018599585,-0.050390705,0.043862045,-0.045982454,-0.05023733,-0.0021129362,-0.029075408,0.037274208,0.017821854,0.0023442009,-0.005834023,0.015891155,-0.0025268835,0.04304277,0.0667477,-0.001082468,-0.013429952,-0.063096344,-0.023557825,0.032489114,-0.107259154
2022-03-29,machine learning program,Broad match,B,0.41,1,Tuesday,0,Mar,0,14,Medium,55.0,4.24,14.03,5.564520407322694,6.175867270105761,6.175867270105761,0.0,-1.7763568394002505e-15,-0.78605133,0.35127476,0.028221479,0.010771559,-0.03641631,0.00043062025,0.11396452,-0.06097864,-0.035791606,-0.19103591,-0.21908401,0.20095421,-0.012590866,0.13858373,0.04726881,-0.07762452,0.08871347,0.05963533,-0.059211347,0.11110012,-0.02602019,-0.0995384,0.07582005,-0.108406,-0.006965278,3.843291e-05,-0.05605917,0.027087783,0.022295307,-0.020413205,0.09067748,-0.034986954,-0.018176561,0.07643131,0.011058498,-0.02325756,0.022405904,0.0016625293,0.020672971,-0.059338816,0.0005387554,0.030278215,-0.026024058,0.0042003593,0.01640189,-0.034159634,-0.030434472,0.0024288227,0.0062536104,-0.032404598
2022-03-29,study machine learning,Broad match,B,1.28,3,Tuesday,0,Mar,0,14,Medium,62.0,2.83,8.47,3.044522437723423,3.573779635594727,3.573779635594727,-0.2795848622191617,-0.2795848622191621,-0.7765914,0.30665517,-0.006389209,0.1260416,-0.088500746,-0.15667363,-0.026364876,0.05931689,0.19258304,0.01126145,0.068200625,-0.13820617,-0.069713935,-0.053109117,0.108033806,0.059202157,0.1029093,-0.019784382,0.074018836,-0.026313545,0.042091135,-0.19190018,-0.03319228,-0.1789266,-0.034112554,-0.10488879,-0.011093472,0.00862037,0.06377198,-0.098188594,-0.05568245,0.079486266,0.054311603,-0.040408026,0.016197246,0.09399927,-0.029692497,-0.024388807,-0.041549876,0.026525846,0.009865328,-0.088070504,-0.017672997,0.02829034,0.022253973,-0.0034557085,-0.04895347,-0.06979001,0.036462706,-0.08069071
2022-03-29,machine learning course,Broad match,B,0.86,3,Tuesday,0,Mar,0,14,Medium,62.0,3.92,11.29,5.14166355650266,5.045211723440414,5.045211723440414,-0.19290366612449183,-0.19290366612449406,-0.89017254,0.047574047,0.18781307,0.2671367,0.04418126,-0.11064017,0.04420379,0.036123935,-0.046035174,0.046776965,-0.062471397,0.11496996,-0.11431158,0.029969,0.03878039,0.004243727,-0.0046815807,0.065737486,0.09684052,0.025231896,0.02852183,0.06239156,0.026451575,-0.048718974,0.014534269,-0.022889776,-0.028628318,0.018590894,-0.0012972223,-0.073406786,0.038337696,0.05011108,0.0029255908,0.055754323,-0.0030136965,0.022301948,0.037168536,-0.034383487,0.021280397,-0.034991056,0.0095304325,0.002508121,0.0074589546,-0.00090007717,0.00957085,-0.042822875,-0.02170797,-0.0038800335,-0.020208092,-0.0089047365
2022-03-29,machine learning certificate,Broad match,B,0.67,3,Tuesday,0,Mar,0,14,High,80.0,3.48,11.2,4.51085950651685,4.2626798770413155,4.2626798770413155,0.0,-8.881784197001252e-16,-0.69474965,-0.007104278,0.52368706,-0.30533677,0.0923428,0.11651848,0.060328025,0.09008866,0.04218838,-0.14045653,0.050686356,-0.03816075,-0.0312587,-0.016688367,0.042931344,-0.0760295,-0.038696073,0.13527624,0.055472333,0.03772552,-0.03227044,0.055538613,0.014697229,-0.020828184,-0.079176,-0.021444988,0.056155257,-0.08259972,0.0946058,0.042829487,-0.071651354,-0.0033521256,0.05517602,0.045696974,0.09460309,-0.034140278,0.042623293,0.004223802,0.016329868,-0.011254585,-0.021037508,6.741736e-05,-0.0011917752,-0.010525985,0.0024706572,-0.0068028416,0.01627452,-0.0326464,-0.01832003,0.008058244
2022-03-29,learn machine learning,Broad match,A,3.15,2,Tuesday,0,Mar,0,14,High,75.0,3.2,9.62,5.351858133476067,6.3818160174060985,6.3818160174060985,0.0,-2.6645352591003757e-15,-0.84664536,0.38947567,-0.06138207,0.04860934,0.09794304,-0.040423423,-0.01009727,0.030531041,-0.027217783,-0.023822283,0.07660075,-0.02601879,-0.04895302,-0.019443734,-0.017847966,0.10640552,-0.0031631174,0.10731456,-0.0006484283,-0.051040832,-0.04610958,-0.021314016,-0.14554578,-0.037930775,0.11784518,-0.009048849,0.025107525,-0.0069359397,0.031143386,0.018599585,-0.050390705,0.043862045,-0.045982454,-0.05023733,-0.0021129362,-0.029075408,0.037274208,0.017821854,0.0023442009,-0.005834023,0.015891155,-0.0025268835,0.04304277,0.0667477,-0.001082468,-0.013429952,-0.063096344,-0.023557825,0.032489114,-0.107259154
2022-03-29,machine learning course,Broad match,A,0.2,1,Tuesday,0,Mar,0,14,Medium,62.0,3.92,11.29,5.14166355650266,5.045211723440414,5.045211723440414,-0.19290366612449183,-0.19290366612449406,-0.89017254,0.047574047,0.18781307,0.2671367,0.04418126,-0.11064017,0.04420379,0.036123935,-0.046035174,0.046776965,-0.062471397,0.11496996,-0.11431158,0.029969,0.03878039,0.004243727,-0.0046815807,0.065737486,0.09684052,0.025231896,0.02852183,0.06239156,0.026451575,-0.048718974,0.014534269,-0.022889776,-0.028628318,0.018590894,-0.0012972223,-0.073406786,0.038337696,0.05011108,0.0029255908,0.055754323,-0.0030136965,0.022301948,0.037168536,-0.034383487,0.021280397,-0.034991056,0.0095304325,0.002508121,0.0074589546,-0.00090007717,0.00957085,-0.042822875,-0.02170797,-0.0038800335,-0.020208092,-0.0089047365
2022-03-29,data scientist machine learning,Broad match,A,3.99,3,Tuesday,0,Mar,0,14,Medium,47.0,3.62,10.92,5.771441123130016,6.680848381610565,6.680848381610565,-0.20041848865123058,-0.20041848865123058,-0.74939364,0.38627395,-0.0024973915,-0.0401725,-0.061862133,-0.11219939,0.03728133,-0.14325166,0.07393733,0.06290332,-0.21632072,-0.16258147,0.057656594,-0.15781565,0.06566864,0.09361743,-0.023030397,0.074501134,-0.08342851,-0.07785658,0.041496757,0.0007800762,0.06527997,-0.044606123,0.011693569,-0.033084672,0.13467087,-0.020289188,-0.067780256,0.07078225,-0.082525104,-0.06487662,-0.051376186,0.110449605,-0.027002497,0.07773204,0.038212765,0.07234546,-0.024097357,0.056713536,-0.02662652,-0.09023421,-0.050663814,-0.023226548,-0.01616208,-0.055477694,-0.012508874,-0.007211856,0.051117603,-0.08717094
2022-03-29,mit machine learning,Broad match,A,0.81,2,Tuesday,0,Mar,0,14,Low,12.0,3.38,7.59,3.044522437723423,2.9159412386417585,2.9159412386417585,-1.0360919316867756,-1.0360919316867756,-0.7634539,0.20176126,0.03101115,-0.09018777,-0.23263806,0.0337362,-0.2513075,-0.28433496,-0.10424403,-0.10452508,0.2915183,-0.020046428,-0.055687927,-0.020691253,0.0043821284,0.07539849,0.0520947,-0.068525456,-0.0065786582,-0.01937466,0.040037006,-0.017462818,0.0070947506,0.010916209,0.09111482,0.053504918,0.03706051,0.06385051,-0.011671342,-0.07452771,-0.003337839,0.10390931,-0.018196773,-0.0023679154,-0.024055397,0.059220206,-0.013208968,0.023111537,-0.019712606,0.0068167974,-0.023914127,0.016057018,-0.02064832,0.034082644,0.024670178,0.0022427358,0.00435589,-0.0021723441,0.004083791,-0.0025916132
2022-03-29,''mit machine learning certificate'',Broad match,A,1.78,2,Tuesday,0,Mar,0,14,High,86.0,3.42,13.61,3.4339872044851463,4.729809698447509,4.729809698447509,-0.4379003838613187,-0.43790038386132,-0.60231745,-0.13472803,0.54744273,-0.28508666,-0.106661975,0.10630393,-0.07602078,-0.13001432,0.02953889,-0.1937134,0.2969157,0.04041191,-0.035510972,-0.11176951,0.022151124,-0.021660766,0.054708347,0.083560854,0.07842417,-0.0077397362,-0.00041780475,0.08882345,0.022352263,0.01925398,-0.031963687,0.04543968,0.013893149,-0.013584379,0.04737602,0.020005887,0.016138496,0.042160004,-0.000259076,0.03789225,0.06095794,-0.012284592,0.004535142,-0.04033239,-0.010384,-0.026481606,-0.000158867,0.0006918664,-0.024908317,-0.02430818,-0.043830637,0.048840392,0.008990434,-0.040688947,-0.035364255,-0.02177661
2022-03-29,''mit machine learning'',Broad match,A,0.88,1,Tuesday,0,Mar,0,14,Low,12.0,3.38,7.59,3.044522437723423,2.9159412386417585,2.9159412386417585,-1.0360919316867756,-1.0360919316867756,-0.74391496,0.116845794,0.11643903,-0.11343632,-0.20010322,-0.10498607,-0.16165712,-0.24314322,-0.019999953,-0.11182203,0.33325613,0.14662184,-0.025343858,-0.17701901,-0.030444134,0.04330639,0.11240859,-0.07323234,0.054236002,-0.10886767,0.022864439,0.062378164,0.030089743,0.05691111,0.104627,0.06066763,-0.04173021,0.08900255,-0.00062379026,-0.009418148,0.04647323,0.057277653,-0.036973305,0.026297618,-0.024294809,0.021880137,0.020113856,-0.024720674,-0.010178968,-0.0047735265,-0.026500857,0.0497299,-0.03773971,-0.066643625,0.0042024087,0.028653644,0.04657446,-0.021874944,-0.028644511,0.03415709
2022-03-29,learning online courses,Phrase match,A,1.03,2,Tuesday,0,Mar,0,14,Medium,36.0,2.44,16.48,6.90875477931522,6.90875477931522,6.90875477931522,0.0,-1.7763568394002505e-15,-0.44997442,-0.28197834,0.15501389,0.5577746,0.14633381,-0.0942768,-0.13062674,0.17982,0.057879105,-0.2007263,0.1296024,-0.26610073,-0.07881177,-0.0102444505,-0.012852897,-0.10267069,-0.02917744,-0.0575638,-0.17362352,-0.009980709,0.0335392,-0.06672053,-0.10785906,0.0056794737,0.08270165,-0.038756326,-0.10064148,0.03429988,0.09600147,0.08098363,-0.06610805,0.064285986,0.059588138,0.09241559,-0.0030623758,-0.053442817,-0.04622751,0.045302115,-0.009290471,-0.057451077,-0.07977251,0.045758173,-0.034555454,0.012382118,-0.054292254,0.050302945,0.07301343,-0.11781122,-0.030224044,0.037184004
2022-03-29,artificial intelligence programs,Phrase match,A,1.59,1,Tuesday,0,Mar,0,14,High,69.0,3.18,10.84,9.200391041122515,7.039821628913863,7.039821628913863,-0.26213369919728446,-0.26213369919728535,-0.7375203,-0.16314651,-0.3249577,-0.13006008,-0.058788355,-0.118218355,0.104493864,-0.19840881,0.06992703,-0.1057966,-0.28782958,0.028945355,-0.13316327,0.11637949,0.07066507,-0.14815933,-0.004665933,-0.08094274,-0.065413415,0.04689836,-0.011405418,-0.05400612,-0.0438182,0.08861781,0.04725717,0.13572648,0.039456673,0.078816205,0.08546586,-0.028740335,0.0060219546,-0.049033668,-0.027965005,-0.074949965,0.034385607,0.013037911,-0.007785405,0.03661375,0.027832083,-0.049430054,-0.021665635,4.926102e-05,0.032768916,-0.030378472,0.013401531,0.005347374,0.0028929324,-0.035511307,-0.0044097407,0.005363679
2022-03-29,machine learning certificate,Broad match,A,0.38,1,Tuesday,0,Mar,0,14,High,80.0,3.48,11.2,4.51085950651685,4.2626798770413155,4.2626798770413155,0.0,-8.881784197001252e-16,-0.69474965,-0.007104278,0.52368706,-0.30533677,0.0923428,0.11651848,0.060328025,0.09008866,0.04218838,-0.14045653,0.050686356,-0.03816075,-0.0312587,-0.016688367,0.042931344,-0.0760295,-0.038696073,0.13527624,0.055472333,0.03772552,-0.03227044,0.055538613,0.014697229,-0.020828184,-0.079176,-0.021444988,0.056155257,-0.08259972,0.0946058,0.042829487,-0.071651354,-0.0033521256,0.05517602,0.045696974,0.09460309,-0.034140278,0.042623293,0.004223802,0.016329868,-0.011254585,-0.021037508,6.741736e-05,-0.0011917752,-0.010525985,0.0024706572,-0.0068028416,0.01627452,-0.0326464,-0.01832003,0.008058244
2022-03-29,mit xpro machine learning,Exact match,A,0.81,1,Tuesday,0,Mar,0,14,High,76.0,2.94,18.03,2.3978952727983707,3.239254821104285,3.239254821104285,-0.38946476676172326,-0.38946476676172326,-0.72392845,0.228349,0.060069267,-0.06411628,-0.19528538,-0.04127635,-0.1356462,-0.10900277,-0.13447925,-0.11985086,0.22931609,0.013720262,-0.025591012,0.036095273,0.065058365,0.11252946,-0.021877035,-0.10528679,-0.12196172,-0.009051943,-0.023110924,-0.024658496,-0.024728084,-0.029800234,-0.027940936,-0.0016836006,-0.032968145,0.15603186,-0.048364583,0.14963785,-0.038643707,-0.13252324,0.12096378,-0.13402748,-0.04492046,-0.058139,0.026755026,0.008429634,0.19705524,0.15806946,-0.018695973,0.00514669,-0.1086335,-0.053237773,0.029016383,-0.11919522,-0.022170993,-0.0035893254,-0.020795353,-0.09543207
2022-03-29,deep learning algorithms,Broad match,USA,1.44,1,Tuesday,0,Mar,0,14,Low,14.0,2.08,7.5,5.564520407322694,6.3818160174060985,6.3818160174060985,0.0,-2.6645352591003757e-15,-0.5996806,0.3006966,-0.2206247,0.032624595,0.23113023,0.3716697,0.035376728,-0.20265807,0.019140048,0.15959056,0.06266391,-0.18560167,-0.20741802,-0.04718241,-0.101574294,-0.07989202,-0.18175997,-0.12429315,0.024516765,0.03854818,-0.098798335,0.089479424,0.04749242,0.08986481,0.009931076,-0.033483244,0.06431773,0.11229697,-0.031806484,-0.047748476,0.105664276,-0.011816778,0.0021222832,-0.044228565,0.020637779,-0.07317202,-0.009855515,-0.048569065,-0.02668068,-0.039582957,0.060793392,0.058641367,0.023151949,0.0076902537,-0.06194664,0.0058275266,-0.021523673,-0.044860713,0.021387408,-0.044051014
2022-03-29,machine learning models,Broad match,B,0.62,1,Tuesday,0,Mar,0,14,Low,8.0,1.99,7.36,7.972810784121404,7.878225690171329,7.878225690171329,0.18917018790015128,0.1891701879001495,-0.75269115,0.4821234,-0.13866162,-0.0822616,-0.06899053,0.003947803,-0.08832505,0.14091013,-0.089208335,-0.043613687,-0.03889369,-0.15812314,-0.07958329,0.044774853,-0.03163295,-0.06831129,-0.018043919,-0.042391036,0.08659813,-0.09116583,0.039654955,0.055200655,-0.083921365,-0.017069723,0.018315509,-0.02467056,0.07993195,-0.013918701,-0.0064043174,-0.018248336,0.14589849,0.06529986,-0.02634305,-0.057563867,0.06448562,0.07745738,-0.0354921,0.03717158,-0.05539803,-0.01544199,-0.032883625,-0.01984588,0.004271853,-0.009981905,-0.0012102303,-0.008399536,0.04765506,-0.046699677,0.00031766447,-0.05133988
2022-03-29,+study +artificial +intelligence,Broad match,B,0.96,1,Tuesday,0,Mar,0,14,Medium,40.0,0.7,2.8,10.407318772389159,5.150309011927117,5.150309011927117,-0.4030982430978982,-0.40309824309789866,-0.5495005,-0.30178484,-0.23000734,0.025767256,-0.17362827,-0.19945769,0.014545388,0.11004311,0.59718084,-0.06555444,0.030136423,-0.07105777,0.063355185,-0.062233873,0.0025382342,0.039687283,0.06702524,-0.06303096,-0.037960917,0.015070488,0.07164991,-0.11427878,0.01682247,-0.045064546,-0.0747924,0.071428746,0.012976121,0.0050738836,-0.09947251,-0.07935305,0.059834912,0.0135208275,0.015740601,-0.08618895,0.04191742,0.02423153,-0.0069146333,-0.04571085,-0.053123247,0.03776767,0.06472298,-0.078655,-0.030695656,0.06395211,0.0051409397,0.0011693338,0.0020561307,0.018971708,-0.03240358,-0.008180163
2022-03-29,''mit machine learning certificate'',Broad match,B,0.2,1,Tuesday,0,Mar,0,14,High,86.0,3.42,13.61,3.4339872044851463,4.729809698447509,4.729809698447509,-0.4379003838613187,-0.43790038386132,-0.60231745,-0.13472803,0.54744273,-0.28508666,-0.106661975,0.10630393,-0.07602078,-0.13001432,0.02953889,-0.1937134,0.2969157,0.04041191,-0.035510972,-0.11176951,0.022151124,-0.021660766,0.054708347,0.083560854,0.07842417,-0.0077397362,-0.00041780475,0.08882345,0.022352263,0.01925398,-0.031963687,0.04543968,0.013893149,-0.013584379,0.04737602,0.020005887,0.016138496,0.042160004,-0.000259076,0.03789225,0.06095794,-0.012284592,0.004535142,-0.04033239,-0.010384,-0.026481606,-0.000158867,0.0006918664,-0.024908317,-0.02430818,-0.043830637,0.048840392,0.008990434,-0.040688947,-0.035364255,-0.02177661
2022-03-29,machine learning program,Broad match,USA,2.27,1,Tuesday,0,Mar,0,14,Medium,55.0,4.24,14.03,5.564520407322694,6.175867270105761,6.175867270105761,0.0,-1.7763568394002505e-15,-0.78605133,0.35127476,0.028221479,0.010771559,-0.03641631,0.00043062025,0.11396452,-0.06097864,-0.035791606,-0.19103591,-0.21908401,0.20095421,-0.012590866,0.13858373,0.04726881,-0.07762452,0.08871347,0.05963533,-0.059211347,0.11110012,-0.02602019,-0.0995384,0.07582005,-0.108406,-0.006965278,3.843291e-05,-0.05605917,0.027087783,0.022295307,-0.020413205,0.09067748,-0.034986954,-0.018176561,0.07643131,0.011058498,-0.02325756,0.022405904,0.0016625293,0.020672971,-0.059338816,0.0005387554,0.030278215,-0.026024058,0.0042003593,0.01640189,-0.034159634,-0.030434472,0.0024288227,0.0062536104,-0.032404598
2022-03-29,machine learning training,Broad match,USA,3.62,1,Tuesday,0,Mar,0,14,Medium,56.0,4.4,13.3,5.351858133476067,6.3818160174060985,6.3818160174060985,0.0,-2.6645352591003757e-15,-0.81036144,0.39980996,0.002238493,0.01340603,0.17114496,0.008316219,0.02789529,0.072891414,-0.04581434,0.0568373,0.050708164,-0.029311704,-0.13549963,0.08375324,0.0091177,0.0626823,0.14547503,0.11654715,-0.098069,-0.038141485,0.13028494,-0.10131643,-0.0624905,0.016403832,0.09658442,-0.040536456,0.013649559,-0.027144497,-0.0005506825,0.03236928,-0.00045163586,0.014311251,-0.031408276,-0.062380295,0.011404992,-0.023528483,0.028428826,-0.032190967,-0.0033071805,-0.041133326,0.021568721,-0.04998561,-0.0014682098,0.037298087,-0.041204613,0.00055856723,-0.018636491,0.05060637,-0.01995117,-0.028869405
2022-03-29,''learn machine learning'',Broad match,B,2.44,7,Tuesday,0,Mar,0,14,High,75.0,3.2,9.62,5.351858133476067,6.3818160174060985,6.3818160174060985,0.0,-2.6645352591003757e-15,-0.81846637,0.25482485,0.08815009,0.016966099,0.1401781,-0.20642044,0.085667096,0.058462128,0.10495256,-0.025163118,0.110525966,0.15941575,0.011414527,-0.19118623,-0.012330012,-0.0035751204,0.04625975,0.035734106,0.036257338,-0.15506193,-0.051703826,0.05320316,-0.0041194214,0.044855956,0.111884594,-0.0060047223,-0.04748785,0.003228328,0.06560494,0.077208795,-0.02161032,-0.025513766,-0.056805983,0.0060926145,-0.040476806,-0.09298503,0.089818545,0.029696032,-0.006543908,0.013895506,-0.042199764,0.06899097,-0.0037829326,-0.057920385,-0.0019300567,-0.019446943,-0.015293431,-0.036348976,-0.028266897,0.009322196
2022-03-29,mit machine learning,Exact match,USA,11.26,1,Tuesday,0,Mar,0,14,Low,12.0,3.38,7.59,3.044522437723423,2.9159412386417585,2.9159412386417585,-1.0360919316867756,-1.0360919316867756,-0.7634539,0.20176126,0.03101115,-0.09018777,-0.23263806,0.0337362,-0.2513075,-0.28433496,-0.10424403,-0.10452508,0.2915183,-0.020046428,-0.055687927,-0.020691253,0.0043821284,0.07539849,0.0520947,-0.068525456,-0.0065786582,-0.01937466,0.040037006,-0.017462818,0.0070947506,0.010916209,0.09111482,0.053504918,0.03706051,0.06385051,-0.011671342,-0.07452771,-0.003337839,0.10390931,-0.018196773,-0.0023679154,-0.024055397,0.059220206,-0.013208968,0.023111537,-0.019712606,0.0068167974,-0.023914127,0.016057018,-0.02064832,0.034082644,0.024670178,0.0022427358,0.00435589,-0.0021723441,0.004083791,-0.0025916132
2022-03-29,''machine learning models'',Broad match,B,0.68,1,Tuesday,0,Mar,0,14,Low,8.0,1.99,7.36,7.972810784121404,7.878225690171329,7.878225690171329,0.18917018790015128,0.1891701879001495,-0.7351334,0.3384197,0.002271594,-0.06391376,-0.06935688,-0.1063979,0.051056724,0.16604097,-0.008164014,-0.041868135,0.026482014,0.055646263,-0.019019134,-0.16927184,-0.1368488,-0.17998992,0.0890652,-0.124453194,0.15808417,-0.25926134,-0.004002086,0.17977096,-0.017960735,0.02389153,0.08256737,0.015358794,-0.026617032,-0.017569087,-0.034579836,0.03005004,0.122488864,-0.05382077,-0.059530444,-0.011962449,0.03184588,0.02481272,0.06293831,0.014813326,-0.025862928,-0.0047091446,-0.047119327,-0.0054072714,-0.053353045,-0.11232576,-0.023140958,-0.010781432,0.009541653,-0.029787026,-0.046830665,0.015749302
2022-03-30,mit machine learning,Broad match,B,3.4,5,Wednesday,0,Mar,0,13,Low,12.0,3.38,7.59,3.044522437723423,2.9159412386417585,2.9159412386417585,-1.0360919316867756,-1.0360919316867756,-0.7634539,0.20176126,0.03101115,-0.09018777,-0.23263806,0.0337362,-0.2513075,-0.28433496,-0.10424403,-0.10452508,0.2915183,-0.020046428,-0.055687927,-0.020691253,0.0043821284,0.07539849,0.0520947,-0.068525456,-0.0065786582,-0.01937466,0.040037006,-0.017462818,0.0070947506,0.010916209,0.09111482,0.053504918,0.03706051,0.06385051,-0.011671342,-0.07452771,-0.003337839,0.10390931,-0.018196773,-0.0023679154,-0.024055397,0.059220206,-0.013208968,0.023111537,-0.019712606,0.0068167974,-0.023914127,0.016057018,-0.02064832,0.034082644,0.024670178,0.0022427358,0.00435589,-0.0021723441,0.004083791,-0.0025916132
2022-03-30,learn machine learning,Broad match,B,3.94,6,Wednesday,0,Mar,0,13,High,75.0,3.2,9.62,5.351858133476067,6.3818160174060985,6.3818160174060985,0.0,-2.6645352591003757e-15,-0.84664536,0.38947567,-0.06138207,0.04860934,0.09794304,-0.040423423,-0.01009727,0.030531041,-0.027217783,-0.023822283,0.07660075,-0.02601879,-0.04895302,-0.019443734,-0.017847966,0.10640552,-0.0031631174,0.10731456,-0.0006484283,-0.051040832,-0.04610958,-0.021314016,-0.14554578,-0.037930775,0.11784518,-0.009048849,0.025107525,-0.0069359397,0.031143386,0.018599585,-0.050390705,0.043862045,-0.045982454,-0.05023733,-0.0021129362,-0.029075408,0.037274208,0.017821854,0.0023442009,-0.005834023,0.015891155,-0.0025268835,0.04304277,0.0667477,-0.001082468,-0.013429952,-0.063096344,-0.023557825,0.032489114,-0.107259154
