x_max,alpha,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),clicks/$ (opt),avg n kws (opt),se n kws (opt),avg clicks (act),se clicks (act),avg cost (act),se cost (act),clicks/$ (act),avg n kws (act),se n kws (act),improvement in clicks,improvement in clicks/$
10.0,0.0,204.18118799999996,6.638882052217793,511.74118088307216,0.06583789178834532,0.39899307624151004,130.7,8.954266518754558,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.008368541000748287,-0.28544798415354916
10.0,0.25,204.537346,6.617088200448759,511.68103254333226,0.08019470070218276,0.39973603278460107,132.7,9.481033698917011,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.010127461723776873,-0.284117432003239
10.0,0.5,205.72557899999998,6.406320090167113,511.6658454056891,0.09020432991609047,0.40207018085579754,132.5,9.463673235647514,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.01599566529490562,-0.2799372336266938
10.0,0.75,205.409935,6.5506956083902095,511.65338695402636,0.08390824852379856,0.40146306120017283,132.2,9.420780812178528,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.014436826878529907,-0.28102451709003906
10.0,1.0,205.01385799999997,6.491780544882171,511.6775950514784,0.09558828277094258,0.40066999216444904,132.4,9.531468349047216,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.01248076231388464,-0.2824448151150574
20.0,0.0,272.569802,6.670631748611022,511.64787635809705,0.10903222131785523,0.5327292745552826,89.6,10.104124570359042,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.3461123243322635,-0.04594139672869955
20.0,0.25,271.846944,7.076543883303046,511.66957380349413,0.08019345760533479,0.5312939403045341,92.8,10.682072208455933,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.3425424201998089,-0.048511919986764754
20.0,0.5,271.54503700000004,6.8556488316505275,511.63663497881896,0.0912941150556195,0.5307380637651986,92.5,10.586416873627366,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.34105142328628385,-0.0495074327547696
20.0,0.75,271.34228,7.055098285259784,511.6429595943056,0.0837316651808885,0.5303352169941986,92.3,10.609272673782433,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.34005008823543814,-0.05022888630731457
20.0,1.0,271.895218,6.998357086738412,511.6578140161379,0.08088058848106493,0.5314004996148155,92.3,10.551513846100208,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.3427808260168436,-0.04832108416904579
30.0,0.0,275.68423700000005,6.7585776825986175,511.7303604498147,0.054988787502343144,0.5387294917535703,86.1,9.415648912552147,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.361493262741691,-0.03519567819408063
30.0,0.25,274.392786,6.967659777039153,511.73277256032026,0.053470489518313916,0.5362032699745766,83.9,8.35656761010298,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.35511530709651173,-0.039719859118870805
30.0,0.5,274.540672,7.734670681735268,511.70151520823237,0.04542807938994487,0.5365250323487474,88.2,9.002221947941518,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.35584565640790083,-0.03914361866063257
30.0,0.75,274.411858,7.044273071752179,511.67285513649676,0.05859343029536654,0.5363033337517902,85.5,8.5,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.35520949601275004,-0.039540656075061804
30.0,1.0,274.38525599999997,7.16895554680677,511.6943634097041,0.07725437398971077,0.5362288030136162,86.2,8.642016225652693,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.35507811946337015,-0.03967413229902642
None,0.0,373.574767,16.54145115077044,511.62715318938206,0.09298875315778651,0.7301699385406132,33.9,4.581241947090088,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.8449351110371861,0.30765277034246824
None,0.25,374.4808770000001,15.322780459276897,511.5594750518802,0.11549796459986925,0.7320378084327765,34.6,4.4,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.8494100228918778,0.31099791660254106
None,0.5,375.336731,15.443813959623334,511.69753392848224,0.059796896667616346,0.7335128784350545,35.3,4.4172641105351875,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.8536367406308772,0.3136396021515012
None,0.75,374.123968,15.541466154755,511.5270504460477,0.1123714473385803,0.7313864783372975,34.4,4.3210081128263464,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.8476473932827284,0.30983145718151517
None,1.0,375.467311,15.390165859428361,511.65193102310116,0.10554222213566058,0.7338334680946365,34.6,4.266666666666667,202.48666999999998,5.051804366569104,362.63100000000003,9.628934341636956,0.5583821294925143,35.1,0.7218802609235904,0.8542816225877982,0.3142137424089505
