Day,x_max,alpha,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,N_Opt,N_Obs,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias
2025-12-01,,0.25,420.6718,221.91217,437.3210370115095,322,511.9203539761828,355.41,38,31,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-01,30.0,0.25,262.8939,221.91217,313.8844170937603,322,511.9408804702457,355.41,82,31,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-02,,0.25,363.72412,200.57773,465.26408157587707,292,511.5946366919205,350.34000000000003,22,32,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-02,30.0,0.25,304.6198,200.57773,376.06883500556273,292,511.31802906529873,350.34000000000003,76,32,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-03,,0.25,322.47455,202.77689,559.8702801100193,276,511.6632224726548,359.4600000000001,40,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-03,30.0,0.25,249.2347,202.77689,550.5349652042041,276,511.7420348936874,359.4600000000001,79,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-04,,0.25,446.23883,222.36336,464.4151157088853,308,511.43820493632325,370.06000000000006,29,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-04,30.0,0.25,278.66006,222.36336,370.70128196353517,308,511.7568820437658,370.06000000000006,106,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-05,,0.25,354.3908,192.39749,457.62648138581204,303,511.90210993844534,326.77000000000004,59,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-05,30.0,0.25,262.02686,192.39749,429.4013406674819,303,511.7737652385808,326.77000000000004,112,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-06,,0.25,373.97488,220.87614,469.54063341707575,309,510.7603938121875,443.0,22,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-06,30.0,0.25,303.6448,220.87614,414.9824025059193,309,511.721845067595,443.0,59,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-07,,0.25,364.2069,189.07526,450.5387734908883,304,511.6429985462254,355.98,35,34,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-07,30.0,0.25,264.75464,189.07526,366.84795981423264,304,511.71934661639796,355.98,129,34,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-08,,0.25,379.65594,193.11932,418.41533696804925,310,511.1415970220632,355.0,17,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-08,30.0,0.25,279.34738,193.11932,326.3149112065233,310,511.69902932478607,355.0,43,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-09,,0.25,430.64618,207.37494,451.0794256027663,323,511.662845168742,362.77,29,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-09,30.0,0.25,296.72128,207.37494,347.5278737497947,323,511.727727574658,362.77,61,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-10,,0.25,288.82477,174.3934,349.4222823849585,285,511.8683879540577,347.52,55,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-10,30.0,0.25,242.02444,174.3934,335.14081330933584,285,511.928185308187,347.52,92,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
