Match type,Region,day_of_week,is_weekend,month,is_public_holiday,days_to_next_course_start,last_month_searches,three_month_avg,six_month_avg,mom_change,search_trend,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Cost,llm_relevance_score,Clicks
Exact match,B,Tuesday,0,Aug,0,55,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,57.0,2.37,12.98,1.5,5,1
Exact match,USA,Wednesday,0,Jul,0,75,4.2626798770413155,5.211728415493796,5.211728415493796,0.21019457697340638,0.024022237368389154,5.0,0.05,3.51,1.41,3,1
Broad match,C,Sunday,1,Jan,0,29,3.9318256327243257,4.042110380829989,4.235121672094164,0.0,-0.10398721349823019,77.0,2.84,9.17,1.0,4,4
Broad match,A,Saturday,1,Sep,0,2,3.044522437723423,3.1743440266439973,3.2858522981408114,0.0,-0.117833647955082,49.0,2.51,15.17,16.4,4,3
Exact match,USA,Tuesday,0,Jul,0,76,2.3978952727983707,3.044522437723423,2.828980049415072,0.0,0.07390024742000602,53.0,3.32,14.88,56.83,5,3
Broad match,USA,Monday,0,Jul,0,63,3.713572066704308,4.853574653042442,4.715328862245561,0.43213335519032636,0.0844385587181019,82.0,2.83,8.0,7.1,4,1
Phrase match,USA,Sunday,1,Mar,0,29,3.9318256327243257,4.802793095757729,5.177374318885719,0.0,-0.2631780823076775,77.0,2.84,9.17,66.35,4,7
Broad match,A,Wednesday,0,Mar,0,26,5.968707559985366,6.175867270105761,6.072287415045564,0.0,0.05326963974524453,22.0,2.37,9.89,7.14,4,4
Broad match,A,Sunday,1,Jan,0,15,8.188966863648876,8.188966863648876,8.222403564175911,0.0,-0.017196017413903933,42.0,4.08,35.0,9.85,4,11
Broad match,B,Monday,0,Jan,0,84,4.948759890378168,5.222986967962117,5.6318209340679735,0.0,-0.23366162687336042,71.0,2.97,9.15,3.84,5,3
Phrase match,C,Tuesday,0,Mar,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,5,4
Exact match,USA,Monday,0,Mar,0,21,2.3978952727983707,2.3978952727983707,2.505666466952546,0.0,-0.09237530927500734,63.0,2.97,11.89,14.52,4,3
Broad match,A,Monday,0,Oct,1,117,5.14166355650266,5.281793274484932,5.387713128596041,0.0,-0.05461407907846946,6.0,3.98,16.2,1.8,3,2
Broad match,A,Wednesday,0,Dec,0,38,5.968707559985366,5.352680699100474,5.35226941628827,-0.21019457697340638,-0.023951731743440154,50.0,4.64,49.99,2.0,4,2
Broad match,USA,Tuesday,0,Dec,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.57,4,4
Broad match,B,Thursday,0,Dec,0,53,3.044522437723423,3.044522437723423,3.10943323218371,0.0,-0.05563782382310327,49.0,2.51,15.17,4.08,4,3
Broad match,B,Saturday,1,Mar,0,16,5.351858133476067,5.422745558091609,5.45818927039938,-0.21266227384662706,-0.030380324835232477,46.0,2.69,10.75,3.47,4,3
Exact match,A,Friday,0,Apr,0,3,3.713572066704308,4.345406420199827,4.364739100192165,0.2481796294755343,-0.040201089088200796,82.0,2.83,8.0,16.78,4,5
Exact match,USA,Saturday,1,Nov,0,91,5.351858133476067,5.702467551194242,5.527162842335155,-0.20692071580732208,0.07833266650996935,46.0,2.69,10.75,12.54,4,1
Broad match,A,Sunday,1,Feb,0,43,2.3978952727983707,2.3978952727983707,2.505666466952546,0.0,-0.05542518556500439,46.0,2.58,5.22,0.79,5,1
Broad match,A,Wednesday,0,Jul,0,61,5.968707559985366,5.422745558091609,5.493632982707151,-0.21266227384662706,-0.036456389802278735,50.0,4.64,49.99,9.28,4,5
Exact match,B,Monday,0,Aug,0,42,5.771441123130016,5.968707559985366,5.968707559985366,0.0,0.0,14.0,2.48,9.22,2.7,5,1
Exact match,A,Friday,0,Aug,0,31,2.3978952727983707,2.3978952727983707,2.505666466952546,0.0,-0.05542518556500439,57.0,2.37,12.98,0.01,5,1
Broad match,B,Wednesday,0,Mar,0,33,7.3783837129967145,7.083510578780078,7.083510578780076,0.0,0.02995813705111805,12.0,1.27,8.12,1.94,3,1
Broad match,USA,Sunday,1,Feb,0,43,2.3978952727983707,2.3978952727983707,2.505666466952546,0.0,-0.05542518556500439,46.0,2.58,5.22,121.61,5,6
Broad match,USA,Saturday,1,Sep,0,16,3.9318256327243257,4.577083071448677,4.6822170797796465,0.19867069479548416,-0.06740964202134651,61.0,2.59,7.15,14.93,4,3
Broad match,B,Sunday,1,Aug,0,50,4.709530201312334,5.211728415493796,5.246760844989364,-0.21019457697340638,-0.03002779671048677,9.0,1.97,10.57,2.72,3,3
Broad match,B,Friday,0,Jun,0,101,7.972810784121404,7.972810784121404,8.097116507415702,0.0,-0.12430572329429838,20.0,2.31,6.74,19.04,5,13
Phrase match,USA,Friday,0,Nov,0,129,5.351858133476067,5.96706827691546,5.694906917503535,0.6119315772995835,0.1980326265525477,46.0,2.69,10.75,61.87,4,4
Phrase match,C,Friday,0,Aug,0,38,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,21.0,0.0,0.0,1.26,5,2
Broad match,USA,Tuesday,0,Aug,0,41,5.771441123130016,5.633493979258468,5.599007193290581,0.0,0.005912020451637964,41.0,2.69,8.64,11.45,5,3
Phrase match,B,Monday,0,Sep,1,21,4.709530201312334,6.175982510173576,5.521538413986401,-0.4047718671791882,0.39572726072263587,18.0,2.13,5.94,1.46,4,3
Phrase match,USA,Friday,0,Apr,0,171,4.709530201312334,4.933317882731054,5.244890434712942,0.23922968906583453,-0.2303577341465477,18.0,2.13,5.94,5.89,4,1
Broad match,A,Sunday,1,Apr,0,1,6.3818160174060985,7.15267565694148,6.900060478555087,0.26213369919728446,0.12951199197968935,73.0,4.2,46.65,1.09,5,1
Exact match,USA,Wednesday,0,Jul,0,82,3.713572066704308,4.853574653042442,4.715328862245561,0.43213335519032636,0.0844385587181019,82.0,2.83,8.0,25.39,4,1
Phrase match,USA,Friday,0,Nov,0,78,5.771441123130016,6.3818160174060985,6.313166434972653,0.0,0.02353699969146651,27.0,6.37,37.94,23.19,4,4
Broad match,B,Thursday,0,Nov,0,86,3.044522437723423,3.275013135402329,3.484070718353461,-1.3156767939059373,-0.19516849179920842,50.0,3.75,9.14,4.2,4,3
Broad match,USA,Saturday,1,Dec,0,58,4.709530201312334,4.643306636380506,4.716290033690726,0.19867069479548416,-0.03753431861668477,29.0,1.68,6.0,5.92,4,1
Broad match,B,Tuesday,0,Aug,0,27,3.9318256327243257,4.789273431000946,4.683178251224811,0.23922968906583453,0.07958611439122948,61.0,2.59,7.15,2.56,4,2
Exact match,USA,Sunday,1,Aug,0,50,5.351858133476067,5.421654271036249,5.4576436268716995,0.6297775666273555,0.017619489198942982,46.0,2.69,10.75,22.51,4,2
Broad match,A,Wednesday,0,Dec,0,47,6.78105762593618,6.866189061522206,6.790220262287321,-0.12769715337904053,0.0317726879848529,9.0,4.09,16.17,14.2,3,9
Exact match,USA,Sunday,1,Mar,0,22,3.9318256327243257,4.802793095757729,5.177374318885719,0.0,-0.2631780823076775,77.0,2.84,9.17,3.38,4,1
Phrase match,A,Tuesday,0,Jul,0,62,3.044522437723423,3.6203771126312545,3.573779635594727,-0.2795848622191617,0.023964416761642512,50.0,3.75,9.14,1.82,4,1
Broad match,B,Wednesday,0,Feb,0,5,3.044522437723423,2.828980049415072,2.9367512435692475,0.6466271649250523,-0.055425185565004274,49.0,2.51,15.17,14.62,4,6
Phrase match,A,Monday,0,Aug,0,35,5.771441123130016,6.244516852539207,6.244315025402531,0.0,0.011941494534313327,27.0,6.37,37.94,46.66,4,14
Broad match,B,Monday,0,Jan,0,28,3.9318256327243257,4.152395128935653,4.09725275488282,-0.33085424431698973,0.009452978409056864,61.0,2.59,7.15,0.29,4,1
Broad match,C,Friday,0,Dec,0,52,2.3978952727983707,2.3978952727983707,2.505666466952546,0.0,-0.018475061855001446,46.0,2.58,5.22,0.59,5,1
Broad match,B,Tuesday,0,Dec,0,62,7.3783837129967145,7.9708443978069745,7.877242497014115,-0.42267544163297543,0.000169450446461677,46.0,2.9,9.87,0.28,3,1
Phrase match,B,Monday,0,Aug,0,35,3.044522437723423,3.3973605696376254,3.50886884113444,-0.38946476676172326,-0.07960224058474571,50.0,3.75,9.14,1.39,4,1
Broad match,USA,Sunday,1,Mar,0,36,3.713572066704308,4.152395128935652,4.397850882658079,0.0,-0.1186810419417333,82.0,2.83,8.0,85.7,4,7
Phrase match,USA,Tuesday,0,Feb,0,41,3.9318256327243257,4.1910604889203285,4.176715486170576,0.7777045685880082,0.006258408772756208,32.0,4.39,14.7,157.98,4,18
Broad match,A,Friday,0,Mar,0,17,2.3978952727983707,2.613437661106721,2.505666466952546,0.6466271649250523,0.09237530927500741,63.0,2.97,11.89,5.14,4,3
Broad match,USA,Tuesday,0,Jul,0,62,6.3818160174060985,6.448090390699048,6.481227577345524,-0.19882311987885082,-0.028403302839835855,73.0,4.2,46.65,32.13,5,5
Exact match,A,Tuesday,0,Jan,0,13,2.3978952727983707,2.3978952727983707,2.505666466952546,0.0,-0.018475061855001446,50.0,2.96,10.95,0.58,5,1
Broad match,A,Monday,0,Dec,0,63,3.044522437723423,3.673591460489682,3.7663329522703344,-0.6690496289808849,-0.1048329885327854,53.0,4.25,18.02,11.26,5,8
Broad match,A,Saturday,1,Jul,0,86,8.38958706681109,8.188966863648876,8.152940850394296,0.0,0.0185276639594975,51.0,4.08,26.03,2.45,5,2
Broad match,A,Sunday,1,Dec,1,43,3.713572066704308,3.1743440266439973,3.2392548211042844,0.38946476676172326,0.011127564764620521,60.0,4.27,17.3,7.62,5,4
Phrase match,A,Sunday,1,Mar,0,36,4.948759890378168,4.042110380829989,4.047098058072575,-0.33085424431698973,-0.03565274108433127,17.0,5.22,34.91,47.89,4,28
Phrase match,USA,Sunday,1,Aug,0,50,3.9318256327243257,4.709530201312334,4.821424042021694,0.0,-0.0685684704290703,77.0,2.84,9.17,38.75,4,3
Exact match,A,Wednesday,0,Jun,0,89,5.351858133476067,5.422745558091609,5.422745558091609,0.0,-0.012152129934092752,46.0,2.69,10.75,9.62,4,1
Phrase match,A,Wednesday,0,Dec,0,47,3.713572066704308,4.2626798770413155,4.4529932567109105,0.0,-0.10922806353267632,82.0,2.83,8.0,1.6,4,1
Phrase match,A,Sunday,1,Jun,0,106,2.3978952727983707,3.044522437723423,2.721208855260897,0.0,0.16627555669501337,21.0,0.0,0.0,2.98,5,3
Broad match,USA,Sunday,1,Feb,0,57,3.713572066704308,4.577083071448677,4.608703197179643,0.19867069479548416,-0.04411374000685946,82.0,2.83,8.0,11.52,4,1
Phrase match,C,Wednesday,0,Jul,0,68,5.771441123130016,6.037760796692164,6.141138824615685,0.20715971012039525,-0.05309664505666482,76.0,4.02,14.77,3.56,5,7
Exact match,USA,Thursday,0,Oct,0,158,3.9318256327243257,4.301345237025991,4.2268701829808215,0.44685032427101845,0.0638357606101459,75.0,2.4,9.08,4.43,5,2
Broad match,B,Sunday,1,Dec,0,106,3.9318256327243257,4.85741594710175,4.449763163965869,-0.8409986269592169,0.21720334844253886,75.0,2.4,9.08,4.44,5,7
Exact match,USA,Tuesday,0,Jan,0,13,3.4339872044851463,3.6931283013045935,3.7761013726777897,-0.2795848622191617,-0.08359140780674097,82.0,4.15,11.06,8.79,4,2
Broad match,C,Friday,0,Nov,0,87,3.044522437723423,3.96935919215665,3.877841223767149,-0.5491078103370075,0.047066383743172145,53.0,4.25,18.02,2.67,5,5
Broad match,B,Wednesday,0,Dec,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,5,5
Exact match,USA,Friday,0,Jul,0,80,4.709530201312334,4.428132963358338,4.469496234937594,-0.2481796294755343,-0.0354542327822191,53.0,2.72,8.25,9.58,5,1
Broad match,USA,Tuesday,0,Mar,0,20,3.713572066704308,3.5271821585581997,3.50886884113444,-0.2795848622191617,0.0476496849025557,17.0,2.24,11.08,3.45,4,1
Phrase match,USA,Wednesday,0,Dec,0,117,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,21.0,0.0,0.0,16.47,5,4
Exact match,C,Friday,0,Jul,0,73,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,63.0,2.97,11.89,0.13,4,1
Exact match,USA,Friday,0,Aug,0,45,3.713572066704308,3.3973605696376254,3.2429918984469235,-0.6690496289808849,0.11633972603664998,49.0,4.48,21.42,43.42,5,4
Broad match,USA,Wednesday,0,Dec,0,59,5.771441123130016,5.9029520810335825,5.970356438862873,-0.19726643685535006,-0.034099768411347244,14.0,2.48,9.22,10.29,5,2
Phrase match,B,Friday,0,Jul,1,87,5.771441123130016,6.244516852539207,6.210192061322484,0.0,0.005884249922866328,76.0,4.02,14.77,1.31,5,1
Phrase match,A,Friday,0,Dec,0,38,6.78105762593618,6.866189061522206,6.790220262287321,-0.12769715337904053,0.0317726879848529,9.0,4.09,16.17,0.62,3,1
Exact match,USA,Friday,0,Jul,0,80,3.9318256327243257,4.152395128935653,4.331627317726251,-0.33085424431698973,-0.11108251105327882,75.0,2.4,9.08,26.62,5,2
Exact match,USA,Sunday,1,Sep,0,22,3.9318256327243257,4.560580093221994,4.746948987976524,0.44685032427101845,-0.10686992679515775,63.0,3.61,11.34,81.16,4,3
Phrase match,B,Sunday,1,Jul,0,78,3.044522437723423,3.6203771126312545,3.573779635594727,-0.2795848622191617,0.023964416761642512,50.0,3.75,9.14,0.88,4,1
Broad match,A,Sunday,1,Mar,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4,3
Phrase match,C,Friday,0,Feb,0,45,3.9318256327243257,4.1910604889203285,4.176715486170576,0.7777045685880082,0.006258408772756208,32.0,4.39,14.7,1.06,4,2
Phrase match,B,Monday,0,Aug,0,42,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,21.0,0.0,0.0,0.23,5,1
Phrase match,B,Thursday,0,Feb,0,53,7.3783837129967145,7.492884799324524,7.56042761319528,-0.1717516294917143,-0.057893840460648646,71.0,5.55,26.71,3.09,5,2
Broad match,A,Tuesday,0,Jan,0,13,4.709530201312334,4.428132963358338,4.345406420199827,-0.2481796294755343,0.028363386225775517,15.0,4.08,18.8,3.37,2,2
Broad match,USA,Monday,0,Aug,0,28,2.3978952727983707,3.088623227256221,3.2613052158706837,-1.0360919316867756,-0.1480131330981108,30.0,3.38,9.12,11.01,5,3
Phrase match,C,Tuesday,0,Oct,0,160,5.771441123130016,6.690011017961706,6.363885907326934,0.3281156420302711,0.1983086484493489,76.0,4.02,14.77,0.85,5,2
Broad match,USA,Saturday,1,Mar,0,16,5.351858133476067,5.422745558091609,5.45818927039938,-0.21266227384662706,-0.030380324835232477,46.0,2.69,10.75,95.92,4,22
Broad match,B,Sunday,1,Sep,0,1,10.407318772389159,9.939835896042796,9.973864253966857,0.20417014754436558,-0.017500298360945146,8.0,2.64,9.19,1.5,5,2
Broad match,C,Thursday,0,Dec,0,60,3.044522437723423,3.673591460489682,3.7663329522703344,-0.6690496289808849,-0.1048329885327854,53.0,4.25,18.02,0.5,5,1
Phrase match,A,Monday,0,Aug,0,28,5.771441123130016,6.241737989125359,6.174276011262161,0.4047718671791882,0.05782455245416977,76.0,4.02,14.77,5.52,5,2
Phrase match,A,Monday,0,Nov,0,68,2.3978952727983707,2.8289800494150725,2.721208855260896,-0.6466271649250523,-0.018475061855001387,63.0,2.97,11.89,0.03,4,1
Broad match,USA,Thursday,0,Jul,0,74,2.3978952727983707,3.4339872044851467,3.3690764100248587,0.0,0.05563782382310321,30.0,3.38,9.12,5.15,5,2
Broad match,A,Sunday,1,Sep,0,8,2.3978952727983707,2.958801638335647,3.2610541753598326,0.38946476676172326,-0.13447031602924495,45.0,0.0,0.0,22.06,4,13
Exact match,USA,Monday,0,Jul,0,63,3.9318256327243257,3.9318256327243257,3.9142168181038186,0.0,0.009055961804832143,32.0,4.39,14.7,3.61,4,1
Phrase match,A,Monday,0,Nov,0,77,6.78105762593618,6.866189061522206,6.7902202622873205,0.0,0.03491416330524393,9.0,4.09,16.17,2.78,3,1
Broad match,C,Thursday,0,Sep,0,18,3.044522437723423,3.5271821585581997,3.3973605696376254,0.2795848622191617,0.04451025905848238,78.0,2.95,8.71,0.23,5,1
Broad match,USA,Friday,0,Nov,0,73,3.044522437723423,3.044522437723423,3.10943323218371,0.0,-0.033382694293862106,49.0,2.51,15.17,174.58,4,20
Exact match,A,Monday,0,Oct,0,98,3.044522437723423,4.042110380829989,3.96935919215665,0.33085424431698973,0.024943264688002023,53.0,4.25,18.02,1.28,5,1
Broad match,A,Saturday,1,Sep,0,2,2.3978952727983707,2.613437661106721,2.721208855260897,0.6466271649250523,-0.018475061855001387,63.0,2.97,11.89,0.81,4,1
Exact match,USA,Tuesday,0,Nov,0,88,5.351858133476067,5.702467551194242,5.527162842335155,-0.20692071580732208,0.07833266650996935,46.0,2.69,10.75,21.25,4,2
Broad match,USA,Friday,0,Nov,0,78,5.968707559985366,5.422745558091609,5.422745558091609,-0.21266227384662706,-0.012152129934092752,50.0,4.64,49.99,8.64,4,2
Broad match,B,Thursday,0,Jan,0,18,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,18.0,0.0,0.0,1.17,4,2
Phrase match,B,Monday,0,Nov,0,133,3.713572066704308,4.0691755293477705,3.9712832977924233,-0.8286926725561692,0.10864565147118042,49.0,4.48,21.42,4.33,5,3
Broad match,A,Wednesday,0,Aug,0,47,8.38958706681109,8.188966863648876,8.152940850394296,0.0,0.030879439932495912,51.0,4.08,26.03,0.53,5,1
Exact match,USA,Sunday,1,Aug,0,36,3.9318256327243257,3.6931283013045935,3.9641249866993786,0.2795848622191617,-0.1707473130794327,75.0,2.4,9.08,6.54,5,1
Phrase match,B,Tuesday,0,Apr,0,6,5.351858133476067,5.493632982707151,5.45818927039938,0.21266227384662706,0.006076064967046496,46.0,2.69,10.75,0.41,4,1
Broad match,USA,Saturday,1,Aug,0,30,2.3978952727983707,2.613437661106721,2.721208855260896,-0.6466271649250523,-0.018475061855001387,46.0,2.58,5.22,4.15,5,9
Phrase match,A,Monday,0,Aug,0,42,6.78105762593618,6.714251463052437,6.811503121183828,-0.20041848865123058,-0.06146762353335781,9.0,4.09,16.17,0.76,3,1
Phrase match,USA,Monday,0,Nov,0,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.74,4,8
Phrase match,A,Tuesday,0,Dec,0,125,3.9318256327243257,3.96935919215665,4.143603703704662,0.21825356602001778,-0.07542976996894742,32.0,4.39,14.7,14.33,4,5
Exact match,USA,Wednesday,0,Mar,0,33,3.044522437723423,3.7135720667043075,3.7948681523939523,0.0,-0.013361505312435101,50.0,3.75,9.14,20.66,4,1
Broad match,B,Wednesday,0,Jan,0,19,3.4339872044851463,5.14166355650266,5.1766959859982284,0.0,-0.018016678026291894,82.0,4.15,11.06,5.24,4,3
Phrase match,USA,Saturday,1,Jul,0,86,4.709530201312334,5.493632982707151,5.493632982707151,-0.21266227384662706,-0.012152129934092632,70.0,3.86,12.4,9.28,4,1
Broad match,USA,Sunday,1,Jul,0,57,10.407318772389159,10.007892611890918,10.041131494335096,0.0,-0.0284904706664404,8.0,2.64,9.19,2.06,4,1
Broad match,B,Friday,0,Sep,0,3,6.3818160174060985,6.58063913728495,6.680848381610564,0.0,-0.05153618279603056,54.0,2.89,9.12,9.75,4,13
Broad match,USA,Friday,0,Nov,0,87,3.9318256327243257,4.079643940262312,3.886386120783453,-0.5491078103370075,0.05554051422586925,75.0,2.4,9.08,22.45,5,3
Phrase match,USA,Monday,0,Sep,0,14,3.9318256327243257,4.494356528290166,4.641814979645556,0.2481796294755343,-0.1008586540605613,77.0,2.84,9.17,18.89,4,2
Broad match,A,Wednesday,0,Nov,0,82,2.3978952727983707,2.613437661106721,2.505666466952546,-0.6466271649250523,0.055425185565004455,50.0,2.96,10.95,3.26,5,1
Phrase match,USA,Sunday,1,Aug,0,43,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,21.0,0.0,0.0,24.54,5,6
Broad match,B,Saturday,1,Jun,0,93,7.972810784121404,7.972810784121404,8.097116507415702,0.0,-0.12430572329429838,20.0,2.31,6.74,20.24,5,16
Phrase match,B,Thursday,0,Aug,0,53,3.713572066704308,3.8733910662370765,3.523867546440537,1.707676352017514,0.2995915883970337,49.0,4.48,21.42,2.61,5,2
Broad match,USA,Friday,0,Dec,0,45,3.044522437723423,3.876164238083596,3.590164926824084,-0.33085424431698973,0.197788399790658,50.0,3.75,9.14,19.46,4,3
Phrase match,B,Wednesday,0,Jul,0,68,3.713572066704308,3.5271821585581997,3.4873814099124942,0.2795848622191617,-0.02509032582863954,49.0,4.48,21.42,16.81,5,11
Broad match,B,Monday,0,Jan,0,91,3.044522437723423,3.3973605696376254,3.285852298140812,-0.6690496289808849,0.01283685199702163,78.0,2.95,8.71,0.91,5,1
Broad match,B,Sunday,1,Nov,0,69,3.9318256327243257,5.077362334461163,5.013061112419666,-0.19290366612449183,0.022046133271370498,77.0,2.84,9.17,3.52,4,3
Broad match,B,Monday,0,Sep,0,21,2.3978952727983707,2.613437661106721,2.505666466952546,0.6466271649250523,0.09237530927500741,46.0,2.58,5.22,2.25,5,3
Broad match,A,Saturday,1,Mar,0,23,4.948759890378168,3.6203771126312545,3.7761013726777897,-0.2795848622191617,-0.0960630401507418,7.0,1.7,9.96,5.8,3,4
Exact match,A,Tuesday,0,Aug,0,48,3.044522437723423,3.5271821585581997,3.610155229931397,0.0,-0.04267186527764382,53.0,4.25,18.02,15.55,5,4
Broad match,B,Wednesday,0,Oct,0,115,3.4339872044851463,5.077362334461163,5.077362334461163,0.0,1.1976195368092883e-16,82.0,4.15,11.06,1.55,4,2
Phrase match,USA,Saturday,1,Jul,0,79,4.709530201312334,5.564520407322694,5.493632982707151,0.0,0.048608519736371605,70.0,3.86,12.4,5.4,4,1
Broad match,A,Thursday,0,Jan,0,32,3.9318256327243257,4.345406420199827,4.428132963358338,-0.2481796294755343,-0.04254507933866292,61.0,2.59,7.15,1.65,4,2
Phrase match,A,Tuesday,0,Sep,0,13,3.713572066704308,4.411629985131655,4.461244745824252,0.44685032427101845,1.81416021510498e-05,69.0,10.81,40.0,11.17,4,4
Exact match,USA,Wednesday,0,Nov,0,73,3.4339872044851463,5.211728415493796,5.112394763956731,0.21019457697340638,0.05207392998185715,82.0,4.15,11.06,6.66,4,1
Phrase match,B,Thursday,0,Sep,0,4,5.771441123130016,6.445715181558552,6.241737989125358,0.0,0.11619467936900246,76.0,4.02,14.77,2.1,5,4
Broad match,USA,Thursday,0,Jun,0,95,2.3978952727983707,2.8289800494150725,2.613437661106721,-0.6466271649250523,0.07390024742000596,46.0,2.58,5.22,20.22,5,9
Exact match,USA,Monday,0,Dec,0,126,3.713572066704308,4.1910604889203285,3.9057188007757913,-0.7777045685880082,0.13077087606180954,60.0,4.27,17.3,19.6,5,2
Phrase match,A,Saturday,1,Aug,0,51,3.9318256327243257,4.709530201312334,4.821424042021694,0.0,-0.0685684704290703,77.0,2.84,9.17,3.09,4,1
Exact match,USA,Tuesday,0,Jun,0,97,5.968707559985366,6.448090390699048,6.534991807909051,-0.19882311987885082,-0.08657144366282818,33.0,2.37,7.22,21.93,4,3
Exact match,C,Friday,0,Jul,0,73,3.9318256327243257,3.96935919215665,4.135352214591321,-0.21825356602001778,-0.1611856903335462,32.0,4.39,14.7,0.52,4,1
Exact match,USA,Thursday,0,Jul,0,67,2.3978952727983707,1.598596848532247,1.998246060665309,-2.3978952727983707,-0.34255646754262425,57.0,0.0,0.0,12.4,4,1
Broad match,A,Monday,0,Nov,0,77,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,51.0,3.53,8.78,1.31,5,2
Broad match,B,Monday,0,Oct,0,110,3.713572066704308,4.723049866069117,4.762921480913423,-0.23922968906583453,-0.03417566986654741,82.0,2.83,8.0,2.64,4,2
Broad match,A,Tuesday,0,Sep,0,6,8.38958706681109,8.188966863648876,8.188966863648874,0.0,0.0,51.0,4.08,26.03,2.94,5,5
Broad match,USA,Tuesday,0,Jan,0,20,3.044522437723423,3.267538980717051,3.6548246807735203,0.0,-0.21850095343840656,53.0,4.25,18.02,30.66,5,5
Broad match,B,Saturday,1,Jun,0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,5,1
Broad match,USA,Friday,0,Mar,0,10,3.4339872044851463,5.211728415493796,5.1766959859982284,-0.21019457697340638,0.018016678026291894,82.0,4.15,11.06,7.04,4,2
