Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.15305578764399932,0.09269392499132258,50.103516,30.343782,118.57999814772589,86.67999999999999
B,0.20661756110187987,0.04873748527716788,266.1815,62.78758,116.45999910510245,32.68
C,0.0,0.0,0.0,0.0,0.0,0.0
USA,0.06450345720238652,0.11517680503427549,18.517744,33.06512,122.1000027471712,212.78
