lambda,profit_old,profit_new,profit_total,actual_profit,actual_cost,actual_revenue,actual_clicks,observed_clicks_total,replay_clicks_total,profit_improvement,cost_change,budget
0.0,5819.225880272216,831.6255686429931,6650.851448915209,86336.32,10788.61,97124.93,9038.0,9038.0,498.8691136103166,-79685.46855108479,-10653.081527992874,10788.61
10.0,6361.2335495226835,-67.41024345360881,6293.8233060690745,86336.32,10788.61,97124.93,9038.0,9038.0,800.5138358522638,-80042.49669393092,-7883.444063784607,10788.61
100.0,6607.621417530398,1462.024568747695,8069.645986278093,86336.32,10788.61,97124.93,9038.0,9038.0,2575.7479137813684,-78266.6740137219,11590.413451731714,10788.61
