day,lambda,budget,n_candidates,n_new_candidates,n_masked,n_real_new,actual_cost,actual_revenue,actual_clicks,actual_profit,profit_old,profit_new,profit_new_raw,profit_total,observed_clicks_total,replay_clicks_total,replay_revenue_total,replay_cost_total,n_old,n_new,profit_improvement,profit_improvement_pct,cost_change,cost_change_pct
2025-12-18,10.0,320.42999999999995,637,7,7,7,320.42999999999995,3800.0,266.0,3479.57,55.852143065594355,-141.6104598851884,-141.6104598851884,-85.75831681959403,266.0,19.063165756228774,57.142857145289526,142.90117396488355,30.0,7.0,-3565.328316819594,-1.024646239857107,-177.5288260351164,-0.5540330993824437
2025-12-18,100.0,320.42999999999995,637,7,7,7,320.42999999999995,3800.0,266.0,3479.57,-94.65134269681654,300.8478897756587,300.8478897756587,206.19654707884217,266.0,161.55204175822107,1565.896638204189,1359.7000911253467,30.0,7.0,-3273.373452921158,-0.9407407963975887,1039.2700911253469,3.2433607687337234
2025-12-19,0.0,255.50000000000003,637,7,7,7,255.50000000000003,2200.0,219.0,1944.5,97.97495933326188,29.56736490478794,29.56736490478794,127.54232423804982,219.0,8.660206965220317,129.3550525753123,1.8127283372625052,32.0,7.0,-1816.9576757619502,-0.9344086787153254,-253.68727166273752,-0.9929051728482876
2025-12-19,10.0,255.50000000000003,637,7,7,7,255.50000000000003,2200.0,219.0,1944.5,97.97495933326512,-96.72723801221822,-96.72723801221822,1.247721321046896,219.0,22.660206965266813,129.35505257531423,128.1073312542673,32.0,7.0,-1943.2522786789532,-0.9993583330825164,-127.39266874573272,-0.49860144323183053
2025-12-19,100.0,255.50000000000003,637,7,7,7,255.50000000000003,2200.0,219.0,1944.5,97.97495933324451,-122.97919358445395,-122.97919358445395,-25.00423425120944,219.0,24.69154139779543,130.41181005604685,155.41604430725627,32.0,7.0,-1969.5042342512095,-1.0128589530733914,-100.08395569274376,-0.39171802619469176
2025-12-20,0.0,456.1700000000001,638,8,7,8,456.1700000000001,2800.0,351.0,2343.83,322.18759308388513,51.589013594854165,51.589013594854165,373.7766066787393,351.0,28.318436217144935,379.4566607471464,5.680054068407021,30.0,8.0,-1970.0533933212605,-0.8405274244809823,-450.48994593159307,-0.9875483831282044
2025-12-20,10.0,456.1700000000001,638,8,7,8,456.1700000000001,2800.0,351.0,2343.83,322.18759308412075,51.56764696031494,51.56764696031494,373.7552400444357,351.0,28.365168337877012,379.45666299205556,5.701422947619885,30.0,8.0,-1970.0747599555643,-0.840536540600455,-450.46857705238017,-0.9875015390147973
2025-12-20,100.0,456.1700000000001,638,8,7,8,456.1700000000001,2800.0,351.0,2343.83,322.4477570044976,-805.9286651079949,-805.9286651079949,-483.4809081034973,351.0,114.47313306021216,779.4566607471462,1262.9375688506436,30.0,8.0,-2827.3109081034972,-1.2062781464967585,806.7675688506436,1.7685677901892791
2025-12-21,0.0,340.28000000000003,638,7,7,3,340.28000000000003,5000.0,270.0,4659.72,214.56707079591902,0.0,0.0,214.56707079591902,270.0,7.972368161356416,215.88504088503862,1.317970089119637,32.0,3.0,-4445.152929204081,-0.9539527974221801,-338.9620299108804,-0.9961268070732349
2025-12-21,10.0,340.28000000000003,638,7,7,3,340.28000000000003,5000.0,270.0,4659.72,214.5670707959179,0.0,0.0,214.5670707959179,270.0,7.9723681613561626,215.88504088503757,1.317970089119646,32.0,3.0,-4445.152929204082,-0.9539527974221803,-338.9620299108804,-0.9961268070732349
