Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Conv,Act_Conv,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Conv_Region_A,Act_Conv_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Conv_Region_USA,Act_Conv_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Conv_Region_B,Act_Conv_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Conv_Origin_new,Act_Conv_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Conv_Origin_existing,Act_Conv_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Conv_Origin_existing searches,Act_Conv_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches,Opt_Cost_Match_Exact match,Act_Cost_Match_Exact match,Opt_Clicks_Match_Exact match,Act_Clicks_Match_Exact match,Opt_Conv_Match_Exact match,Act_Conv_Match_Exact match,Opt_Purch_Match_Exact match,Act_Purch_Match_Exact match,Opt_Cost_Match_Phrase match,Act_Cost_Match_Phrase match,Opt_Clicks_Match_Phrase match,Act_Clicks_Match_Phrase match,Opt_Conv_Match_Phrase match,Act_Conv_Match_Phrase match,Opt_Purch_Match_Phrase match,Act_Purch_Match_Phrase match,Opt_Cost_Match_Broad match,Act_Cost_Match_Broad match,Opt_Clicks_Match_Broad match,Act_Clicks_Match_Broad match,Opt_Conv_Match_Broad match,Act_Conv_Match_Broad match,Opt_Purch_Match_Broad match,Act_Purch_Match_Broad match
2025-12-01,353,306.9857,139.51367,480.1869271695405,190,353.85000487116145,339.01,7.83570102147758,3.744353148067911,0.07553494949888065,0.06361245430071748,167,44,,,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9764676094055176,0.9046445488929749,1.4425234260976106e-05,117.88000200988402,50.56000000000001,70.90951,26.712723,1.6112051367531932,0.6069661585744166,0.03488749950440056,0.013142666364088538,117.97999937144493,256.5,51.313656,63.713455,1.5202032931106915,1.8875559926706522,0.04064744999448009,0.05046978793662894,117.99000348983247,31.95,184.76253,49.087494,4.7042925916136955,1.2498309968228423,0.0,0.0,50.64999990989456,0.0,21.754005,0.0,0.5935017470928564,0.0,0.015015989188454062,0.0,23.82000041889178,339.01,13.224498,139.51367,0.32762469420133006,3.7443531480679106,0.00768626375055184,0.06361245430071748,279.3800045423751,0.0,272.00723,0.0,6.914574541095431,0.0,0.052832695569829946,0.0,22.620000312595174,7.5,19.923979,1.08901,0.5173593985304527,0.029527522938120707,0.001915315512854005,0.0003419329035988085,55.11000079998021,35.900000000000006,43.799644,4.56643,1.1135441948690639,0.13114580745176593,0.008209983881947033,0.003098716662289012,276.12000375858605,295.61,243.26205,133.85823,6.204797251415926,3.5836797811005874,0.06540964689934121,0.06017180486005651
2025-12-02,353,302.86688,154.50398,448.9079739105611,213,353.9733320675594,344.9,7.693471225237393,4.141509486195748,0.0705952171568448,0.06960145445036116,143,43,0.10991749155764065,0.5594405594405595,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0166335105896,0.9028035402297974,-2.1183627284330355e-05,117.97999873422795,50.2,73.04826,29.717247,1.6598015730001214,0.6752347911976535,0.03593976039086771,0.014620890230485083,117.99666666666546,259.25,43.749317,69.40789,1.296104417547668,2.0562577675964873,0.0346554567659771,0.0549805642198761,117.99666666666597,35.45,186.06934,55.37884,4.737565234689601,1.4100169274016072,0.0,0.0,40.529999105072235,0.0,17.346643,0.0,0.4700379031878194,0.0,0.011833744935094164,0.0,18.489999749815315,344.9,12.792051,154.50398,0.3503016284165928,4.141509486195749,0.004679205208475612,0.06960145445036119,294.953333212672,0.0,272.72818,0.0,6.873131867176681,0.0,0.05408226634932184,0.0,4.9800000227447505,3.38,0.576049,0.46002144,0.017065857557085274,0.011756466494726402,0.0004563097546283466,0.00028301575793738534,14.609850711040478,14.04,12.582347,2.3406553,0.32303617106545723,0.0631043535228017,0.0005085172766096221,0.00134492261093741,334.38348133377417,327.47999999999996,289.7085,151.70331,7.3533693365682025,4.066648690178809,0.06963038932295099,0.06797351697506124
2025-12-03,353,243.15689,150.82274,462.42490581340206,214,353.7400012341037,350.34000000000003,6.176939709293642,4.058508148272977,0.04346019285304727,0.07286283570303413,336,44,0.21756716830634376,0.9404761904761905,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.033569812774658,0.9021458625793456,4.655880912965421e-05,117.87999885447304,53.22,45.556698,30.922356,1.0351387283903206,0.7026173849754895,0.022413906863825394,0.01521380680272153,118.01000042757383,265.53,26.568993,72.77657,0.7871252261312668,2.1560576024028544,0.02104628598922188,0.05764902890031262,117.85000195205686,31.589999999999996,171.0312,47.123817,4.354675754772053,1.1998331608946333,0.0,0.0,36.3299998511238,0.0,18.939865,0.0,0.45636622996987686,0.0,0.0061965664976665336,0.0,17.329999930280067,350.34000000000003,3.5152116,150.82274,0.08650611775802276,4.058508148272977,0.002017875212417984,0.07286283570303416,300.0800014526999,0.0,220.70184,0.0,5.634067283902332,0.0,0.035245750903945015,0.0,68.00000081228308,5.37,36.054245,0.7273268,0.9258668299172513,0.018592494778422255,0.004219140831639769,0.00040871764363164154,116.35999930298163,32.769999999999996,59.58128,5.205144,1.5181851195845728,0.1449997800401527,0.01653275697578198,0.002796157811742635,169.380001118839,312.2,147.52138,144.89027,3.7328876344114215,3.894915879648497,0.022708294290184727,0.06965796005030622
2025-12-04,353,261.60468,146.51205,498.87639162529445,202,353.74992014485844,342.20000000000005,6.650647258436336,3.918577142952922,0.055657787869240395,0.06469490470192137,228,42,0.0223880418612276,0.9912280701754386,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.079571485519409,0.9001165628433228,5.497867484790751e-06,118.14007638569109,52.07,56.84544,28.525572,1.2916414734996409,0.6481576922839811,0.02796797269240869,0.01403458855270186,117.91999631741282,258.35,34.955845,63.953976,1.0355913648497588,1.8946816946827088,0.02768981517683171,0.05066031614921948,117.68984744175455,31.779999999999998,169.80344,54.032516,4.323414420086936,1.3757377559862316,0.0,0.0,14.26999941945344,0.0,6.459778,0.0,0.1879073411528891,0.0,0.004966253312350295,0.0,29.889999177552355,342.20000000000005,26.737915,146.51205,0.6795531506018214,3.918577142952922,0.004963636076587286,0.06469490470192135,309.5899215478526,0.0,228.40701,0.0,5.78318691353886,0.0,0.04572789864923361,0.0,52.099998556204305,25.61,32.067726,2.2865803,0.830248136740219,0.06774456053253071,0.0026178208736904857,0.0018114156341661526,102.28984785650087,22.759999999999998,65.17245,3.270033,1.6542063763020953,0.09048239135220133,0.010156006410759187,0.0023123093578974784,199.36007373215327,293.83,164.36453,140.95544,4.166192611991469,3.7603501805251405,0.042883959835234915,0.06057117951748641
2025-12-05,353,199.37094,114.29739,511.02608329864313,158,353.9666614542023,242.95999999999998,5.127750113007292,3.078457306288484,0.018964941992287522,0.048517875586861374,408,36,0.5656800696419909,0.9828431372549019,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.063711166381836,0.9009536504745485,-0.0001659238199263,117.98999736660501,32.129999999999995,9.048965,16.292206,0.20561048180405622,0.37019130013796486,0.0044520932924119495,0.008015769380007254,117.97999742093188,179.33,18.321133,51.13017,0.5427764937029047,1.5147674759902525,0.014512848699875572,0.04050210620685412,117.99666666666543,31.500000000000004,172.00082,46.875015,4.379363137500333,1.1934985301602667,0.0,0.0,8.819999794485044,0.0,0.9178129,0.0,0.025130394851422676,0.0,0.0006374558218084872,0.0,23.549999478500034,242.95999999999998,30.110825,114.29739,0.7666604855717591,3.0784573062884837,0.0,0.04851787558686138,321.59666218121725,0.0,168.34229,0.0,4.335959612846719,0.0,0.018327486018869178,0.0,70.89999837673696,7.61,17.33594,0.5501268,0.4484217436579709,0.016300896537470157,0.002662089410155998,0.00043590633929199485,107.83999794489979,14.469999999999999,49.77357,2.3730774,1.2868463436463264,0.0661661918210261,0.007432800579417355,0.0013612808278971474,175.22666513256559,220.88000000000002,132.26141,111.37419,3.3924821659763316,2.995990158176847,0.008870051885412166,0.04672068760059809
2025-12-06,353,285.88287,112.400635,440.33074545214055,151,353.94999322395273,226.74999999999997,7.329203799961098,2.9845873444182978,0.0605203401312606,0.04725338007508681,258,29,0.43935941733941203,0.627906976744186,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9284075498580933,0.9075268507003784,-0.000411932438143,117.89999699780516,36.72,50.303867,23.601519,1.143003941965149,0.5362733728476192,0.024749517332841874,0.011611952198182719,118.86999628814382,163.56999999999996,45.157364,44.994015,1.3378187960824053,1.332979462106349,0.03577082279841872,0.035641427876904094,117.17999993800373,26.46,190.42165,43.805103,4.8483810619135435,1.1153345094643297,0.0,0.0,16.91999970662209,0.0,13.828208,0.0,0.3608968773017366,0.0,0.0029179389111529293,0.0,50.37999963805207,226.74999999999997,67.71333,112.400635,1.7178384734582317,2.9845873444182978,0.003181008459472143,0.04725338007508681,286.64999387927855,0.0,204.34134,0.0,5.250468511995185,0.0,0.054421393320193905,0.0,77.48999819909076,5.23,56.512817,0.8977972,1.4431914790327238,0.02659787688467462,0.00883959848581204,0.0007111784821995044,70.16999810952197,3.0100000000000002,47.86298,0.48608953,1.2338164276976467,0.01296033492312483,0.01319954105537138,0.0003224281773077574,206.28999691534,218.51,181.50708,111.016754,4.6521959092902225,2.9450291466172813,0.03848119988626516,0.0462197738176431
2025-12-07,353,295.6684,227.05382,455.0042364229236,289,353.9699998541307,571.83,7.578159109307256,6.134341256884706,0.05992316498842991,0.11802352703050745,243,45,0.1787108949489104,0.46502057613168724,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9322068691253664,0.9073864817619324,-0.0002218196299043,118.45000066023667,87.86999999999999,49.751366,50.17325,1.1304500056192415,1.1400359308603982,0.02447768636727736,0.02468525085082537,118.62999870128235,444.0400000000001,44.746647,117.830956,1.3256510145920144,3.490825496824448,0.03544547862115255,0.09333827617968207,116.89000049261176,39.92,201.17038,59.049625,5.122058089096002,1.50347982919986,0.0,0.0,45.87999962764984,0.0,32.82372,0.0,0.8736619832341754,0.0,0.008304219293058562,0.0,61.929999190607425,571.83,82.09064,227.05382,2.0988462195703934,6.134341256884706,0.0034856095748379903,0.11802352703050745,246.16000103587345,0.0,180.75406,0.0,4.6056509299218975,0.0,0.048133336843137545,0.0,67.15000030608138,11.66,38.568226,1.6905289,0.9673097942006974,0.046799216634140335,0.010225241538346204,0.0011574104372577842,72.13000024487698,24.87,50.93871,4.304124,1.291418096037336,0.11849289530514626,0.012470557938312149,0.0024165257739020033,214.68999930317239,535.3,206.16148,221.05919,5.319431371343803,5.969049058239514,0.03722736579800435,0.11444958926974447
2025-12-08,353,285.5972,130.76952,464.9775155970767,191,353.3933319324251,317.5200000000001,7.240016506285528,3.501871446747898,0.05109748355222069,0.0597842434050044,251,39,0.3266040631562781,0.7091633466135459,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0381054878234863,0.9030444622039796,-0.0001198277894011,117.39999859909636,50.08,56.382885,26.659935,1.2811311326743426,0.6057667152688988,0.027740391795371223,0.013116694762600764,117.99666666666565,235.20999999999998,29.486172,58.91348,0.8735487173506097,1.7453533035213669,0.023357091756849455,0.04666754864240364,117.99666666666305,32.23,199.72815,45.196114,5.085336656260576,1.150751427957632,0.0,0.0,35.249999312029715,0.0,7.4409823,0.0,0.19530817049414942,0.0,0.0048014909806250875,0.0,40.279999767957776,317.5200000000001,32.99837,130.76952,0.8217863978268416,3.5018714467478973,0.007070942888599685,0.059784243405004406,277.86333285243757,0.0,245.15784,0.0,6.222921892885464,0.0,0.039225050881830315,0.0,22.550000026590027,7.300000000000001,6.415688,2.2187488,0.1539760554100278,0.057547932039246553,0.00351296316034481,0.0007009466606562306,81.9200015357842,45.48,68.35958,10.4646845,1.746439523830484,0.2872507316494406,0.010065016364894163,0.004793028649431989,248.92333037005082,264.74,210.82193,118.08609,5.339600854399803,3.1570727866579182,0.0375195047366787,0.054290268558573225
2025-12-09,353,289.82294,156.44582,486.2452980207848,220,353.9900000000023,359.0799999999999,7.394951832794721,4.213438613837196,0.05589142846668885,0.07383969484132628,248,38,0.051098941055482704,0.4798387096774194,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0737435817718506,0.901496648788452,-0.0002864410924253,117.45499846360018,51.56,52.22573,29.678448,1.1866724153784376,0.6743533676556814,0.02569507281166443,0.014601804725677368,119.08000307280084,275.52,38.12011,74.78237,1.1293352796533014,2.2154805687187755,0.030196355655024414,0.05923789011564891,117.4549984636013,32.0,199.47708,51.984985,5.078944137762983,1.3236046774627401,0.0,0.0,26.17500317940942,0.0,8.641336,0.0,0.2188839127036148,0.0,0.005231265657073723,0.0,19.869999536835383,359.0799999999999,23.688416,156.44582,0.5978996155052403,4.213438613837197,0.0019475261391632265,0.07383969484132628,307.9449972837575,0.0,257.49316,0.0,6.578168354987937,0.0,0.0487126377977281,0.0,53.430001160890725,0.99,23.819075,0.1884296,0.6125763221219013,0.004281494919303646,0.009397486756004235,9.270740793211626e-05,91.02499716082127,21.86,73.986595,2.4869494,1.8940610155918534,0.07367763359331142,0.013457823719800907,0.001970004893929466,209.5350016782903,336.22999999999996,192.01724,153.77042,4.888314566272742,4.135479600463078,0.033036118265346526,0.07177698553541349
2025-12-10,353,394.53656,142.6751,594.9006780618968,198,353.9599947598747,343.87000000000006,10.175884834303307,3.8482426752383088,0.1287222540454787,0.07396352015738752,219,41,0.2076621782774019,0.8995433789954338,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.053473234176636,0.9027178287506104,-0.0002597338606096,118.07999887968172,52.540000000000006,102.5647,32.53756,2.330473790383821,0.7393181138447211,0.05046185699908699,0.01600848938598131,118.17999953638711,263.42,98.79653,73.16289,2.926917022500335,2.167501987037012,0.07826039704639172,0.05795503077140622,117.69999634380576,27.91,193.17535,36.974663,4.9184940214191535,0.9414225743565747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.92999919824759,343.87000000000006,32.062923,142.6751,0.8198014521458682,3.8482426752383083,0.005424961607516891,0.07396352015738754,331.02999556162706,0.0,362.47363,0.0,9.356083043933822,0.0,0.1232972855194182,0.0,56.01999956978868,8.77,40.93195,1.0697687,1.0576253762552459,0.03169265225277109,0.02568459946067483,0.0008474034383920779,74.51999943058694,16.33,60.762794,3.1043096,1.5955076903789733,0.08638539497778192,0.03698444801579819,0.0014191516128247953,223.419995759499,318.77000000000004,292.8419,138.50102,7.522751591414627,3.7301646006814084,0.06605320073199447,0.07169696642116985
