Budget,Spend USA,Clicks USA,Conv USA,Purch USA,Spend A,Clicks A,Conv A,Purch A,Spend B,Clicks B,Conv B,Purch B
Actual,0.7528175625232393,0.4667266736375446,0.5147995090233521,0.7904408185085787,0.15113823798100492,0.19922094286172062,0.1685342176177456,0.20955918149142036,0.09604419949575607,0.33405239748130167,0.3166662733589021,0.0
353,0.33413686509905827,0.16180592576738678,0.18746306065686064,0.5584963804278404,0.3332257840059651,0.20594124941552586,0.1829962709443666,0.44150361957215895,0.3326373508949767,0.6322528335107969,0.6295406683987728,0.0
