Budget,Spend Exact match,Clicks Exact match,Conv Exact match,Purch Exact match,Spend Phrase match,Clicks Phrase match,Conv Phrase match,Purch Phrase match,Spend Broad match,Clicks Broad match,Conv Broad match,Purch Broad match
Actual,0.02588982939779061,0.008673302385761127,0.0087863501056084,0.010778033667994997,0.05213109565781311,0.02119283968802817,0.02159914914832988,0.02402679849916853,0.9219790749443962,0.970133869997935,0.9696144979438295,0.9651951638026854
353,0.1280614196523026,0.08080917197365128,0.08148366167102135,0.09720259071520683,0.21074155720403642,0.1779265743030266,0.17900149249462788,0.18973940206295453,0.6611970231436611,0.7412642677687438,0.7395148483982987,0.7130580041098318
