Budget,Spend New,Clicks New,Conv New,Purch New,Spend Existing,Clicks Existing,Conv Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Conv Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
353,0.08350725262168926,0.04084403375978281,0.04258674767246585,0.08706609752836682,0.10747398840453211,0.13262796318904585,0.13162158045024638,0.0861776989815659,0.8090187589737787,0.8265280025882595,0.825791675284125,0.8267562068227422
