Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.12202422340109718,0.08567071554585369,39.94519,28.044703,120.15999910628857,90.75
B,0.12510323089622336,0.052957784582886316,161.16812,68.22451,116.41999886476164,38.21
C,0.0,0.0,0.0,0.0,0.0,0.0
USA,0.02160389024665256,0.1736273570268509,6.2020755,49.84519,120.36000056761817,284.52
