Budget,Spend New,Clicks New,Conv New,Purch New,Spend Existing,Clicks Existing,Conv Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Conv Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
362,0.2437306466862017,0.2526302291211389,0.25424346422856975,0.2561520384271383,0.29184064231113127,0.35976598103265056,0.36121156721404446,0.36337817166370634,0.46442871100266697,0.38760378141882973,0.38454497072791666,0.3804697919993195
