Budget,Spend USA,Conv USA,Clicks USA,Purch USA,Spend A,Conv A,Clicks A,Purch A,Spend B,Conv B,Clicks B,Purch B
Actual,0.846740219546355,0.8824109836198327,0.8480791730860819,0.9229197472584828,0.10205299848636662,0.04889288755293894,0.07275432874138393,0.04227513229735293,0.05120678196727846,0.06869612882722795,0.07916651270398134,0.034805120444163555
362,0.9755964434125095,0.9802890182057974,0.9738451819587713,0.9877196395227075,0.014390508123771073,0.007711997917034243,0.011861792524732968,0.00642381034765162,0.010013048463719577,0.01199898387716853,0.014293019991463091,0.005856550129640682
