Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Conv,Act_Conv,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Conv_Region_A,Act_Conv_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Conv_Region_USA,Act_Conv_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Conv_Region_B,Act_Conv_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Conv_Origin_new,Act_Conv_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Conv_Origin_existing,Act_Conv_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Conv_Origin_existing searches,Act_Conv_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches
2025-12-01,362,251.78583,221.91217,334.006868710605,322,362.6928603609097,355.41,11.83384518221511,10.05185752151154,0.1608848648766479,0.1308954252357487,155,31,,,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",3.9287314414978023,0.9282628893852234,-0.0002160526256905,13.68000318478185,35.54,1.8365067,16.881475,0.05677022424830172,0.5218413492032963,0.0006656421617823868,0.006118693529760203,335.11571435225443,300.35,226.59296,169.43639,10.844814325951516,8.109282385373684,0.15381407505933192,0.11501550252606534,13.897142823873423,19.52,23.35637,35.594322,0.9322606320152924,1.4207337869345602,0.0064051476555336126,0.009761229179923172,44.36572325495472,0.0,7.223593,0.0,0.3291233002739559,0.0,0.004593596943629669,0.0,99.86286111756785,355.41,87.040375,221.91217,4.161630881159545,10.05185752151154,0.05900660103281339,0.1308954252357487,218.46427598838704,0.0,157.52188,0.0,7.343091274640649,0.0,0.09728467078439998,0.0
2025-12-02,362,288.02383,200.57773,313.36511298958595,292,362.86227487494864,350.34000000000003,13.784917508703403,9.166778511639807,0.1955141206333534,0.12211628460461386,62,32,0.11517602721958034,0.7903225806451613,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.101401329040527,0.9259041547775269,-0.0005341420579876,0.0,37.61,0.0,14.646555,0.0,0.45275533041753513,0.0,0.005308646229394496,362.86227487494864,297.8,288.02383,162.68533,13.784917508703403,7.786174726688883,0.1955141206333534,0.11043280482636741,0.0,14.93,0.0,23.24583,0.0,0.9278484545333883,0.0,0.00637483354885196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.90847029749887,350.34000000000003,148.93425,200.57773,7.128043254778046,9.166778511639807,0.10109840032880399,0.12211628460461386,196.95380457744977,0.0,139.08957,0.0,6.656874253925358,0.0,0.09441572030454945,0.0
2025-12-03,362,243.29051,202.77689,334.49622263152463,276,362.71686569731503,359.4600000000001,11.63085955652412,9.380009694552994,0.16454818627917076,0.1310056578805787,124,36,0.5178596242703788,0.5564516129032258,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.15951681137085,0.9254366159439088,-0.0005859573914477,1.7239877381527369,38.870000000000005,0.12243366,18.11999,0.0037846779315475554,0.5601263788995166,4.437610091139934e-05,0.006567593111685974,359.07575591832443,315.23,241.77979,182.40932,11.571661777846595,8.730171949030261,0.16412309143916418,0.12382169791839163,1.9171220408378875,5.359999999999999,1.3882909,2.2475817,0.05541310074597712,0.08971136662321595,0.000380718739095186,0.0006163668505010757,51.08273155824834,0.0,49.02968,0.0,2.346577066637391,0.0,0.033281951189939096,0.0,106.11122111927472,359.4600000000001,95.219376,202.77689,4.5572313191884755,9.380009694552994,0.06463608311992858,0.1310056578805787,205.5229130197919,0.0,99.041466,0.0,4.727051353270945,0.0,0.0666301545587665,0.0
2025-12-04,362,290.95767,222.36336,321.57159539390267,308,362.9100000000002,370.06000000000006,12.839224267503972,10.273664951439457,0.16689804200337732,0.13780270243340947,35,35,1.458149292195237,0.7428571428571429,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.106502056121826,0.9269267916679382,-0.0002025281752805,46.34398385857709,25.39,45.177906,10.307358,1.3965425896553443,0.3186217645033665,0.016374739411517562,0.0037359035114483278,270.2220322828456,318.31000000000006,205.45361,187.63687,9.833078982970795,8.980362995205162,0.1394644392510894,0.12737020536156934,46.343983858577545,26.36,40.326145,24.41913,1.6096026948778317,0.9746801917309286,0.011058863340770367,0.006696593560391814,6.226641601053506,0.0,0.68025506,0.0,0.03255723558109229,0.0,0.0004617654970275486,0.0,133.35976521547724,370.06000000000006,119.94618,222.36336,5.423078960949795,10.273664951439457,0.07419432505229677,0.13780270243340947,223.32359318346948,0.0,170.33124,0.0,7.383587924593707,0.0,0.0922419488212073,0.0
2025-12-05,362,257.25027,192.39749,278.3800289053081,303,362.65778660128365,326.77000000000004,12.312084604918912,8.79043166921199,0.1746246499606792,0.11667471845293537,18,38,0.19688872720336786,0.5555555555555556,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.132736206054688,0.9270790815353394,-0.0007608238610768,0.0,35.6,0.0,13.437788,0.0,0.4153898423516249,0.0,0.0048705284558331115,362.65778660128365,263.14,257.25027,155.0437,12.312084604918912,7.420443647044399,0.1746246499606792,0.10524557099781301,0.0,28.03,0.0,23.916004,0.0,0.954598179815966,0.0,0.006558618999289237,16.03129860597712,0.0,9.681295,0.0,0.4633500514064017,0.0,0.0065717823693137705,0.0,139.4625958178081,326.77000000000004,104.8822,192.39749,5.019697810046028,8.79043166921199,0.07119533378104566,0.11667471845293537,207.16389217749835,0.0,142.68677,0.0,6.829036652180135,0.0,0.09685753251558805,0.0
2025-12-06,362,288.9256,220.87614,316.37790133625936,309,362.90999999999957,443.0,13.828076232799614,10.118279448051393,0.19612624906894258,0.138754128058525,63,36,0.2723826033750849,0.9047619047619048,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.099801540374756,0.928015947341919,-0.0002305011715813,0.0,56.529999999999994,0.0,21.739067,0.0,0.6719995612202285,0.0,0.007879328407987211,362.90999999999957,368.84999999999997,288.9256,188.504,13.828076232799614,9.021864689537686,0.19612624906894258,0.12795883182720427,0.0,17.62,0.0,10.633077,0.0,0.42441519729347765,0.0,0.0029159678233335097,165.21043210618106,0.0,138.52539,0.0,6.629871752597778,0.0,0.09403273866547691,0.0,85.85125366412396,443.0,81.72214,220.87614,3.911248964575424,10.118279448051393,0.055473991875850226,0.138754128058525,111.84831422969451,0.0,68.678085,0.0,3.2869558807717967,0.0,0.04661952370654224,0.0
2025-12-07,362,305.26718,189.07526,311.4806129080627,304,362.9100000000008,355.98,14.608116184866061,8.735060791833856,0.20718040213904257,0.11990217385456696,40,34,1.0667881681860356,0.525,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.0827956199646,0.9286977648735046,-0.0007494673951546,0.7970723170471068,34.54,0.12243366,13.814517,0.0037846779315475554,0.427035315892268,4.437610091139934e-05,0.005007073947509677,362.1129276829537,306.54,305.14478,165.19086,14.604331506934512,7.906089201888071,0.20713602603813117,0.11213357475516653,0.0,14.9,0.0,10.069901,0.0,0.4019362740535168,0.0,0.002761525151890752,175.62436886888023,0.0,147.52238,0.0,7.06047091014415,0.0,0.10014000884536646,0.0,103.44662031102706,355.98,94.85214,189.07526,4.537580235927234,8.735060791833856,0.06434806533904211,0.11990217385456696,83.83901082009353,0.0,62.892677,0.0,3.0100648562219847,0.0,0.042692325365170605,0.0
2025-12-08,362,250.50247,193.11932,329.07449168767914,310,362.85442488074125,355.0,11.989132498168734,8.9422224282209,0.1700441584838108,0.12224838952964642,138,35,0.021669797887055732,0.8695652173913043,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.187910556793213,0.9274649024009703,-0.0004316672673219,0.974122172147402,30.819999999999993,0.0,11.816747,0.0,0.365280070948119,0.0,0.004282981427349271,361.88030270859383,307.62,250.50246,168.68442,11.989132498168734,8.07329292579493,0.1700441584838108,0.11450505713985484,0.0,16.560000000000002,0.0,12.61817,0.0,0.5036494314778514,0.0,0.003460350962442314,220.98427317067654,0.0,166.25676,0.0,7.957105124409795,0.0,0.11285714333828187,0.0,21.2376716707673,355.0,16.485445,193.11932,0.7889989394081647,8.9422224282209,0.011190522810284514,0.12224838952964642,120.63248003929743,0.0,67.76026,0.0,3.243028525637122,0.0,0.04599649362997613,0.0
2025-12-09,362,305.83505,207.37494,327.78764388319377,323,362.86174303711323,362.77,14.637366940336934,9.495582772425738,0.20760457390628764,0.1279590757110623,57,36,0.04922231775514709,0.6491228070175439,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.219644069671631,0.9274007081985474,-0.0003688551854496,0.0,37.0,0.0,16.569756,0.0,0.5122055009959631,0.0,0.0060057112945081014,362.86174303711323,303.69,305.83505,172.10034,14.637366940336934,8.236780199958554,0.20760457390628764,0.11682382840726821,0.0,22.08,0.0,18.704853,0.0,0.7465970714712206,0.0,0.00512953600928598,234.99210331859967,0.0,201.63165,0.0,9.650158671340586,0.0,0.1368700454977877,0.0,86.95523985143114,362.77,81.72214,207.37494,3.911248964575424,9.495582772425738,0.055473991875850226,0.1279590757110623,40.91439986708244,0.0,22.481247,0.0,1.0759599434253466,0.0,0.01526054559577166,0.0
2025-12-10,362,95.24286,174.3934,464.97757981153615,285,362.5820819954329,347.52,4.558355236687952,8.03741446911982,0.06465202385671107,0.10956146782748338,522,38,0.19951285266973764,0.9770114942528736,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.227361679077148,0.927716076374054,5.019315826346432e-05,19.666559131887887,34.55,0.0,12.6606865,0.0,0.39136805542175523,0.0,0.004588868230008785,342.91552286354494,294.57,95.24286,149.83495,4.558355236687952,7.171150858520152,0.06465202385671107,0.10170980371463692,0.0,18.4,0.0,11.897785,0.0,0.47489555517791304,0.0,0.003262795882837674,24.036905605640733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.719589241762904,347.52,16.36301,174.3934,0.783139177532848,8.03741446911982,0.01110741268724968,0.10956146782748338,315.8255871480293,0.0,78.879845,0.0,3.7752158765824104,0.0,0.053544608579997974,0.0
