x_max,alpha,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),clicks/$ (opt),avg n kws (opt),se n kws (opt),avg clicks (act),se clicks (act),avg cost (act),se cost (act),clicks/$ (act),avg n kws (act),se n kws (act),improvement in clicks,improvement in clicks/$
30.0,0.0,198.17761,5.562662251364473,347.6495045011337,0.04081703132810881,0.5700500286470385,50.096774193548384,4.816940276942793,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545,0.07171704083423974,0.07285819196311084
30.0,0.5,199.00711387096774,5.686501089152883,347.6807034706875,0.03959139856308981,0.5723846963158994,50.193548387096776,4.878837195069869,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545,0.07620288277145006,0.07725213496490965
30.0,1.0,198.88158935483872,5.705300796628865,347.6499833972117,0.03654752376314889,0.5720742092704321,50.064516129032256,4.884677707832927,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545,0.07552406359012102,0.07666778525262449
60.0,0.0,223.01341193548393,6.337329623054305,347.67859922247686,0.03394969993602421,0.6414355454555296,32.12903225806452,2.575209328785155,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545,0.20602561462843444,0.2072087448036768
60.0,0.5,223.18370096774197,6.51018618276251,347.6900945828332,0.03226939185902701,0.641904110715386,32.61290322580645,2.6464329489808107,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545,0.2069465141071299,0.20809060438133417
60.0,1.0,222.53552870967738,6.431541273274826,347.69155009216854,0.03162031879345168,0.640037207262259,33.29032258064516,2.589554513266047,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545,0.20344128839387282,0.20457701335837555
90.0,0.0,258.4414032258065,6.856211718922169,347.65967584269276,0.03775600262750771,0.7433746884776613,25.06451612903226,2.024014686010177,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545,0.39761528002184443,0.3990625105732601
90.0,0.5,255.75456774193546,7.315576994663292,347.7486981789893,0.03005932535982567,0.7354580163238925,26.193548387096776,2.071007938510514,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545,0.3830852462103423,0.3841629997471392
90.0,1.0,255.65474870967742,7.291191042668121,347.68978792416135,0.03693279433663083,0.7352955352414354,26.193548387096776,2.042252264408366,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545,0.38254543872214763,0.3838572034984014
None,0.0,258.15427548387095,6.788738868991287,347.6718182712588,0.04181009910297227,0.7425228675924924,25.032258064516128,2.1324345574638657,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545,0.3960625329989665,0.39745934774752056
None,0.5,256.00300193548384,7.166525947113051,347.7161275854063,0.03647611909373743,0.7362413809023115,25.838709677419356,2.116548607761793,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545,0.3844287438877626,0.3856373249168883
None,1.0,255.43029096774194,7.147407454862931,347.6821335023007,0.03246679517234266,0.7346661400018466,25.93548387096774,2.1507365499403672,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545,0.3813316023711117,0.3826726551169583
