Budget,Spend USA,Clicks USA,Purch USA,Spend A,Clicks A,Purch A,Spend B,Clicks B,Purch B
Actual,0.6565582424505209,0.2912247699727706,0.48923770369581293,0.24263815192093435,0.22333923747588394,0.3290358902025716,0.10080360562854483,0.4854359811476493,0.18172640610161517
357,0.41392941702090696,0.06857435580097851,0.1387435481698835,0.40563778475833395,0.33344690643948743,0.5916493781386107,0.18043279822075914,0.5979787205597686,0.26960707369150544
