Budget,Spend Exact match,Clicks Exact match,Purch Exact match,Spend Phrase match,Clicks Phrase match,Purch Phrase match,Spend Broad match,Clicks Broad match,Purch Broad match
Actual,0.11509759734944305,0.022167972693173936,0.036200936965948394,0.07901409080568611,0.032126344346528515,0.046689252813196275,0.8058883118448709,0.9457056853073375,0.9171098074106854
357,0.09875000528767196,0.1509489730552466,0.13015489464713537,0.24010880430677298,0.34960763795140626,0.32183605981487917,0.6611411904055552,0.4994433750925263,0.548009040962774
