Day,k_policy,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Oracle_k,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches,Opt_Cost_Match_Exact match,Act_Cost_Match_Exact match,Opt_Clicks_Match_Exact match,Act_Clicks_Match_Exact match,Opt_Purch_Match_Exact match,Act_Purch_Match_Exact match,Opt_Cost_Match_Phrase match,Act_Cost_Match_Phrase match,Opt_Clicks_Match_Phrase match,Act_Clicks_Match_Phrase match,Opt_Purch_Match_Phrase match,Act_Purch_Match_Phrase match,Opt_Cost_Match_Broad match,Act_Cost_Match_Broad match,Opt_Clicks_Match_Broad match,Act_Clicks_Match_Broad match,Opt_Purch_Match_Broad match,Act_Purch_Match_Broad match
2025-12-01,full,357,264.7223,121.51521,409.24642576232253,177,357.13999999999965,339.51,0.38494347145466856,0.2505823907136645,35,30,,,384,1.4351500272750854,0.903390884399414,1.8749506150312377e-05,111.20999975179168,34.620000000000005,189.72586,59.762314,0.14727055169506872,0.04638918965798812,131.06000092286186,225.70999999999998,20.0085,36.2883,0.06969625262303103,0.1264042082836549,114.86999932534613,79.17999999999999,54.987934,25.464582,0.1679766671365688,0.07778899277202146,0.0,0.0,0.0,0.0,0.0,0.0,103.9199996384893,339.51,142.92038,121.51521,0.1613246112827882,0.2505823907136645,253.2200003615104,0.0,121.80192,0.0,0.22361885643467017,0.0,21.230000249096854,37.26,39.966,2.3527331,0.031814971653161404,0.008190270044289513,87.10000135298165,32.980000000000004,95.31302,3.6587002,0.1191769374267817,0.010132582531740349,248.8099983979212,269.27,129.44327,115.50377,0.23395155946800641,0.23225953877225575
2025-12-02,full,357,227.77136,122.04857,422.5215696817654,170,357.1399999999911,333.08,0.3456277554044825,0.2469178168457311,70,36,6.29556495988909,0.8714285714285714,384,1.4550682306289673,0.9024231433868408,-3.274473758404269e-05,114.5000066299813,32.49,156.9011,61.369457,0.12179104306496369,0.04763669959014578,121.31999668500342,214.60999999999999,17.134514,32.480145,0.05968520000374985,0.1131391385177354,121.31999668500632,85.97999999999999,53.735756,28.19897,0.16415151233576897,0.08614197873784991,0.0,0.0,0.0,0.0,0.0,0.0,63.719999909177965,333.08,111.163025,122.04857,0.08754421182199325,0.24691781684573108,293.4200000908131,0.0,116.60832,0.0,0.25808354135299494,0.0,59.44999910616268,60.849999999999994,45.403893,3.8626914,0.07203085904640674,0.013207651258575488,118.54000583516329,14.99,99.393425,1.2607783,0.1348779008975877,0.0031231070334765704,179.14999505866507,257.24,82.97404,116.9251,0.13871900282193428,0.23058705815771052
2025-12-03,full,357,244.00723,141.56406,376.27947905125563,204,357.1400000000031,349.52000000000004,0.3226190311527568,0.2876419864924984,136,37,0.88832036996542,0.9558823529411765,384,1.4394288063049316,0.9038286209106444,-0.0001016337367435,102.15999790130198,42.29,187.60997,70.78841,0.14562812610329806,0.05494795294271875,134.94999909030457,221.39,10.988525,38.477478,0.038276686122733834,0.13402984448700955,120.03000300839653,85.84,45.408737,32.298176,0.1387142189267249,0.09866418906277005,0.0,0.0,0.0,0.0,0.0,0.0,98.76000140420453,349.52000000000004,133.39873,141.56406,0.13256188613254102,0.2876419864924984,258.3799985957986,0.0,110.60849,0.0,0.19005715676236162,0.0,57.04000055821619,54.01,47.95853,4.683168,0.056483032216992475,0.015431621483076856,131.57999855094522,31.819999999999997,107.387474,5.6345735,0.13431747336300068,0.016184925664611174,168.52000089084177,263.68999999999994,88.66122,131.24632,0.13181852977957575,0.25602544049801346
2025-12-04,full,357,245.55215,125.12811,406.8705080501387,174,356.9800013054253,321.47999999999996,0.31066651716903015,0.2554859992892494,228,38,0.2685535928930747,0.9649122807017544,384,1.4468461275100708,0.90380859375,-3.021183883493077e-06,116.32999987433726,35.419999999999995,193.95851,63.314716,0.15055605431518912,0.04914666739786266,120.33000118472127,227.20999999999998,5.8399677,40.86502,0.020342546927865815,0.14234644932940796,120.32000024636669,58.85000000000001,45.753666,20.948364,0.13976791592597523,0.06399288256197881,0.0,0.0,0.0,0.0,0.0,0.0,98.54000074536961,321.47999999999996,132.1617,125.12811,0.12825290728626246,0.2554859992892494,258.44000056005564,0.0,113.39044,0.0,0.1824135960512799,0.0,85.16999987805673,24.28,52.76786,1.6803377,0.07102282686554096,0.005651826636477324,90.29000043746619,22.91,54.73362,2.208253,0.07441682031674211,0.006296995656590016,181.5200009899023,274.28999999999996,138.05067,121.23952,0.165226858445667,0.24353717405138806
2025-12-05,full,357,178.83661,115.263336,287.045748760386,170,357.1399997102787,295.81000000000006,0.36652589383327144,0.2322823510223897,89,35,10.554793180392291,0.9101123595505618,384,1.4429161548614502,0.9044703841209412,-5.314058513667421e-06,39.54000100566289,37.559999999999995,81.95764,59.161552,0.06361782761923697,0.04592286174393154,158.79999950981647,202.65000000000003,16.248283,34.95644,0.056598171374166575,0.12176489867467213,158.79999919479926,55.59999999999999,80.63067,21.145338,0.24630989483986793,0.06459459060378601,2.8800000005194875,0.0,0.04743004,0.0,0.00016013315912004355,0.0,97.03000224098268,295.81000000000006,107.096535,115.263336,0.14096508747323314,0.2322823510223897,257.22999746877645,0.0,71.69263,0.0,0.22540066384150023,0.0,9.85999995678185,28.76,0.7717655,2.2807705,0.0009665549777503866,0.007657511835268297,106.27000245720048,19.919999999999998,84.0681,3.4881833,0.1639331968963205,0.009988950569952837,241.00999729629632,247.12999999999997,93.996735,109.494385,0.2016261277197779,0.21463588729662625
2025-12-06,full,357,193.4867,124.62697,362.4074609739765,194,357.13320387784756,374.28999999999996,0.3291824487567243,0.2792103125664919,166,40,1.5344139158021675,0.927710843373494,384,1.4831230640411377,0.902096152305603,3.603317576646234e-05,60.12999859279251,34.74000000000001,116.91717,51.255962,0.09075439547553901,0.039786320285804415,148.69999941985995,228.70999999999998,10.557032,35.681217,0.03677364662476003,0.12428953862743676,148.3032058651951,110.83999999999999,66.0125,37.689793,0.2016544066564253,0.11513445365325074,2.2600000223712655,0.0,0.13114917,0.0,0.0004568361580299037,0.0,116.59320759202666,374.28999999999996,108.8601,124.62697,0.1598306281432975,0.2792103125664919,238.27999626344962,0.0,84.495445,0.0,0.168894971086954,0.0,48.79999897783886,23.740000000000002,41.83767,1.5604012,0.07140077519430207,0.005346479276064595,100.83999811092603,28.730000000000004,94.91848,2.4486217,0.13935386421340681,0.006413169741947226,207.49320678908265,321.82,56.730545,120.61796,0.11842779624255159,0.2674506700752059
2025-12-07,full,357,264.18268,137.0641,366.28211507351784,188,357.13999999999953,394.08000000000004,0.3955166452570241,0.28857863637309356,37,41,4.574768953128083,0.6216216216216216,384,1.442507266998291,0.9052157998085022,-7.061178109469431e-05,111.91031770280561,35.36000000000001,184.69366,63.895744,0.14336443136821284,0.049597674708009507,128.41968129566908,241.95,21.771275,36.09195,0.07583658529746885,0.12572026892172755,116.8100010015249,116.77000000000001,57.71773,37.07641,0.17631562859134245,0.11326069274335648,0.0,0.0,0.0,0.0,0.0,0.0,104.01000026947133,394.08000000000004,117.05391,137.0641,0.1737393743258972,0.28857863637309356,253.12999973052825,0.0,147.12878,0.0,0.2217772713463725,0.0,58.330321200591214,50.349999999999994,62.64039,3.2197294,0.07719170233066944,0.011091254590670195,59.679784991434275,26.36,63.323067,3.8712568,0.07903251155276426,0.011825881989272239,239.1298938079741,317.37000000000006,138.21922,129.97311,0.2392924361554716,0.26566150551753115
2025-12-08,full,357,254.61093,116.756516,346.35790321301374,173,357.1400000000003,340.53,0.42021703328376936,0.2454104000139996,34,32,0.4166634121480948,0.5882352941176471,384,1.4361103773117063,0.9060320854187012,-0.0001241222097705,91.7196766598288,31.610000000000003,161.83502,55.697285,0.12562090977916332,0.04323379668916147,136.66032334763833,235.17,26.100471,36.52713,0.09091661707242127,0.12723614781292206,128.75999999253315,73.75000000000001,66.67542,24.5321,0.20367950643218477,0.07494045551191607,0.0,0.0,0.0,0.0,0.0,0.0,123.58999945050287,340.53,129.75195,116.756516,0.19300752108688438,0.2454104000139996,233.55000054949738,0.0,124.85898,0.0,0.22720949963080503,0.0,74.99978475366454,31.619999999999997,66.841805,1.6835339,0.10753240668950256,0.0058327068137629294,134.96021339261068,21.75,98.496666,3.110618,0.15192685159035252,0.009649934060176803,147.18000185372506,287.15999999999997,89.27246,111.96237,0.16075777294080046,0.22992774885453554
2025-12-09,full,357,189.3428,134.52322,298.40862475475876,192,357.1400000000019,329.9,0.3609646689605515,0.2806605200545216,134,32,0.37821635012239063,0.8880597014925373,384,1.4580093622207642,0.9050230383872986,6.956019810144184e-06,53.63999966687939,34.12,97.99559,64.2645,0.07606693462130841,0.04988391594085574,151.75000016656344,206.23999999999998,13.653414,37.688015,0.04755937806931221,0.13127988231862442,151.75000016655915,89.53999999999999,77.6938,32.57071,0.23733835626993088,0.09949672179504143,0.0,0.0,0.0,0.0,0.0,0.0,122.86219513332574,329.9,112.96236,134.52322,0.1718857559628817,0.2806605200545216,234.27780486667623,0.0,76.380455,0.0,0.18907890217505666,0.0,49.03999944512884,43.660000000000004,37.07539,3.8798544,0.05702700435272697,0.012535983548659833,105.64000140919623,28.439999999999998,64.57329,5.2379146,0.13865954984698126,0.01615711907786762,202.45999914567687,257.8,87.69412,125.405464,0.16527811166056552,0.2519674208426894
2025-12-10,full,357,158.59636,95.10571,280.36483871084044,147,357.1399999999968,252.56,0.3349041178921775,0.19281806786137082,145,33,1.3512446376874119,0.8068965517241379,384,1.470586895942688,0.9046992659568788,-0.0001031764183684,37.06999918053617,27.93,67.75948,48.42554,0.052596817652269284,0.037589267512758706,160.12000063707669,170.95,11.246583,29.47358,0.0391755798487314,0.10266627302219178,159.95000018238386,53.67999999999999,79.590294,17.206587,0.24313172039117686,0.052562527326420326,1.1999999794567884,0.0,0.01185751,0.0,4.130364698822485e-05,0.0,93.36999982903616,252.56,64.88922,95.10571,0.09684950238939323,0.19281806786137082,262.5700001915039,0.0,93.695274,0.0,0.238013325217682,0.0,9.539999780688142,38.12,0.15292466,4.9385004,0.0005326874064791646,0.015857404679914353,127.24999918191251,16.889999999999997,82.528336,1.2306061,0.15647559354592505,0.003907255991481945,220.35000103739614,197.55000000000004,75.91511,88.9366,0.17789583987367055,0.1730534097836201
