Budget,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),avg purch (opt),se purch (opt),clicks/$ (opt),avg kws (opt),se kws (opt),improvement in clicks,improvement in clicks/$,improvement in purch,avg clicks (act),se clicks (act),avg cost (act),se cost (act),avg purch (act),se purch (act),clicks/$ (act),avg n kws (act),se n kws (act)
357,196.7393675483871,12.392501963333547,357.0894586329329,0.015755568086596207,0.33871552858419757,0.009497728297968749,0.5509526052703326,122.03225806451613,12.929626217764897,0.6174473199349793,0.5029476438589241,0.3429834676531343,121.63571890322582,2.7193376118368158,331.8109677419355,10.232678848688424,0.25221124216525426,0.00652930861514383,0.36658136929888185,35.225806451612904,0.7865942340710879
