Budget,Spend New,Clicks New,Conv New,Spend Existing,Clicks Existing,Conv Existing,Spend Existing searches,Clicks Existing searches,Conv Existing searches
Actual,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
300,0.5270287575995675,0.545592247724678,0.5323680661698513,0.26748117341189886,0.265552306214539,0.2767920341184781,0.2054900689885334,0.18885548902554133,0.1908399036104658
350,0.5337795215893462,0.5767514077258,0.5685374739754838,0.30893576717514815,0.2877242078775098,0.2953764985799692,0.1572847112355058,0.13552444774301914,0.13608602548664558
400,0.5184345379983073,0.5509308493522879,0.5453650864831023,0.28343552887862133,0.2686193062937594,0.2742613541860688,0.19812993312307156,0.18044985767505875,0.1803735765947992
450,0.5215327615527133,0.5697878850794008,0.56112327630749,0.27168693832582985,0.24791549849032668,0.2538608709678602,0.20678030012145635,0.1822966170034362,0.1850158368777892
500,0.5487359100499641,0.59767114370687,0.5912401640570208,0.22289809754351894,0.19864348527788275,0.20101618621562845,0.22836599240651678,0.2036854049574926,0.2077436436087435
550,0.5592095812275192,0.6097404776205402,0.6032826417267088,0.2447082612113526,0.21267180679593756,0.21855149479055144,0.19608215756112787,0.17758771914132265,0.17816588699639
