Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Conv,Act_Conv,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Conv_Region_USA,Act_Conv_Region_USA,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Conv_Region_B,Act_Conv_Region_B,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Conv_Region_A,Act_Conv_Region_A,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Conv_Origin_new,Act_Conv_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Conv_Origin_existing,Act_Conv_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Conv_Origin_existing searches,Act_Conv_Origin_existing searches
2025-12-01,300,275.93454,221.91217,446.19597345618087,322,299.9999999999136,355.41,10.852837795842767,10.05185752151154,230,31,,,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,100.03571410011592,300.35,29.06028,169.43639,1.3908346690819813,8.109282385373684,99.92857179970221,19.52,203.34346,35.594322,8.116375998197212,1.4207337869345602,100.03571410009552,35.54,43.530796,16.881475,1.345627128563573,0.5218413492032963,173.42429172571156,0.0,133.98654,0.0,5.3492763671094625,0.0,45.48571773368705,355.41,54.158886,221.91217,2.0149447769946307,10.05185752151154,81.08999054051503,0.0,87.789116,0.0,3.488616681218721,0.0
2025-12-01,350,339.24734,221.91217,513.2314045336395,322,349.99999999991684,355.41,13.387571179073696,10.05185752151154,243,31,,,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,116.98858908102224,300.35,46.035454,169.43639,2.20327247341872,8.109282385373684,116.1313960820326,19.52,235.54575,35.594322,9.401718554261121,1.4207337869345602,116.88001483686207,35.54,57.666153,16.881475,1.7825801513938548,0.5218413492032963,193.85713419050143,0.0,166.92345,0.0,6.657326990762658,0.0,57.908574550397695,355.41,70.27702,221.91217,2.7925896074849326,10.05185752151154,98.23429125901778,0.0,102.04691,0.0,3.9376545057028864,0.0
2025-12-01,400,389.52374,221.91217,579.1206439722265,322,399.2457480148428,355.41,15.380482031742238,10.05185752151154,250,31,,,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,133.09716091562686,300.35,59.142918,169.43639,2.8306002805290884,8.109282385373684,133.16000042774647,19.52,259.6072,35.594322,10.362122643474464,1.4207337869345602,132.98858667146942,35.54,70.773636,16.881475,2.1877591077386844,0.5218413492032963,191.55145273202743,0.0,160.04233,0.0,6.384745453915878,0.0,65.55714654143614,355.41,74.97383,221.91217,2.976754034065369,10.05185752151154,142.13714874137926,0.0,154.50763,0.0,6.018983651207973,0.0
2025-12-01,450,470.09158,221.91217,648.6341437564357,322,449.99999999992883,355.41,18.664685190142045,10.05185752151154,243,31,,,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,150.40858757162994,300.35,85.09176,169.43639,4.0725198062433305,8.109282385373684,149.75711091862382,19.52,298.9179,35.594322,11.931194210393,1.4207337869345602,149.83430150967502,35.54,86.08195,16.881475,2.6609711735057155,0.5218413492032963,226.25145254519447,0.0,230.07944,0.0,9.172208378564587,0.0,58.64571755397931,355.41,70.39946,221.91217,2.7901491838316135,10.05185752151154,165.10282990075498,0.0,169.6127,0.0,6.702326718204219,0.0
2025-12-01,500,533.02637,221.91217,714.7157098263309,322,499.90574799608845,355.41,21.16659830791989,10.05185752151154,257,31,,,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,168.15430235503166,300.35,100.173294,169.43639,4.794327886660086,8.109282385373684,164.06000020938572,19.52,332.3376,35.594322,13.265129111306015,1.4207337869345602,167.69144543167104,35.54,100.51548,16.881475,3.1071413099537906,0.5218413492032963,230.3743105849421,0.0,237.3758,0.0,9.469406135673541,0.0,60.85714656472128,355.41,70.76677,221.91217,2.8056533560337473,10.05185752151154,208.67429084642504,0.0,224.88383,0.0,8.891538310936669,0.0
2025-12-01,550,577.8797,221.91217,763.9455118571423,322,549.9999999997776,355.41,22.935199341759503,10.05185752151154,277,31,,,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,183.5257311860677,300.35,114.92544,169.43639,5.500369719580936,8.109282385373684,182.94853762764347,19.52,347.008,35.594322,13.850691715926434,1.4207337869345602,183.52573118606648,35.54,115.94623,16.881475,3.584137906252133,0.5218413492032963,243.6342757470067,0.0,248.11923,0.0,9.893817104967763,0.0,62.03143259014712,355.41,70.88919,221.91217,2.809438063445342,10.05185752151154,244.33429166262383,0.0,258.87125,0.0,10.231944494864354,0.0
2025-12-02,300,275.93454,200.57773,446.19597345618087,292,299.9999999999136,350.34000000000003,10.852837795842767,9.166778511639807,230,32,0.0,0.0,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,100.03571410011592,297.8,29.06028,162.68533,1.3908346690819813,7.786174726688883,99.92857179970221,14.93,203.34346,23.24583,8.116375998197212,0.9278484545333883,100.03571410009552,37.61,43.530796,14.646555,1.345627128563573,0.45275533041753513,173.42429172571156,0.0,133.98654,0.0,5.3492763671094625,0.0,45.48571773368705,350.34000000000003,54.158886,200.57773,2.0149447769946307,9.166778511639807,81.08999054051503,0.0,87.789116,0.0,3.488616681218721,0.0
2025-12-02,350,339.24734,200.57773,513.2314045336395,292,349.99999999991684,350.34000000000003,13.387571179073696,9.166778511639807,243,32,0.0,0.0,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,116.98858908102224,297.8,46.035454,162.68533,2.20327247341872,7.786174726688883,116.1313960820326,14.93,235.54575,23.24583,9.401718554261121,0.9278484545333883,116.88001483686207,37.61,57.666153,14.646555,1.7825801513938548,0.45275533041753513,193.85713419050143,0.0,166.92345,0.0,6.657326990762658,0.0,57.908574550397695,350.34000000000003,70.27702,200.57773,2.7925896074849326,9.166778511639807,98.23429125901778,0.0,102.04691,0.0,3.9376545057028864,0.0
2025-12-02,400,389.52374,200.57773,579.1206439722265,292,399.2457480148428,350.34000000000003,15.380482031742238,9.166778511639807,250,32,0.0,0.0,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,133.09716091562686,297.8,59.142918,162.68533,2.8306002805290884,7.786174726688883,133.16000042774647,14.93,259.6072,23.24583,10.362122643474464,0.9278484545333883,132.98858667146942,37.61,70.773636,14.646555,2.1877591077386844,0.45275533041753513,191.55145273202743,0.0,160.04233,0.0,6.384745453915878,0.0,65.55714654143614,350.34000000000003,74.97383,200.57773,2.976754034065369,9.166778511639807,142.13714874137926,0.0,154.50763,0.0,6.018983651207973,0.0
2025-12-02,450,470.09158,200.57773,648.6341437564357,292,449.99999999992883,350.34000000000003,18.664685190142045,9.166778511639807,243,32,0.0,0.0,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,,150.40858757162994,297.8,85.09176,162.68533,4.0725198062433305,7.786174726688883,149.75711091862382,14.93,298.9179,23.24583,11.931194210393,0.9278484545333883,149.83430150967502,37.61,86.08195,14.646555,2.6609711735057155,0.45275533041753513,226.25145254519447,0.0,230.07944,0.0,9.172208378564587,0.0,58.64571755397931,350.34000000000003,70.39946,200.57773,2.7901491838316135,9.166778511639807,165.10282990075498,0.0,169.6127,0.0,6.702326718204219,0.0
