Day,Search keyword,Search keyword match type,Campaign,Clicks,Conv. value,Currency code,Cost
2024-11-03,generative ai certificate program,Broad,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],1,0.00,USD,0.94
2024-11-03,generative ai certificate course,Broad,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],3,0.00,USD,66.45
2024-11-03,generative ai online course,Broad,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,20.09
2024-11-03,generative ai certificate program,Broad,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,43.40
2024-11-03,AI for business,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],6,0.00,USD,55.44
2024-11-03,artificial intelligence training,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],11,1.00,USD,93.74
2024-11-03,artificial intelligence certification,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,16.38
2024-11-03,artificial intelligence course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],27,0.00,USD,207.41
2024-11-03,courses on artificial intelligence,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,11.97
2024-11-03,mit artificial intelligence course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],5,0.50,USD,56.42
2024-11-03,mit ai class,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,13.60
2024-11-03,ai certification courses,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],4,0.00,USD,34.04
2024-11-03,artificial intelligence master online,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,15.74
2024-11-03,best course on artificial intelligence,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,15.58
2024-11-03,artificial intelligence for engineers,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],3,0.00,USD,37.11
2024-11-03,course on machine learning and artificial intelligence,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,18.95
2024-11-03,ai learning course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],8,0.00,USD,93.46
2024-11-03,best ai learning course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,7.12
2024-11-03,certification for artificial intelligence,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],3,0.00,USD,20.18
2024-11-03,artificial intelligence online program,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,29.70
2024-11-03,top artificial intelligence certification,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,3.54
2024-11-03,online ai and ml courses,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],3,0.00,USD,30.15
2024-11-03,graduate certificate artificial intelligence,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,14.81
2024-11-03,AI for engineers,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],4,0.00,USD,29.79
2024-11-03,python and ai course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],4,0.00,USD,21.02
2024-11-03,best introduction to artificial intelligence,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,4.23
2024-11-03,artificial intelligence for engineering,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,4.72
2024-11-03,artificial intelligence master's degree online,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,8.05
2024-11-03,generative ai course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],6,0.50,USD,82.75
2024-11-03,ai related certifications,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],3,1.00,USD,24.61
2024-11-03,course in generative ai,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],3,0.00,USD,20.59
2024-11-03,courses in generative ai,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,5.94
2024-11-03,course on generative ai,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,13.18
2024-11-03,learn how to program ai,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],5,0.00,USD,45.31
2024-11-03,AI for engineering,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,7.63
2024-11-03,courses about ai,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],19,0.00,USD,165.33
2024-11-03,ai generated courses,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,11.16
2024-11-03,artificial intelligence course,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],5,0.00,USD,40.12
2024-11-03,artificial intelligence training,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,15.77
2024-11-03,artificial intelligence certification,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,2.25
2024-11-03,online artificial intelligence degree,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,17.18
2024-11-03,machine learning engineer training,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,8.51
2024-11-03,courses on artificial intelligence,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,10.42
2024-11-03,ai learning course,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,5.17
2024-11-03,artificial intelligence online program,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,12.48
2024-11-03,best ai certification,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,4.65
2024-11-03,mit ai class,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,27.02
2024-11-03,artificial intelligence master online,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,7.49
2024-11-03,artificial intelligence for engineers,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,7.65
2024-11-03,learn how to program ai,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],3,0.00,USD,25.95
2024-11-03,ai courses near me,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,7.73
2024-11-03,python and ai course,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,30.46
2024-11-03,best introduction to artificial intelligence,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,3.25
2024-11-03,what to study to become artificial intelligence engineer,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],3,0.00,USD,52.09
2024-11-03,generative ai course,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,25.54
2024-11-03,generative ai courses,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,17.63
2024-11-03,courses about ai,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,7.82
2024-11-03,best course on generative ai,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,3.66
2024-11-03,generative ai courses online,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,11.41
2024-11-03,generative ai course mit,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,21.09
2024-11-03,generative ai stanford course,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,8.42
2024-11-03,AI for business,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],2,0.00,USD,4.15
2024-11-03,artificial intelligence training,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],12,0.00,USD,40.44
2024-11-03,artificial intelligence course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],4,0.00,USD,8.53
2024-11-03,courses on artificial intelligence,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],2,0.00,USD,4.36
2024-11-03,best courses on artificial intelligence,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],2,0.00,USD,19.23
2024-11-03,best course on artificial intelligence,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],3,1.00,USD,18.34
2024-11-03,ai learning course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],3,0.00,USD,16.35
2024-11-03,certification for artificial intelligence,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],2,0.00,USD,22.58
2024-11-03,artificial intelligence online program,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],2,0.00,USD,6.94
2024-11-03,AI for engineers,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],2,0.00,USD,6.74
2024-11-03,artificial intelligence for engineering,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,0.00,USD,1.81
2024-11-03,best generative ai courses,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,0.00,USD,5.82
2024-11-03,course in generative ai,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,1.00,USD,2.90
2024-11-03,learn how to program ai,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],2,0.00,USD,4.61
2024-11-03,courses about ai,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],3,0.00,USD,7.31
2024-11-03,ai generated courses,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,0.00,USD,1.31
2024-11-03,mit ai class,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,0.00,USD,13.62
2024-11-03,generative ai course,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],3,0.00,USD,9.70
2024-11-03,course on generative ai,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,0.00,USD,4.07
2024-11-03,courses in generative ai,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,0.00,USD,14.92
2024-11-03,generative ai course mit,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,0.00,USD,8.02
2024-11-03,AI for business,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],9,0.00,USD,11.04
2024-11-03,artificial intelligence training,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],19,2.00,USD,16.30
2024-11-03,artificial intelligence course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],11,0.00,USD,14.81
2024-11-03,best courses on artificial intelligence,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],1,0.00,USD,1.27
2024-11-03,best course on artificial intelligence,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],2,0.00,USD,1.08
2024-11-03,ai learning course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],5,0.00,USD,3.71
2024-11-03,ai short course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],1,0.00,USD,1.04
2024-11-03,AI for engineers,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],1,0.00,USD,0.50
2024-11-03,generative ai course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],1,0.00,USD,0.33
2024-11-03,courses about ai,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],2,0.00,USD,1.19
2024-11-03,artificial intelligence training,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],2,0.00,USD,1.25
2024-11-03,courses on artificial intelligence,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],1,0.00,USD,0.31
2024-11-03,ai certification courses,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],1,0.00,USD,1.33
2024-11-03,best place to study artificial intelligence,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],1,0.00,USD,0.99
2024-11-03,generative ai course,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],3,0.00,USD,4.48
2024-11-03,generative ai courses online,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],1,0.00,USD,0.41
2024-11-03,AI for business,Phrase,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],14,0.00,USD,7.07
2024-11-03,artificial intelligence training,Phrase,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],17,0.00,USD,8.37
2024-11-03,ai for enterprise,Phrase,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],13,0.00,USD,6.68
2024-11-03,artificial intelligence course,Phrase,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],4,0.00,USD,0.94
2024-11-03,courses on artificial intelligence,Phrase,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],1,0.00,USD,0.24
2024-11-03,best course on artificial intelligence,Phrase,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],2,0.00,USD,0.96
2024-11-03,ai learning course,Phrase,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],6,0.00,USD,2.62
2024-11-03,best ai learning course,Phrase,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],1,0.00,USD,0.53
2024-11-03,executive education ai,Phrase,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],1,0.00,USD,0.67
2024-11-03,online ai and ml courses,Phrase,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],2,0.00,USD,0.54
2024-11-03,AI for engineers,Phrase,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],4,0.00,USD,1.52
2024-11-03,course in generative ai,Phrase,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],2,0.00,USD,0.98
2024-11-03,generative ai training course,Phrase,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],1,0.00,USD,0.36
2024-11-03,course generator ai,Phrase,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],1,0.00,USD,0.32
2024-11-03,course on generative ai,Phrase,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],1,0.00,USD,0.54
2024-11-03,learn how to program ai,Phrase,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],2,0.00,USD,1.14
2024-11-03,courses on generative ai,Phrase,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],1,0.00,USD,0.70
2024-11-03,courses about ai,Phrase,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],9,0.00,USD,6.10
2024-11-03,ai generated courses,Phrase,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],1,0.00,USD,1.04
2024-11-03,artificial intelligence course,Exact,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],1,0.00,USD,0.31
2024-11-03,learn how to program ai,Exact,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],4,0.00,USD,2.47
2024-11-03,generative ai course,Exact,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],5,0.00,USD,2.10
2024-11-03,google generative ai course,Exact,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],2,0.00,USD,1.26
2024-11-03,generative ai course mit,Exact,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],1,0.00,USD,0.68
2024-11-04,generative ai certificate course,Broad,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],5,0.00,USD,5.01
2024-11-04,generative ai online course,Broad,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],1,0.00,USD,1.24
2024-11-04,generative ai online program,Broad,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],2,0.00,USD,0.67
2024-11-04,generative ai certificate program,Broad,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],3,0.00,USD,3.01
2024-11-04,generative ai online program,Broad,Course - Generative AI - Run 3 - Search - Lead Gen - C [phrase and exact],91,1.00,USD,34.95
2024-11-04,generative ai online course,Broad,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],3,0.00,USD,13.66
2024-11-04,generative ai online program,Broad,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,12.20
2024-11-04,AI for business,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],4,0.00,USD,38.92
2024-11-04,artificial intelligence training,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],7,0.00,USD,38.91
2024-11-04,artificial intelligence certification,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,27.82
2024-11-04,artificial intelligence course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],15,0.00,USD,94.11
2024-11-04,courses on artificial intelligence,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],3,0.00,USD,30.44
2024-11-04,mit artificial intelligence course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,1.00,USD,29.00
2024-11-04,ai certification courses,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,19.19
2024-11-04,best courses on artificial intelligence,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,4.28
2024-11-04,best course on artificial intelligence,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],3,0.00,USD,12.58
2024-11-04,best course for artificial intelligence,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,12.25
2024-11-04,ai learning course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],9,0.00,USD,46.33
2024-11-04,certification for artificial intelligence,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,20.46
2024-11-04,artificial intelligence online program,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],3,0.00,USD,12.61
2024-11-04,AI for engineers,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],4,0.00,USD,34.45
2024-11-04,artificial intelligence for engineering,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,3.62
2024-11-04,best ai classes online,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,5.63
2024-11-04,generative ai course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],7,0.00,USD,62.40
2024-11-04,generative ai courses,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,3.00
2024-11-04,ai related certifications,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],3,0.00,USD,32.94
2024-11-04,courses in generative ai,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,6.05
2024-11-04,course on generative ai,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,23.72
2024-11-04,artificial intelligence for leadership,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,4.17
2024-11-04,learn how to program ai,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],3,0.00,USD,12.55
2024-11-04,courses on generative ai,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],3,0.00,USD,14.56
2024-11-04,AI for engineering,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,5.04
2024-11-04,courses about ai,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],17,1.00,USD,111.08
2024-11-04,artificial intelligence course,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,7.11
2024-11-04,artificial intelligence training,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],3,0.00,USD,29.04
2024-11-04,artificial intelligence certification,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,16.44
2024-11-04,ai learning course,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,7.55
2024-11-04,mit artificial intelligence course,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,3.81
2024-11-04,mit ai class,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,6.16
2024-11-04,artificial intelligence master online,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,9.91
2024-11-04,best courses on artificial intelligence,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,1.00,USD,14.66
2024-11-04,learn how to program ai,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,9.99
2024-11-04,best ai learning course,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,8.14
2024-11-04,best introduction to artificial intelligence,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,4.22
2024-11-04,what to study to become artificial intelligence engineer,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,11.35
2024-11-04,generative ai course,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,2.72
2024-11-04,generative ai courses,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,8.77
2024-11-04,best generative ai courses,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,7.76
2024-11-04,best course on generative ai,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,14.48
2024-11-04,courses in generative ai,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,4.91
2024-11-04,generative ai course mit,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],1,0.00,USD,19.87
2024-11-04,stanford generative ai course,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - USA [mid tier],2,0.00,USD,12.94
2024-11-04,AI for business,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],2,0.00,USD,3.60
2024-11-04,artificial intelligence training,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],13,0.00,USD,29.49
2024-11-04,artificial intelligence course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],8,0.00,USD,13.01
2024-11-04,mit artificial intelligence course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],3,0.00,USD,10.18
2024-11-04,ai certification courses,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,0.00,USD,0.49
2024-11-04,ai learning course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],2,0.00,USD,1.91
2024-11-04,artificial intelligence online program,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],2,0.00,USD,7.91
2024-11-04,online ai and ml courses,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],2,0.00,USD,3.56
2024-11-04,best place to study artificial intelligence,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,0.00,USD,2.03
2024-11-04,bootcamp ai,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,0.00,USD,1.62
2024-11-04,artificial intelligence for engineering,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,0.00,USD,1.19
2024-11-04,generative ai course stanford,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,0.00,USD,0.60
2024-11-04,mit generative ai course,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,0.00,USD,3.45
2024-11-04,ai related certifications,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,0.00,USD,2.36
2024-11-04,course generative ai,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,0.00,USD,0.55
2024-11-04,learn how to program ai,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,1.00,USD,6.23
2024-11-04,courses about ai,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],6,0.00,USD,13.24
2024-11-04,ai generated courses,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],2,0.00,USD,3.20
2024-11-04,learn how to program ai,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,0.00,USD,1.14
2024-11-04,generative ai course,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,0.00,USD,1.33
2024-11-04,mit generative ai course,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,0.00,USD,1.33
2024-11-04,generative ai course mit,Exact,Course - Generative AI - Run 4 - Search - Lead Gen - A [phrase and exact],1,0.00,USD,0.86
2024-11-04,AI for business,Phrase,Course - Generative AI - Run 4 - Search - Lead Gen - B [phrase and exact],2,0.00,USD,2.39
