Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Conv,Act_Conv,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_C,Act_Cost_Region_C,Opt_Clicks_Region_C,Act_Clicks_Region_C,Opt_Conv_Region_C,Act_Conv_Region_C,Opt_Purch_Region_C,Act_Purch_Region_C,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Conv_Region_USA,Act_Conv_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Conv_Region_A,Act_Conv_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Conv_Region_B,Act_Conv_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Conv_Origin_new,Act_Conv_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Conv_Origin_existing,Act_Conv_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Conv_Origin_existing searches,Act_Conv_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches
2025-12-22,847,245.61581,166.8991,504.6982367571,270,847.4599999999994,686.5799999999999,4.614749009063686,3.5521143055474433,0.13658316315626745,0.07703705107906511,30,109,4.214754129990643,0.9333333333333333,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.511480331420898,0.8964498043060303,-0.0002804931536913,0.0,61.19,0.0,68.36726,0.0,1.4549964518233787,0.0,0.012733441789361115,453.24999343800613,520.12,58.699383,62.348827,1.3756472930627117,1.4611737270061584,0.04493837799030072,0.04773227671426517,314.600007284248,70.69,140.78902,21.92517,2.381569632984626,0.37088352546314407,0.07665175682181191,0.011937032371121405,79.60999927774543,34.58,46.127415,14.257846,0.8575320830163473,0.265060601254763,0.014993028344154852,0.004634300204317406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.8599932293166,686.5799999999999,128.7933,166.8991,2.595858815646036,3.552114305547444,0.0810841626172325,0.07703705107906511,249.6000067706829,0.0,116.822495,0.0,2.018890301513086,0.0,0.05549900353182408,0.0
2025-12-23,847,236.75668,124.59832,409.33354599248094,276,847.4400009819058,655.53,4.229777786270284,2.6766966085051997,0.13652635207605787,0.06702113350562593,170,106,1.0536962666153968,0.9823529411764705,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.158576488494873,0.904456913471222,-0.0003150205104543,0.0,33.489999999999995,0.0,32.661568,0.0,0.6951055587106983,0.0,0.006083235569552058,423.9400083741105,529.8299999999999,34.485348,62.07489,0.8081800117625547,1.4547538805079425,0.026400879815590726,0.047522559085312346,423.4999926077954,59.60000000000001,202.27136,16.905329,3.42159777450773,0.28596848595541124,0.11012547226046715,0.009204008373538672,0.0,32.61,0.0,12.956541,0.0,0.24086868333114772,0.0,0.0042113304772228724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.6000036062204,655.53,58.65997,124.59832,1.0916762947387217,2.6766966085051997,0.03530812533893384,0.06702113350562594,640.8399973756855,0.0,178.09674,0.0,3.1381015138813653,0.0,0.10121822746722677,0.0
2025-12-24,847,136.0951,98.51237,390.00860864742344,208,847.46,541.97,2.908965145748132,2.0921975082415565,0.09196309958329017,0.05044361962612121,251,92,0.5950193798271048,0.9163346613545816,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.2852463722229,0.9014410376548768,-0.0002978123985692,0.0,32.589999999999996,0.0,26.75765,0.0,0.5694580153540708,0.0,0.004983627610162987,599.3600005564629,422.94,90.54926,43.588467,2.122064342456232,1.021515933477058,0.0693216422711994,0.033369941098422416,216.90999702825624,52.36,35.720795,13.376969,0.6042486201723233,0.22628318706716963,0.019447979875070617,0.007283013516678155,31.190002415280993,34.08,9.825024,14.789288,0.18265218311957646,0.2749403723432582,0.0031934774370201233,0.004807037400857661,17.499999786404967,0.0,3.3749673,0.0,0.06713288488687327,0.0,0.0021780864091896003,0.0,83.52000243983056,541.97,6.584244,98.51237,0.12611430888510344,2.092197508241557,0.0035298094097451463,0.05044361962612121,746.4399977737644,0.0,126.135864,0.0,2.7157178517171032,0.0,0.08625520049307041,0.0
2025-12-25,847,136.49728,91.722885,501.3186153007157,196,847.3500045214541,372.32,2.852000955212225,1.9177967181822904,0.08750203623566512,0.04326623037855588,87,86,33.82902200543485,0.9195402298850575,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.404360771179199,0.898614764213562,-0.0005803948310263,0.0,31.96,0.0,32.337948,0.0,0.6882182606605828,0.0,0.006022961189709259,675.8300046052531,254.68999999999997,78.42734,31.985754,1.8379813744023892,0.7496010468724197,0.06004148167815402,0.02448727617620681,104.11000058071205,58.22,39.131367,17.54849,0.6619414423789087,0.2968481323294869,0.02130484608502525,0.009554174077964387,67.40999933548889,27.450000000000003,18.938597,9.850687,0.35207813843092756,0.18312927831980078,0.0061557084724858544,0.0032018189346754208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.2000044881986,372.32,83.02547,91.722885,1.9196815360112383,1.9177967181822904,0.06162609492689364,0.04326623037855588,155.15000003325548,0.0,53.471844,0.0,0.9323194355011993,0.0,0.025875941844165803,0.0
2025-12-26,847,188.89603,238.50192,405.81311816419225,393,846.1800025265779,1284.4400000000003,3.6479708554812853,5.117380979266825,0.11084368796227842,0.13581397373179402,125,124,1.2096265483779087,0.952,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.469442844390869,0.8970329761505127,-0.0003979063490145,0.0,44.35,0.0,49.39319,0.0,1.0511888942034193,0.0,0.009199508752882479,508.35000788036893,1074.03,62.589493,127.66672,1.466813744216327,2.9919290028819483,0.047916519598717115,0.09773757934151164,257.22999728830587,118.48,99.69101,40.591175,1.686360739459935,0.6866354474801696,0.05427618471643835,0.02209963236704812,80.59999735790299,47.580000000000005,26.615536,20.850836,0.49479637180502417,0.38762763470128764,0.00865098364712296,0.0067772532703517735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.33000268527155,1284.4400000000003,79.91604,238.50192,1.5440838300870305,5.117380979266824,0.04733024551268982,0.13581397373179402,464.8499998413062,0.0,108.97997,0.0,2.1038870899232105,0.0,0.06351344452647845,0.0
2025-12-27,847,294.10504,150.27986,434.96873131748333,277,847.3099983151169,803.66,5.50936119320164,3.235730758701614,0.17824611592903244,0.0813075384674932,77,102,11.434977607275853,0.922077922077922,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.332019329071045,0.900093674659729,-0.0003440381014987,0.0,39.35,0.0,40.072937,0.0,0.8528347103600946,0.0,0.007463606613409903,424.44000503309854,662.69,81.955574,76.06643,1.9206672379229996,1.7826522048079594,0.06274258726537972,0.058234039356519184,422.8699932820182,68.25,212.14943,20.569021,3.5886939552786394,0.3479430301902303,0.11550352866365272,0.011198683493693197,0.0,33.37,0.0,13.5714855,0.0,0.25230081334333077,0.0,0.004411209003870902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.91000386595493,803.66,151.823,150.27986,2.869614236977361,3.2357307587016146,0.09288152198165626,0.0813075384674932,354.3999944491618,0.0,142.282,0.0,2.63974686682507,0.0,0.08536459102696524,0.0
2025-12-28,847,111.37629,134.06,462.6963385368551,272,704.6200002275175,655.8699999999999,2.5360522905118867,2.8605081921020736,0.08275280596614887,0.07241851747851255,15,95,0.04299364777637223,0.8666666666666667,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.5899763107299805,0.8940385580062866,-0.000243158787917,0.0,34.14,0.0,34.45312,0.0,0.7332335140681152,0.0,0.006416913427998108,672.5800001986363,526.21,100.01009,64.84222,2.343783138469816,1.5196073734843114,0.0765645475660805,0.049641133225690116,32.040000028881124,68.01,11.366194,23.065266,0.19226915204207148,0.39016922977197743,0.006188258400068366,0.012557750361619742,0.0,27.51,0.0,11.699415,0.0,0.2174980747776696,0.0,0.0038027204632045796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0099999470473,655.8699999999999,62.107265,134.06,1.4464780884161317,2.8605081921020736,0.047240921759516975,0.07241851747851255,251.61000028047016,0.0,49.26902,0.0,1.0895741167296071,0.0,0.03551188141602658,0.0
2025-12-29,847,143.04025,100.096466,451.67074043743884,204,847.4600000000275,587.47,2.933561039305171,2.1999857959430837,0.09478215820487511,0.05912592387777851,42,80,0.18346682592816624,0.9285714285714286,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.412476062774658,0.8980457186698914,-0.0002740443183775,0.0,22.98,0.0,21.226683,0.0,0.45174760908492634,0.0,0.003953481726060072,700.0384392733434,511.04999999999995,78.33684,61.82888,1.8358601100040428,1.448988615007902,0.05997218616771978,0.04733422470515413,143.1715606031849,33.96,62.800915,10.479628,1.0623327039426154,0.1772720904919159,0.034191596566680325,0.005705572066205587,4.250000123499291,19.48,1.9024884,6.561277,0.0353682253585134,0.12197748135833955,0.0006183754704750085,0.002132645380358722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.9493722777298,587.47,74.88045,100.096466,1.6606130635731815,2.1999857959430837,0.05412959069620914,0.05912592387777852,371.5106277222977,0.0,68.1598,0.0,1.2729480489989586,0.0,0.04065256990985445,0.0
2025-12-30,847,256.16937,145.28163,382.39055581027077,320,847.4599999999995,689.28,4.780979735652559,3.07846944117113,0.15384768169517782,0.07190957287272579,76,104,1.3525176107729375,0.868421052631579,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.291452884674072,0.9007660150527954,-0.0004956429184835,0.0,44.45000000000001,0.0,42.842625,0.0,0.9117794601410897,0.0,0.007979463225420298,426.96999589021385,521.24,67.91345,60.447113,1.5915833907307675,1.4166062552263001,0.05199237942489319,0.04627638761898963,415.3393774106947,66.92999999999999,185.34102,18.253027,3.1352061399286573,0.3087659850636228,0.10090784468178277,0.009937754863074714,5.150626699090996,56.660000000000004,2.9149394,23.738874,0.054190204993134164,0.4413177407401176,0.0009474575885018335,0.007715967165241129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.3196852659783,689.28,140.07501,145.28163,2.4600371273410304,3.0784694411711295,0.07933404081185995,0.07190957287272577,466.1403147340212,0.0,116.09439,0.0,2.3209425661323757,0.0,0.07451363953653073,0.0
2025-12-31,847,132.83698,132.74355,431.1523066975866,238,847.46,705.91,2.7498609386996287,2.8723902009011244,0.08904771440174584,0.07560249603046496,228,89,0.7345880472711994,0.9780701754385965,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.378690242767334,0.8986597657203674,-0.0004176976688365,0.0,33.63,0.0,26.910778,0.0,0.5727169287545275,0.0,0.00501214808114371,518.3199925423432,590.08,76.81727,74.13082,1.800248472044884,1.7372903316692123,0.058808857998113535,0.056752199489761894,325.4200075206313,48.02,54.83131,16.106457,0.9275197786929233,0.27245486442389155,0.029852589459957106,0.008769067141054989,3.7199999370252224,34.18,1.1883854,15.595489,0.0220926879618219,0.28992807605349347,0.000386266943675214,0.005069081318504378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.9699938247944,705.91,85.6023,132.74355,1.9039823542411927,2.872390200901125,0.062069877661851014,0.07560249603046497,315.49000617520574,0.0,47.23465,0.0,0.8458786167229134,0.0,0.026977837778339762,0.0
