Budget,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),avg conv (opt),se conv (opt),avg purch (opt),se purch (opt),clicks/$ (opt),avg kws (opt),se kws (opt),improvement in clicks,improvement in clicks/$,improvement in conv,improvement in purch,avg clicks (act),se clicks (act),avg cost (act),se cost (act),avg conv (act),se conv (act),avg purch (act),se purch (act),clicks/$ (act),avg n kws (act),se n kws (act)
847,315.33434354838704,8.509913909276177,842.2535302181457,4.597737702345861,6.304138496136597,0.2022095248488293,0.19954066989095093,0.0065392308939517625,0.37439361455298936,119.90322580645162,14.045804856317108,2.3696219368824867,1.7852791858328698,2.1225436886795643,2.1959401567539736,93.58152025806451,4.604890016174444,696.1941935483873,31.278541508135742,2.01891122260084,0.10041971220040523,0.062435671540739604,0.0031999920560272866,0.13441870260522415,85.2258064516129,1.8060291364654264
