Budget,Spend USA,Clicks USA,Purch USA,Spend A,Clicks A,Purch A,Spend B,Clicks B,Purch B
Actual,0.7529982242227193,0.47846070756269915,0.7621932704976018,0.15043370392695804,0.19450616053065858,0.1824339830180469,0.09656807185032268,0.32703311964441456,0.05537274648435036
353,0.9437585733106889,0.9075187353303756,0.9433961748266336,0.05619035102516034,0.09248125894215553,0.05660382517336588,5.107566415058413e-05,0.0,0.0
