Day,k_policy,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Oracle_k,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches,Opt_Cost_Match_Exact match,Act_Cost_Match_Exact match,Opt_Clicks_Match_Exact match,Act_Clicks_Match_Exact match,Opt_Purch_Match_Exact match,Act_Purch_Match_Exact match,Opt_Cost_Match_Phrase match,Act_Cost_Match_Phrase match,Opt_Clicks_Match_Phrase match,Act_Clicks_Match_Phrase match,Opt_Purch_Match_Phrase match,Act_Purch_Match_Phrase match,Opt_Cost_Match_Broad match,Act_Cost_Match_Broad match,Opt_Clicks_Match_Broad match,Act_Clicks_Match_Broad match,Opt_Purch_Match_Broad match,Act_Purch_Match_Broad match
2025-12-01,100,353,97.79205,132.05516,310.973235856912,190,353.9499983633108,339.01,0.1269878073873551,0.10487356328673753,295,44,,,384,1.97921359539032,0.9045120477676392,-0.0001401112409753,353.9499983633108,256.5,97.79205,62.83869,0.1269878073873551,0.08159915375053577,0.0,50.56000000000001,0.0,21.899807,0.0,0.016743735496334275,0.0,31.95,0.0,47.316658,0.0,0.006530674039867488,20.549999967046432,0.0,6.578086,0.0,0.008541969851401463,0.0,37.99999946036821,339.01,11.303504,132.05516,0.01467815893203115,0.10487356328673753,295.3999989358962,0.0,79.91046,0.0,0.10376767612713597,0.0,22.93000004455846,7.5,6.032202,1.9388525,0.007833112928672122,0.0017056235823476348,163.5299990849431,35.900000000000006,44.882454,5.832954,0.05828208601929055,0.00646246377955793,167.48999923380921,295.61,46.87739,124.283356,0.06087261153537559,0.09670547503273234
2025-12-02,100,353,102.4314,142.21645,266.64933512473596,213,353.98999999999944,344.9,0.13301224385996455,0.11544884085365881,286,43,0.10066028137024909,0.6818181818181818,384,2.026463508605957,0.9023297429084778,0.0001193048479585,353.98999999999944,259.25,102.4314,68.29123,0.13301224385996455,0.08867952852961031,0.0,50.2,0.0,26.44061,0.0,0.02021545618585924,0.0,35.45,0.0,47.484615,0.0,0.006553856138189262,59.78999899483495,0.0,16.906624,0.0,0.021954087152815247,0.0,23.110000001295052,344.9,6.6596518,142.21645,0.008647887150368174,0.11544884085365881,271.0900010038694,0.0,78.86513,0.0,0.10241027822553396,0.0,95.63999831900436,3.38,27.992943,0.7436171,0.03635022059518004,0.000694729335299049,106.94000394087894,14.04,31.506325,2.3625898,0.040912523294393315,0.002162527798067136,151.40999774011615,327.47999999999996,42.932137,139.11024,0.05574950740075076,0.11259158508010901
2025-12-03,100,353,93.08414,142.13225,250.93692464960412,214,353.98999999999927,350.34000000000003,0.1163135390455238,0.12055045554302007,306,44,0.22061227168824726,0.8235294117647058,384,2.019299030303955,0.9028325080871582,-0.0001478804211574,334.56000023289766,265.53,84.5431,71.430084,0.10978339431117645,0.09275549685708084,19.429999767101645,53.22,8.54104,28.78762,0.006530144734347348,0.02200988632025562,0.0,31.589999999999996,0.0,41.91455,0.0,0.005785072365683608,0.0,0.0,0.0,0.0,0.0,0.0,67.08999872023124,350.34000000000003,21.92717,142.13225,0.026071486384381115,0.12055045554302007,286.90000127976805,0.0,71.15697,0.0,0.09024204807214063,0.0,105.42999848121754,5.37,27.110863,1.116467,0.034039778828210555,0.001004607140259847,118.23000331812284,32.769999999999996,31.816341,6.680336,0.039618844598188416,0.006956792976589948,130.32999820065888,312.2,34.156937,134.33545,0.042654913142338304,0.11258905259689628
2025-12-04,100,353,89.67363,133.10881,406.3605469893002,202,353.9199955577434,342.20000000000005,0.11644564294262771,0.10474333930092197,529,42,0.25623382726938043,0.9546313799621928,384,1.9314969778060915,0.907228708267212,-0.0004012520153757,353.9199955577434,258.35,89.67363,60.499607,0.11644564294262771,0.07856173173454989,0.0,52.07,0.0,25.792505,0.0,0.019719938572388043,0.0,31.779999999999998,0.0,46.81669,0.0,0.006461668993984036,109.12999807530389,0.0,23.23758,0.0,0.030175143489317064,0.0,6.130000006731208,342.20000000000005,1.2940443,133.10881,0.0016803804620451983,0.10474333930092197,238.65999747570828,0.0,65.142006,0.0,0.0845901162048806,0.0,95.88999889747362,25.61,26.710304,2.570107,0.03468465348374418,0.003274059607538452,130.4299983268614,22.759999999999998,31.98465,4.043748,0.04153364934241438,0.004469716492515583,127.59999833340837,293.83,30.978674,126.49496,0.04022734259325567,0.09699956707156446
2025-12-05,100,353,63.24038,107.810425,228.82517997052582,158,353.9099904846714,242.95999999999998,0.08212076499275794,0.07966717031370311,426,36,0.3607549711182734,0.9061032863849765,384,2.140008449554444,0.8972918391227722,0.0002034142587631,353.9099904846714,179.33,63.24038,47.389324,0.08212076499275794,0.061537381038758464,0.0,32.129999999999995,0.0,15.626181,0.0,0.01194716524657161,0.0,31.500000000000004,0.0,44.794933,0.0,0.006182624028373038,72.39999804870178,0.0,13.8611355,0.0,0.017999368671296118,0.0,34.21999909396321,242.95999999999998,5.2030745,107.810425,0.006756449491760172,0.07966717031370311,247.28999334200654,0.0,44.17617,0.0,0.05736494682970166,0.0,0.8299999772769239,7.61,0.047449082,0.5932232,6.161497968939017e-05,0.000744992393495111,177.94999530196407,14.469999999999999,34.483475,2.8531194,0.044778497276318704,0.002593001243811698,175.12999520543048,220.88000000000002,28.709457,104.36409,0.03728065022126354,0.07632917531912571
2025-12-06,100,353,113.48065,104.40683,437.65052254218017,151,353.9899999999997,226.74999999999997,0.14736023847942417,0.07936973373160539,292,29,0.5370051876239756,0.928082191780822,384,2.0091066360473637,0.903657078742981,9.979295700713806e-05,353.9899999999997,163.56999999999996,113.48065,44.295155,0.14736023847942417,0.057519448773148095,0.0,36.72,0.0,21.632504,0.0,0.016539365742740765,0.0,26.46,0.0,38.47917,0.0,0.005310919215716527,117.92000433634301,0.0,32.250305,0.0,0.0418786161696542,0.0,3.2299999365645764,226.74999999999997,1.4315338,104.40683,0.0018589174515311862,0.07936973373160539,232.83999572709217,0.0,79.79881,0.0,0.10362270485823878,0.0,41.4499991021741,5.23,12.257535,0.64242506,0.015917015353747135,0.0008342207110992213,156.77000410777285,3.0100000000000002,50.124012,0.83586013,0.06508850839437787,0.0007636807613013268,155.76999679005283,218.51,51.099102,102.928535,0.06635471596969242,0.07777183336016638
2025-12-07,100,353,114.5574,213.16707,438.7312979984399,289,353.99000000000086,571.83,0.14755965282394315,0.19141386895725898,299,45,0.14189520062447536,0.6923076923076923,384,2.05879807472229,0.9013187289237976,0.0003228336346859,350.51000000621974,444.0400000000001,112.31241,115.06269,0.14584321663984146,0.14941458429494536,3.4799999937811634,87.86999999999999,2.2449963,45.42223,0.0017164361841016872,0.034728062361382685,0.0,39.92,0.0,52.682144,0.0,0.0072712223009309416,135.30000084087055,0.0,38.37504,0.0,0.049831884823830185,0.0,11.350000006573362,571.83,4.577384,213.16707,0.005943959486437052,0.19141386895725898,207.33999915255697,0.0,71.60498,0.0,0.09178380727528265,0.0,32.41014693145145,11.66,12.618005,1.613128,0.016059055302134456,0.0016718324835494768,125.02000073261021,24.87,39.22689,5.1702185,0.050938057314600854,0.005423956081582926,196.5598523359392,535.3,62.71251,206.38371,0.08056254392238762,0.1843180813019825
2025-12-09,100,353,74.82542,142.50809,341.1572565340964,220,353.9900000000015,359.0799999999999,0.09690743893948627,0.1201845612093705,372,38,,,384,2.137006521224976,0.898491621017456,-4.825681424890442e-05,353.1599999914161,275.52,74.34401,72.44811,0.09653937279605306,0.09407744698993316,0.8300000085853403,51.56,0.4814086,26.235178,0.0003680661434332077,0.02005838879053517,0.0,32.0,0.0,43.824795,0.0,0.006048725428902175,53.65000046309622,0.0,6.0927887,0.0,0.00791178743345074,0.0,21.93000028343894,359.0799999999999,5.4183674,142.50809,0.00677895128320434,0.1201845612093705,278.40999925346625,0.0,63.314262,0.0,0.08221670579560086,0.0,32.30999985759753,0.99,8.948084,0.3075028,0.011619529431422632,0.00023510459285378568,141.09999994000088,21.86,30.993258,3.0788283,0.040246277626241375,0.003998010852390981,180.58000020240303,336.22999999999996,34.88408,139.12175,0.04504163683539531,0.115951447667287
2025-12-10,100,353,136.07529,133.40765,273.59468364931786,198,353.990000000005,343.87000000000006,0.17605754563661138,0.11902671094184802,350,41,0.2058309533077451,0.9028571428571428,384,2.0376813411712646,0.9034659266471864,5.231417224221002e-05,351.9399916572345,263.42,134.87125,70.91303,0.17513698326020802,0.09208407965866414,2.050008342770514,52.540000000000006,1.2040408,29.23529,0.0009205623764033743,0.02235215724249579,0.0,27.91,0.0,33.25933,0.0,0.004590474040688096,101.15999791360211,0.0,32.689213,0.0,0.04220337327541502,0.0,13.259999597106981,343.87000000000006,4.318832,133.40765,0.005608217450610608,0.11902671094184802,239.57000248929592,0.0,99.06724,0.0,0.12824594995701272,0.0,70.3799978615678,8.77,27.11133,1.2671384,0.03520540280425556,0.0016201045405282496,95.85000553975513,16.33,37.15774,3.3265557,0.04825117489553665,0.0022955002010110444,187.75999659868202,318.77000000000004,71.806206,128.81398,0.09260096546003267,0.1151111070700094
2025-12-11,100,353,39.033424,145.1985,367.8437355781503,218,353.68999649708604,332.15,0.05075546059502062,0.11274467565675547,647,42,0.6685765250267925,0.8979907264296755,384,2.052755832672119,0.9028133749961852,3.4897659580957304e-05,325.8099968643419,245.10999999999999,39.161945,65.94135,0.05085372273341536,0.0856281077161836,27.879999632744138,50.08,-0.12852103,25.820288,-9.826213839474314e-05,0.019741179937204537,0.0,36.96,0.0,53.43685,0.0,0.007375388003367345,97.22999888031212,0.0,9.160476,0.0,0.011638576783175722,0.0,5.769999935039026,332.15,0.93624675,145.1985,0.0012157627093551968,0.11274467565675547,250.6899976817349,0.0,28.9367,0.0,0.037901123424477066,0.0,90.34999899511209,9.92,7.32555,1.7424116,0.009545797628908484,0.0015284165592838567,120.4499987269719,19.209999999999997,11.145296,3.2795372,0.014480102194709833,0.0031190163697810604,142.88999877500208,303.02000000000004,20.562578,140.17654,0.02672956139059893,0.10809724175020145
