Budget,Spend Exact match,Clicks Exact match,Purch Exact match,Spend Phrase match,Clicks Phrase match,Purch Phrase match,Spend Broad match,Clicks Broad match,Purch Broad match
Actual,0.024825971499123748,0.0099040963172793,0.012076780362052963,0.049806712577762986,0.024115412279463382,0.02734209189621816,0.9253673159231134,0.9659804939560301,0.9605811306466029
353,0.1613324995339208,0.160129608535193,0.1564756411297805,0.338710852310114,0.3391170047296367,0.3410922904777793,0.4999566481559652,0.5007533933990475,0.5024320757216597
