Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches,Opt_Cost_Match_Exact match,Act_Cost_Match_Exact match,Opt_Clicks_Match_Exact match,Act_Clicks_Match_Exact match,Opt_Purch_Match_Exact match,Act_Purch_Match_Exact match,Opt_Cost_Match_Phrase match,Act_Cost_Match_Phrase match,Opt_Clicks_Match_Phrase match,Act_Clicks_Match_Phrase match,Opt_Purch_Match_Phrase match,Act_Purch_Match_Phrase match,Opt_Cost_Match_Broad match,Act_Cost_Match_Broad match,Opt_Clicks_Match_Broad match,Act_Clicks_Match_Broad match,Opt_Purch_Match_Broad match,Act_Purch_Match_Broad match
2025-12-01,353,86.3658,139.51367,260.07612834458837,190,353.860001362721,339.01,0.11215026105045642,0.10993365474438237,356,44,,,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9764676094055176,0.9046445488929749,1.4425234260976106e-05,353.860001362721,256.5,86.3658,63.713455,0.11215026105045642,0.08273506749390189,0.0,31.95,0.0,49.087494,0.0,0.006775086435335182,0.0,50.56000000000001,0.0,26.712723,0.0,0.020423500815145296,129.9500008149606,0.0,24.405289,0.0,0.03169147430545922,0.0,27.99000017687689,339.01,7.44226,139.51367,0.009664142383125383,0.10993365474438237,195.92000037088354,0.0,54.518253,0.0,0.07079464312347855,0.0,75.84000067454721,7.5,6.2440696,1.08901,0.00810823313750602,0.0006512992491960688,98.38000046173808,35.900000000000006,21.448738,4.56643,0.02785224714122024,0.005145077258563789,179.6400002264357,295.61,58.67299,133.85823,0.07618978262932005,0.10413727824552652
2025-12-02,353,87.18838,154.50398,232.03677954365457,213,353.9600012044018,344.9,0.11321841982163722,0.12049363862162309,326,43,0.06475966699781087,0.5828220858895705,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0166335105896,0.9028035402297974,-2.1183627284330355e-05,353.9600012044018,259.25,87.18838,69.40789,0.11321841982163722,0.09012957806154967,0.0,35.45,0.0,55.37884,0.0,0.007643422656916,0.0,50.2,0.0,29.717247,0.0,0.022720637903157412,112.11999915084675,0.0,22.074518,0.0,0.028664853555510048,0.0,39.48000022109065,344.9,10.985792,154.50398,0.01426559440855036,0.12049363862162309,202.3600018324644,0.0,54.12807,0.0,0.07028797681114986,0.0,137.78000062927146,3.38,8.174675,0.46002144,0.010615219740076808,0.0004525656831684822,8.300000037907921,14.04,0.9833712,2.3406553,0.001276956132238028,0.002230397904268769,207.88000053722243,327.47999999999996,78.030334,151.70331,0.10132624820629922,0.11781067649863991
2025-12-03,353,106.71864,150.82274,210.71313461002666,214,353.98999999999955,350.34000000000003,0.13410449194239993,0.1246500684329552,376,44,0.1848680923607124,0.776595744680851,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.033569812774658,0.9021458625793456,4.655880912965421e-05,327.44000004121307,265.53,98.33841,72.77657,0.1276972878410922,0.09450398925816933,0.0,31.589999999999996,0.0,47.123817,0.0,0.006504058063615788,26.549999958786486,53.22,8.380241,30.922356,0.006407204101307752,0.023642021111170086,63.13999950087395,0.0,22.020735,0.0,0.02789926609172267,0.0,38.88999996417504,350.34000000000003,9.7666445,150.82274,0.012682472090181208,0.1246500684329552,251.96000053495058,0.0,74.93127,0.0,0.09352274862463751,0.0,47.020001033862464,5.37,6.6822143,0.7273268,0.008677185677372242,0.0006624556273017446,107.8400019663904,32.769999999999996,32.24697,5.205144,0.041144844392363586,0.00477548870751029,199.12999699974668,312.2,67.78947,144.89027,0.08428245373196515,0.1192121239183755
2025-12-04,353,92.91427,146.51205,276.2495454041165,202,353.99000000000694,342.20000000000005,0.12065377259908673,0.11231453637506207,379,42,0.1771388216419543,0.8786279683377308,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.079571485519409,0.9001165628433228,5.497867484790751e-06,353.99000000000694,258.35,92.91427,63.953976,0.12065377259908673,0.08304740018188474,0.0,31.779999999999998,0.0,54.032516,0.0,0.007457602054081519,0.0,52.07,0.0,28.525572,0.0,0.02180953413909582,108.50999650915251,0.0,26.424118,0.0,0.03431302404955981,0.0,34.84999890471958,342.20000000000005,9.992384,146.51205,0.012975605967413406,0.11231453637506207,210.63000458613487,0.0,56.497765,0.0,0.07336514134372026,0.0,29.04999923894245,25.61,3.304757,2.2865803,0.004291390860284128,0.0029694698950827373,117.89000791017068,22.759999999999998,19.353622,3.270033,0.025131638320041415,0.0037516866720684596,207.04999285089383,293.83,70.25589,140.95544,0.09123073753639319,0.1055933795250813
2025-12-05,353,70.11199,114.29739,338.9256664237266,158,353.9900000000147,242.95999999999998,0.09087953463608947,0.08532115913291814,509,36,0.31456585243590773,0.9449901768172888,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.063711166381836,0.9009536504745485,-0.0001659238199263,346.4500001640691,179.33,69.80421,51.13017,0.0906442146729167,0.06639505786861605,0.0,31.500000000000004,0.0,46.875015,0.0,0.006469719284316534,7.539999835945563,32.129999999999995,0.3077845,16.292206,0.00023531996317277074,0.012456381979985562,30.309999288300055,0.0,4.843354,0.0,0.006289334983453539,0.0,19.469999580807936,242.95999999999998,3.5642943,114.29739,0.00462841246594919,0.08532115913291814,304.2100011309067,0.0,61.704346,0.0,0.07996179028266989,0.0,65.17999851832126,7.61,6.1808424,0.5501268,0.008026825649453163,0.0007145990306995461,129.78999742532824,14.469999999999999,27.002022,2.3730774,0.03505261900494987,0.0022969006186059067,159.02000405636522,220.88000000000002,36.92913,111.37419,0.047800095554456114,0.08230965801033847
2025-12-06,353,117.77965,112.400635,269.16099111234706,151,353.9499893078578,226.74999999999997,0.15085465572701223,0.08251775547480973,398,29,0.1959150813984447,0.7236180904522613,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9284075498580933,0.9075268507003784,-0.000411932438143,344.789989662434,163.56999999999996,113.86938,44.994015,0.1478650174804206,0.05842695326315368,0.0,26.46,0.0,43.805103,0.0,0.006046007600341262,9.159999645423841,36.72,3.9102688,23.601519,0.002989638246591619,0.018044794611314783,81.24999761095114,0.0,27.709581,0.0,0.035592178986860186,0.0,25.389999312260915,226.74999999999997,7.867679,112.400635,0.010216570422491624,0.08251775547480973,247.30999238464574,0.0,82.20238,0.0,0.10504590083603348,0.0,51.00999852591354,5.23,11.085696,0.8977972,0.014129031586760576,0.0011658340985871952,56.219998165547615,3.0100000000000002,18.924877,0.48608953,0.024086455321535426,0.000519798445673566,246.71999261639664,218.51,87.76907,111.016754,0.11263916510353643,0.08083212359965883
2025-12-07,353,103.93441,227.05382,279.018061835823,289,353.87999157353386,571.83,0.13322936011469924,0.19951989843466206,407,45,0.016370388066844113,0.515970515970516,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9322068691253664,0.9073864817619324,-0.0002218196299043,346.31999142907057,444.0400000000001,100.68599,117.830956,0.13074574641783468,0.15300933281484785,0.0,39.92,0.0,59.049625,0.0,0.008150066547002016,7.560000144463326,87.86999999999999,3.2484186,50.17325,0.00248361369686456,0.03836049907281217,101.09999697816214,0.0,27.290878,0.0,0.0348693083147076,0.0,32.36999892385208,571.83,8.715384,227.05382,0.011317357760159718,0.19951989843466206,220.40999567151965,0.0,67.92815,0.0,0.08704269023350937,0.0,30.46999994761116,11.66,7.585979,1.6905289,0.009750149384124808,0.0018877876812833547,38.489999824456234,24.87,13.441015,4.304124,0.017028718900778846,0.004067156360382039,284.9199918014665,535.3,82.90742,221.05919,0.10645049240342083,0.19356495162671317
2025-12-08,353,79.927,130.76952,299.0777282154176,191,353.99000000000035,317.5200000000001,0.10378915481988313,0.10312319787989614,399,39,0.0896111575700652,0.7568922305764411,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0381054878234863,0.9030444622039796,-0.0001198277894011,353.99000000000035,235.20999999999998,79.927,58.91348,0.10378915481988313,0.07650206082799935,0.0,32.23,0.0,45.196114,0.0,0.0062379957048732506,0.0,50.08,0.0,26.659935,0.0,0.02038314134702355,98.42999827728154,0.0,15.32285,0.0,0.019897481269589724,0.0,27.389999479408377,317.5200000000001,5.9846077,130.76952,0.0077713090553103905,0.10312319787989614,228.17000224331048,0.0,58.619537,0.0,0.0761203682101628,0.0,45.740004033191774,7.300000000000001,7.3702226,2.2187488,0.009570598490442296,0.00128662273087371,83.15999933221366,45.48,22.774075,10.4646845,0.029573262072597358,0.008388687773642848,225.0899966345949,264.74,49.7827,118.08609,0.06464529735282663,0.09344788813112596
2025-12-09,353,80.65146,156.44582,303.90431347216463,220,353.98999999999785,359.0799999999999,0.10300858948105637,0.12697458596756214,396,38,0.0025614540334796257,0.35858585858585856,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0737435817718506,0.901496648788452,-0.0002864410924253,348.7200053256182,275.52,77.42794,74.78237,0.10054400967159577,0.09710860768958315,0.0899945570714482,32.0,0.0,51.984985,0.0,0.007174998954914796,5.180000117308151,51.56,3.2235236,29.678448,0.0024645798094605972,0.022690979323064187,46.419995103224124,0.0,7.494305,0.0,0.009731725218647203,0.0,17.430000180295945,359.0799999999999,3.8062046,156.44582,0.004942545158539271,0.12697458596756214,290.14000471647785,0.0,69.35095,0.0,0.08833432281904968,0.0,43.26000093445119,0.99,8.47905,0.1884296,0.011010465333779636,0.00014406588199219604,57.62999578150972,21.86,15.046631,2.4869494,0.019538794283393165,0.0032294268418013488,253.10000328403697,336.22999999999996,57.125786,153.77042,0.07245932986388356,0.12360109812500153
2025-12-10,353,263.05865,142.6751,448.3877214581561,198,353.9599961978619,343.87000000000006,0.29934528361486834,0.12498582880015634,299,41,0.26033350351238904,0.882943143812709,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.053473234176636,0.9027178287506104,-0.0002597338606096,264.74999727994026,263.42,183.9383,73.16289,0.23885295068016837,0.09500561778670562,0.0,27.91,0.0,36.974663,0.0,0.005103265425209838,89.20999891792165,52.540000000000006,79.12038,32.53756,0.060492332934699994,0.024876945588240877,25.359999338695516,0.0,9.908899,0.0,0.012867195782809008,0.0,24.219999450094008,343.87000000000006,16.958384,142.6751,0.01972969464533239,0.12498582880015634,304.3799974090723,0.0,236.19138,0.0,0.2667484051366188,0.0,80.7999995255734,8.77,60.438183,1.0697687,0.0686107738216403,0.0013891475184711465,86.06999944218245,16.33,68.626396,3.1043096,0.07956211045569556,0.002505564782512936,187.089997230106,318.77000000000004,133.99408,138.50102,0.15117241216124663,0.12109111834147114
