Budget,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),avg purch (opt),se purch (opt),clicks/$ (opt),avg kws (opt),se kws (opt),improvement in clicks,improvement in clicks/$,improvement in purch,avg clicks (act),se clicks (act),avg cost (act),se cost (act),avg purch (act),se purch (act),clicks/$ (act),avg n kws (act),se n kws (act)
353,122.6379345483871,10.02551858583485,353.93999963166914,0.012563637080398664,0.15350992210872766,0.012409034637778609,0.34649357144151943,410.03225806451616,20.45690376255577,-0.16297664167681278,-0.21420819429797244,0.30235199815463104,146.51674093548385,4.41812594675923,332.27645161290314,12.418868514147986,0.11787129925415225,0.004316898432589868,0.44094831344284835,37.774193548387096,0.726916713543388
